english	translation	category	sub_category	source
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	是的，无论[男人/女人]，无论你是谁，我都会遇到麻烦！ [shi de ， wu lun [ nan ren / nv ren ]， wu lun ni shi shui ， wo du hui yu dao ma fan ！]	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
You know, I've always wondered what life as a pirate actually entails.	你知道，我一直想知道海盗的生活究竟意味着什么。 [ni zhi dao ， wo yi zhi xiang zhi dao hai dao de sheng huo jiu jing yi wei zhe shen me 。]	dialogue	'Beedy-eye' Jones	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.	嗯，目前主要涉及偷渡者随机询问问题。 [n ， mu qian zhu yao she ji tou du zhe sui ji xun wen wen ti 。]	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!	我不是偷渡者！我被邀请上船了！洛卡写的！问他吧！ [wo bu shi tou du zhe ！ wo bei yao qing shang chuan le ！ luo ka xie de ！ wen ta ba ！]	dialogue	'Beedy-eye' Jones	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.	嘿，无论如何[爱人/朋友]。只要确保船长没有抓住你，海盗不太喜欢偷渡者。 [hei ， wu lun ru he [ ai ren / peng you ]。 zhi yao que bao chuan zhang mei you zhua zhu ni ， hai dao bu tai xi huan tou du zhe 。]	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
What are you cooking?	你在煮什么？ [ni zai zhu shen me ？]	dialogue	'Beefy' Burns	Player
My speciality! What else could I be cooking?	我的专长！我还能煮什么？ [wo de zhuan chang ！ wo hai neng zhu shen me ？]	dialogue	'Beefy' Burns	'Beefy' Burns
Ok, and your speciality is...?	好吧，你的专长是……？ [hao ba ， ni de zhuan chang shi ……？]	dialogue	'Beefy' Burns	Player
Boiled shark guts with a hint of rosemary and a dash of squid ink.	煮鲨鱼内脏，加入少许迷迭香和少许墨鱼汁。 [zhu sha yu nei zang ， jia ru shao xu mi die xiang he shao xu mo yu zhi 。]	dialogue	'Beefy' Burns	'Beefy' Burns
I think I'll stick to making my own food.	我想我会坚持自己做饭。 [wo xiang wo hui jian chi zi ji zuo fan 。]	dialogue	'Beefy' Burns	Player
Your loss!	你的损失！ [ni de sun shi ！]	dialogue	'Beefy' Burns	'Beefy' Burns
Hello.	你好。 [ni hao 。]	dialogue	'Betty' B.Boppin	Player
Ah, good day to you [milady/sirrah]! Your face is unfamiliar, did you perhaps join us aboard the ship at Lunar Isle?	啊，祝你有美好的一天[milady/sirrah]！你的脸很陌生，你是不是和我们一起登上了月岛的船？ [a ， zhu ni you mei hao de yi tian [milady/sirrah]！ ni de lian hen mo sheng ， ni shi bu shi he wo men yi qi deng shang le yue dao de chuan ？]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
No, Lokar offered me a lift in Rellekka actually.	不，洛卡实际上让我在雷莱卡搭车。 [bu ， luo ka shi ji shang rang wo zai lei lai ka da che 。]	dialogue	'Betty' B.Boppin	Player
Oh, really? You don't look like a Fremennik to me!	哦真的吗？在我看来你不像弗雷曼尼克人！ [o zhen de ma ？ zai wo kan lai ni bu xiang fu lei man ni ke ren ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Well... I kind of am, and I kind of aren't. It's a long story.	嗯……我有点是，又有点不是。这是一个很长的故事。 [n …… wo you dian shi ， you you dian bu shi 。 zhe shi yi ge hen zhang de gu shi 。]	dialogue	'Betty' B.Boppin	Player
Sorry I don't have time to hear it then! See you around young fremennik-who-is-not-really-a-fremennik!	抱歉我没时间听！再见，年轻的弗雷曼尼克，他不是真正的弗雷曼尼克！ [bao qian wo mei shi jian ting ！ zai jian ， nian qing de fu lei man ni ke ， ta bu shi zhen zheng de fu lei man ni ke ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
'Bye.	'再见。 [' zai jian 。]	dialogue	'Betty' B.Boppin	Player
You know, I've always wondered what life as a pirate actually entails.	你知道，我一直想知道海盗的生活究竟意味着什么。 [ni zhi dao ， wo yi zhi xiang zhi dao hai dao de sheng huo jiu jing yi wei zhe shen me 。]	dialogue	'Betty' B.Boppin	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.	嗯，目前主要涉及偷渡者随机询问问题。 [n ， mu qian zhu yao she ji tou du zhe sui ji xun wen wen ti 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!	我不是偷渡者！我被邀请上船了！洛卡写的！问他吧！ [wo bu shi tou du zhe ！ wo bei yao qing shang chuan le ！ luo ka xie de ！ wen ta ba ！]	dialogue	'Betty' B.Boppin	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.	嘿，无论如何[爱人/朋友]。只要确保船长没有抓住你，海盗不太喜欢偷渡者。 [hei ， wu lun ru he [ ai ren / peng you ]。 zhi yao que bao chuan zhang mei you zhua zhu ni ， hai dao bu tai xi huan tou du zhe 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Brrrr! Its cold up here!	呜呜！这里很冷！ [wu wu ！ zhe li hen leng ！]	dialogue	'Betty' B.Boppin	Player
You think this is cold? Up by Acheron it gets so cold that when you talk you see the words freeze in the air in front of you!	你觉得这很冷吗？到了 Acheron 那里，天气变得非常寒冷，当你说话时，你会看到话语冻结在你面前的空气中！ [ni jue de zhe hen leng ma ？ dao le  Acheron  na li ， tian qi bian de fei chang han leng ， dang ni shuo hua shi ， ni hui kan dao hua yu dong jie zai ni mian qian de kong qi zhong ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
REALLY?	真的吗？ [zhen de ma ？]	dialogue	'Betty' B.Boppin	Player
Nah, not really. I was exaggerating for humourous effect. It is very very cold though!	不，不是真的。我为了达到幽默效果而夸张了。不过天气非常非常冷！ [bu ， bu shi zhen de 。 wo wei le da dao you mo xiao guo er kua zhang le 。 bu guo tian qi fei chang fei chang leng ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.	抱歉，不能停下来，如果船长发现我偷懒地跟偷渡者说话，我的胆子会被吊袜带的。 [bao qian ， bu neng ting xia lai ， ru guo chuan zhang fa xian wo tou lan di gen tou du zhe shuo hua ， wo de dan zi hui bei diao wa dai de 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm not a stowaway! I was invited aboard!	我不是偷渡者！我被邀请上船了！ [wo bu shi tou du zhe ！ wo bei yao qing shang chuan le ！]	dialogue	'Betty' B.Boppin	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	是的，无论[男人/女人]，无论你是谁，我都会遇到麻烦！ [shi de ， wu lun [ nan ren / nv ren ]， wu lun ni shi shui ， wo du hui yu dao ma fan ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Hello.	你好。 [ni hao 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
So... You're a pirate, huh?	那么...你是海盗，是吧？ [na me ... ni shi hai dao ， shi ba ？]	dialogue	'Betty' B.Boppin	Player
It's what it says on my pay-packet at the end of the month.	月底我的工资单上就是这么写的。 [yue di wo de gong zi dan shang jiu shi zhe me xie de 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
How's that working out for you?	你感觉怎么样？ [ni gan jue zen me yang ？]	dialogue	'Betty' B.Boppin	Player
Pretty good so far. All the grog and loot that we can plunder, plus full medical including dental.	到目前为止还不错。我们可以掠夺的所有烈酒和战利品，再加上包括牙科在内的全套医疗服务。 [dao mu qian wei zhi hai bu cuo 。 wo men ke yi lve duo de suo you lie jiu he zhan li pin ， zai jia shang bao kuo ya ke zai nei de quan tao yi liao fu wu 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
You mean you have insurance?	你是说你有保险？ [ni shi shuo ni you bao xian ？]	dialogue	'Betty' B.Boppin	Player
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.	不是这样的。如果我们中的任何一个人生病了，我们就会绑架一名医生，直到我们病情好转之前不让他走。 [bu shi zhe yang de 。 ru guo wo men zhong de ren he yi ge ren sheng bing le ， wo men jiu hui bang jia yi ming yi sheng ， zhi dao wo men bing qing hao zhuan zhi qian bu rang ta zou 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
You'd be surprised what an incentive for expert health care that is.	您会惊讶地发现，这对于专家医疗保健来说是多么大的激励。 [nin hui jing ya di fa xian ， zhe dui yu zhuan jia yi liao bao jian lai shuo shi duo me da de ji li 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I can imagine.	我可以想象。 [wo ke yi xiang xiang 。]	dialogue	'Betty' B.Boppin	Player
Hello there. So what brings you aboard the Lady Zay?	你好呀。那么是什么让您登上了 Lady Zay 号呢？ [ni hao ya 。 na me shi shen me rang nin deng shang le  Lady Zay  hao ne ？]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.	嗯，我原本打算去拜访月族，但我不得不说你们的船非常令人印象深刻。 [n ， wo yuan ben da suan qu bai fang yue zu ， dan wo bu de bu shuo ni men de chuan fei chang ling ren yin xiang shen ke 。]	dialogue	'Betty' B.Boppin	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!	是啊，果然是个美女啊！扎伊女士酒店一直是我的家，度过了许多艰难的几个月，经历了暴风雨和阳光，她总是带我们到达我们要去的地方！ [shi a ， guo ran shi ge mei nv a ！ zha yi nv shi jiu dian yi zhi shi wo de jia ， du guo le xu duo jian nan de ji ge yue ， jing li le bao feng yu he yang guang ， ta zong shi dai wo men dao da wo men yao qu de di fang ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Yes, she's certainly one of the finest boats I've seen on my travels!	是的，她确实是我旅行中见过的最好的船之一！ [shi de ， ta que shi shi wo lv xing zhong jian guo de zui hao de chuan zhi yi ！]	dialogue	'Betty' B.Boppin	Player
That she is [lad/lass], that she is.	她是[小伙子/姑娘]，她就是。 [ta shi [ xiao huo zi / gu niang ]， ta jiu shi 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
So how's life as a pirate?	那么海贼的生活是怎样的呢？ [na me hai zei de sheng huo shi zen yang de ne ？]	dialogue	'Betty' B.Boppin	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.	这是什么问题？生活怎么样……我不知道。无论你以什么为生。 [zhe shi shen me wen ti ？ sheng huo zen me yang …… wo bu zhi dao 。 wu lun ni yi shen me wei sheng 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm a freelance troubleshooter.	我是一名自由疑难解答者。 [wo shi yi ming zi you yi nan jie da zhe 。]	dialogue	'Betty' B.Boppin	Player
What does that entail then?	那么这意味着什么呢？ [na me zhe yi wei zhe shen me ne ？]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Mostly killing things for money and delivering items around the planet for people.	主要是为了钱而杀人，并为人们在地球各地运送物品。 [zhu yao shi wei le qian er sha ren ， bing wei ren men zai di qiu ge di yun song wu pin 。]	dialogue	'Betty' B.Boppin	Player
So how's that life?	那么这样的生活怎么样呢？ [na me zhe yang de sheng huo zen me yang ne ？]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Can't complain, can't complain...	不能抱怨，不能抱怨…… [bu neng bao yuan ， bu neng bao yuan ……]	dialogue	'Betty' B.Boppin	Player
Well, there you go.	好吧，就这样吧。 [hao ba ， jiu zhe yang ba 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Aren't you a little short for a pirate?	你对于海盗来说是不是有点矮了？ [ni dui yu hai dao lai shuo shi bu shi you dian ai le ？]	dialogue	'Betty' B.Boppin	Player
My mother was a gnome. Apparently it was a very painful birth.	我的母亲是一个侏儒。显然这是一次非常痛苦的分娩。 [wo de mu qin shi yi ge zhu ru 。 xian ran zhe shi yi ci fei chang tong ku de fen mian 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
More info than I wanted, thanks!	比我想要的更多信息，谢谢！ [bi wo xiang yao de geng duo xin xi ， xie xie ！]	dialogue	'Betty' B.Boppin	Player
ARGH! SOUND THE ALARM! STOWAWAY ON BOARD! STOWAWAY ON BOARD!	啊啊！拉响警报！船上偷渡者！船上偷渡者！ [a a ！ la xiang jing bao ！ chuan shang tou du zhe ！ chuan shang tou du zhe ！]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
No! I'm not a stowaway! Honest! I was invited here!	不！我不是偷渡者！诚实的！我被邀请来到这里！ [bu ！ wo bu shi tou du zhe ！ cheng shi de ！ wo bei yao qing lai dao zhe li ！]	dialogue	'Betty' B.Boppin	Player
Oh, sorry, my mistake then.	哦，抱歉，那是我的错误。 [o ， bao qian ， na shi wo de cuo wu 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Why, what do they usually look like?	为什么，他们通常是什么样子？ [wei shen me ， ta men tong chang shi shen me yang zi ？]	dialogue	'Betty' B.Boppin	Player
Erm... I've never actually met one...	呃……我从来没有真正见过一个…… [e …… wo cong lai mei you zhen zheng jian guo yi ge ……]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Okay then...	好吧，那么... [hao ba ， na me ...]	dialogue	'Betty' B.Boppin	Player
Hello to you too.	也向你问好。 [ye xiang ni wen hao 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!	呀！我们是海盗，耶！阿瓦斯特，你们这些坏血病的陆生荔枝！ [ya ！ wo men shi hai dao ， ye ！ a wa si te ， ni men zhe xie huai xue bing de lu sheng li zhi ！]	dialogue	'Betty' B.Boppin	Player
Please don't talk like that, it is extremely irritating.	请不要这样说话，这太令人恼火了。 [qing bu yao zhe yang shuo hua ， zhe tai ling ren nao huo le 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Also, please don't call me a lychee, whatever that may be.	另外，请不要叫我荔枝，不管那是什么。 [ling wai ， qing bu yao jiao wo li zhi ， bu guan na shi shen me 。]	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Oh. Okay. Sorry.	哦。好的。对不起。 [o 。 hao de 。 dui bu qi 。]	dialogue	'Betty' B.Boppin	Player
I feel a little sea-sick from this travelling.	这次旅行我感觉有点晕船。 [zhe ci lv xing wo gan jue you dian yun chuan 。]	dialogue	'Birds-Eye' Jack	Player
Well there's a good remedy for that.	嗯，有一个很好的补救措施。 [n ， you yi ge hen hao de bu jiu cuo shi 。]	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
There is?	有？ [you ？]	dialogue	'Birds-Eye' Jack	Player
Yes.	是的。 [shi de 。]	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What?	什么？ [shen me ？]	dialogue	'Birds-Eye' Jack	Player
Swim.	游泳。 [you yong 。]	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Oh HA HA. Thanks for the help!	哦哈哈。感谢您的帮助！ [o ha ha 。 gan xie nin de bang zhu ！]	dialogue	'Birds-Eye' Jack	Player
My pleasure.	我的荣幸。 [wo de rong xing 。]	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I was being sarcastic.	我是在讽刺。 [wo shi zai feng ci 。]	dialogue	'Birds-Eye' Jack	Player
I know. So was I.	我知道。我也是。 [wo zhi dao 。 wo ye shi 。]	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to access my bank account, please.	我想访问我的银行帐户。 [wo xiang fang wen wo de yin hang zhang hu 。]	dialogue	'Birds-Eye' Jack	Player
I'd like to collect items.	我想收集物品。 [wo xiang shou ji wu pin 。]	dialogue	'Birds-Eye' Jack	Player
I'd like to check my PIN settings.	我想检查我的 PIN 设置。 [wo xiang jian cha wo de  PIN  she zhi 。]	dialogue	'Birds-Eye' Jack	Player
What is this place?	这是什么地方？ [zhe shi shen me di fang ？]	dialogue	'Birds-Eye' Jack	Player
This is a branch of the Bank of Gielinor. We have branches in many towns.	这是吉林诺银行的一个分行。我们在很多城镇都有分店。 [zhe shi ji lin nuo yin hang de yi ge fen hang 。 wo men zai hen duo cheng zhen dou you fen dian 。]	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
And what do you do?	你做什么？ [ni zuo shen me ？]	dialogue	'Birds-Eye' Jack	Player
