english	translation	category	sub_category	source
You can now use the Yanille Agility shortcut.	您现在可以使用 Yanille Agility 快捷方式。 [nin xian zai ke yi shi yong  Yanille Agility  kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use a Kourend Catacombs Agility shortcut.	您现在可以使用 Kourend Catacombs Agility 快捷方式。 [nin xian zai ke yi shi yong  Kourend Catacombs Agility  kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Al Kharid course, pass medium level Agility Arena obstacles and cross the coal truck log balance agility shortcut.	您现在可以使用 Al Kharid 路线，通过中等级别的敏捷竞技场障碍并穿越煤炭卡车原木平衡敏捷捷径。 [nin xian zai ke yi shi yong  Al Kharid  lu xian ， tong guo zhong deng ji bie de min jie jing ji chang zhang ai bing chuan yue mei tan ka che yuan mu ping heng min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Grand Exchange Agility shortcut.	您现在可以使用 Grand Exchange Agility 快捷方式。 [nin xian zai ke yi shi yong  Grand Exchange Agility  kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the pipe contortion in Karamja Dungeon.	您现在可以在Karamja Dungeon 中使用管道扭曲。 [nin xian zai ke yi zai Karamja Dungeon  zhong shi yong guan dao niu qu 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can scale the Observatory cliff with a mithril grapple.	成员可以使用秘银抓斗攀爬天文台悬崖。 [cheng yuan ke yi shi yong mi yin zhua dou pan pa tian wen tai xuan ya 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter the Werewolf Skullball Course and use the cliffside scramble shortcut to get up Eagles' Peak.	你现在可以进入狼人骷髅球训练场，并使用悬崖边的爬行捷径登上老鹰峰。 [ni xian zai ke yi jin ru lang ren ku lou qiu xun lian chang ， bing shi yong xuan ya bian de pa xing jie jing deng shang lao ying feng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Falador Agility shortcut.	您现在可以使用 Falador Agility 快捷方式。 [nin xian zai ke yi shi yong  Falador Agility  kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Kourend Catacombs pillar jump Agility shortcut.	您现在可以使用 Kourend Catacombs 支柱跳跃敏捷快捷方式。 [nin xian zai ke yi shi yong  Kourend Catacombs  zhi zhu tiao yue min jie kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the lower cliffside climb by Mount Karuulm.	您现在可以使用卡鲁姆山 (Mount Karuulm) 较低的悬崖边攀登。 [nin xian zai ke yi shi yong ka lu mu shan  (Mount Karuulm)  jiao di de xuan ya bian pan deng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Agility Pyramid, the Varrock course, the Stepping stones in south eastern Karamja and the Corsair Cove Resource Area shortcut. You can also use the Penguin Agility Course if you have begun	您现在可以使用敏捷金字塔、Varrock 路线、Karamja 东南部的踏脚石和 Corsair Cove 资源区捷径。如果您已经开始，您还可以使用企鹅敏捷课程 [nin xian zai ke yi shi yong min jie jin zi ta 、Varrock  lu xian 、Karamja  dong nan bu de ta jiao shi he  Corsair Cove  zi yuan qu jie jing 。 ru guo nin yi jing kai shi ， nin hai ke yi shi yong qi e min jie ke cheng]	lvl_up_msg	Transcript of Agility	Transcript of Agility
the Cold War quest.	冷战探索。 [leng zhan tan suo 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Draynor Manor stones to Champions' guild Agility shortcut.	您现在可以使用德雷诺庄园宝石来获得冠军公会的敏捷快捷方式。 [nin xian zai ke yi shi yong de lei nuo zhuang yuan bao shi lai huo de guan jun gong hui de min jie kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can now use the Shilo Village river crossing.	会员现在可以使用希洛村河道。 [hui yuan xian zai ke yi shi yong xi luo cun he dao 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Ardougne log balance Agility shortcut.	您现在可以使用 Ardougne 日志平衡敏捷快捷方式。 [nin xian zai ke yi shi yong  Ardougne  ri zhi ping heng min jie kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the pipe contortion in Karamja Dungeon and a Kourend Catacombs Agility shortcut.	现在，您可以在 Karamja Dungeon 中使用管道扭曲和 Kourend Catacombs Agility 快捷方式。 [xian zai ， nin ke yi zai  Karamja Dungeon  zhong shi yong guan dao niu qu he  Kourend Catacombs Agility  kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter the Barbarian Agility Course and the Varrock Palace Garden Agility shortcut.	您现在可以进入野蛮人敏捷课程和瓦洛克宫殿花园敏捷捷径。 [nin xian zai ke yi jin ru ye man ren min jie ke cheng he wa luo ke gong dian hua yuan min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Gnome Stronghold Agility shortcut.	您现在可以使用 Gnome Stronghold Agility 快捷方式。 [nin xian zai ke yi shi yong  Gnome Stronghold Agility  kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Al Kharid mining pit cliffside scramble Agility shortcut.	你现在可以使用Al Kharid矿坑悬崖边争夺敏捷捷径。 [ni xian zai ke yi shi yong Al Kharid kuang keng xuan ya bian zheng duo min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can scale Yanile south wall by using a mithril grapple.	成员可以使用秘银抓斗攀爬 Yanile 南墙。 [cheng yuan ke yi shi yong mi yin zhua dou pan pa  Yanile  nan qiang 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Canifis course, pass high level Agility Arena obstacles and use the Hosidius lake isle jump Agility shortcut.	您现在可以使用 Canifis 球场、通过高级敏捷竞技场障碍并使用 Hosidius 湖岛跳跃敏捷捷径。 [nin xian zai ke yi shi yong  Canifis  qiu chang 、 tong guo gao ji min jie jing ji chang zhang ai bing shi yong  Hosidius  hu dao tiao yue min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim easy cliffside scramble Agility shortcut.	你现在可以使用特罗尔海姆轻松悬崖边争夺敏捷捷径。 [ni xian zai ke yi shi yong te luo er hai mu qing song xuan ya bian zheng duo min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Dwarven mine narrow crevice Agility shortcut and climb the wall at Draynor toward Port Sarim.	你现在可以使用矮人矿井狭窄的缝隙敏捷捷径并爬上德雷诺的城墙前往萨里姆港。 [ni xian zai ke yi shi yong ai ren kuang jing xia zhai de feng xi min jie jie jing bing pa shang de lei nuo de cheng qiang qian wang sa li mu gang 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim medium cliffside scramble Agility shortcut.	你现在可以使用特罗尔海姆中等悬崖边争夺敏捷捷径。 [ni xian zai ke yi shi yong te luo er hai mu zhong deng xuan ya bian zheng duo min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim advanced cliffside scramble.	你现在可以使用特罗尔海姆高级悬崖边争夺。 [ni xian zai ke yi shi yong te luo er hai mu gao ji xuan ya bian zheng duo 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elf area log balance and the Hosidius river jump Agility shorcut.	您现在可以使用精灵区域日志平衡和霍西迪乌斯河跳跃敏捷快捷方式。 [nin xian zai ke yi shi yong jing ling qu yu ri zhi ping heng he huo xi di wu si he tiao yue min jie kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Cosmic Temple medium narrow walkway Agility shortcut.	你现在可以使用宇宙神殿中窄走道敏捷捷径。 [ni xian zai ke yi shi yong yu zhou shen dian zhong zhai zou dao min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim hard cliffside scramble.	你现在可以使用特罗尔海姆悬崖边硬攀爬。 [ni xian zai ke yi shi yong te luo er hai mu xuan ya bian ying pan pa 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Ape Atoll Agility Course, the Shayzien advanced course and the log balance to Fremennik Province Agility shortcut.	您现在可以使用猿环礁敏捷课程、Shayzien 高级课程以及记录平衡到弗雷曼尼克省敏捷快捷方式。 [nin xian zai ke yi shi yong yuan huan jiao min jie ke cheng 、Shayzien  gao ji ke cheng yi ji ji lu ping heng dao fu lei man ni ke sheng min jie kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now equip Crystal Equipment, access the Falador course and cross the stepping stone near the Nature Grotto.	您现在可以装备水晶装备，进入法拉多路线并穿过自然石窟附近的踏脚石。 [nin xian zai ke yi zhuang bei shui jing zhuang bei ， jin ru fa la duo lu xian bing chuan guo zi ran shi ku fu jin de ta jiao shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the pipe from Edgeville dungeon to Varrock sewers Agility shortcut.	你现在可以使用从Edgeville地牢到Varrock下水道的管道敏捷捷径。 [ni xian zai ke yi shi yong cong Edgeville di lao dao Varrock xia shui dao de guan dao min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter the Wilderness Agility Course, enter Floor 1 of the Hallowed Sepulchre and use the eastern scramble at the Arceuus essence mine.	现在你可以进入荒野敏捷课程，进入圣墓一楼并在阿尔修斯精华矿使用东部争夺。 [xian zai ni ke yi jin ru huang ye min jie ke cheng ， jin ru sheng mu yi lou bing zai a er xiu si jing hua kuang shi yong dong bu zheng duo 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can take a shortcut south of the volcano on the island of Karamja by using a mithril grapple.	成员可以使用秘银抓斗抄近路前往卡拉姆贾岛的火山以南。 [cheng yuan ke yi shi yong mi yin zhua dou chao jin lu qian wang ka la mu jia dao de huo shan yi nan 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Motherlode Mine dark tunnel shortcut.	您现在可以使用母矿矿黑暗隧道捷径。 [nin xian zai ke yi shi yong mu kuang kuang hei an sui dao jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the stepping stone by Miscellania docks.	您现在可以使用 Miscellania 码头的踏脚石。 [nin xian zai ke yi shi yong  Miscellania  ma tou de ta jiao shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the rock climb in the  Temple of the Eye.	您现在可以在眼殿进行攀岩。 [nin xian zai ke yi zai yan dian jin xing pan yan 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now jump over the eastern Rellekka fence.	你现在可以跳过东雷莱卡栅栏。 [ni xian zai ke yi tiao guo dong lei lai ka zha lan 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass easy cliffside scramble Agility shortcut.	您现在可以使用精灵天桥轻松攀登悬崖边敏捷捷径。 [nin xian zai ke yi shi yong jing ling tian qiao qing song pan deng xuan ya bian min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Werewolf and Seers' Village courses, jump the pillars in the Wintertodt's prison, access the God Wars Dungeon via the Agility route, jump the estuary across Mos Le'Harmless and the	你现在可以使用狼人和先知村的课程，跳过温特托特监狱的柱子，通过敏捷路线进入神战地下城，跳过莫斯勒哈姆莱斯的河口和 [ni xian zai ke yi shi yong lang ren he xian zhi cun de ke cheng ， tiao guo wen te tuo te jian yu de zhu zi ， tong guo min jie lu xian jin ru shen zhan di xia cheng ， tiao guo mo si lei ha mu lai si de he kou he]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Slayer tower medium spiked chain climb Agility shortcut.	你现在可以使用毁灭者塔中型尖刺链攀爬敏捷捷径。 [ni xian zai ke yi shi yong hui mie zhe ta zhong xing jian ci lian pan pa min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 2 of the Hallowed Sepulchre, use the Slayer Dungeon narrow crevice shortcut, the stepping stones in the Necropolis and the upper cliffside climb by Mount Karuulm.	你现在可以进入神圣墓地的二楼，使用杀手地牢狭窄的缝隙捷径、大墓地的垫脚石以及卡鲁姆山的上悬崖边攀登。 [ni xian zai ke yi jin ru shen sheng mu di de er lou ， shi yong sha shou di lao xia zhai de feng xi jie jing 、 da mu di de dian jiao shi yi ji ka lu mu shan de shang xuan ya bian pan deng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Taverley dungeon lesser demon fence Agility shortcut and the Darkmeyer wall shortcut.	您现在可以使用塔弗利地牢小恶魔栅栏敏捷快捷方式和达克梅尔墙快捷方式。 [nin xian zai ke yi shi yong ta fu li di lao xiao e mo zha lan min jie kuai jie fang shi he da ke mei er qiang kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Trollheim Wilderness Agility shortcut and the Rope to the Fossil Island Volcano.	您现在可以使用特罗尔海姆荒野敏捷捷径和通往化石岛火山的绳索。 [nin xian zai ke yi shi yong te luo er hai mu huang ye min jie jie jing he tong wang hua shi dao huo shan de sheng suo 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Temple on the Salve to Morytania and easy Revenant cave Agility shortcuts.	你现在可以使用圣殿到莫里塔尼亚的药膏和简单的亡灵洞穴敏捷捷径。 [ni xian zai ke yi shi yong sheng dian dao mo li ta ni ya de yao gao he jian dan de wang ling dong xue min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Cosmic Temple advanced narrow walkway Agility shortcut and jump the stepping stone from Lumbridge to the Desert, and the Taverley wall shortcut.	你现在可以使用宇宙神殿高级狭窄走道敏捷捷径和从朗布里奇跳到沙漠的踏脚石，以及塔弗利墙捷径。 [ni xian zai ke yi shi yong yu zhou shen dian gao ji xia zhai zou dao min jie jie jing he cong lang bu li qi tiao dao sha mo de ta jiao shi ， yi ji ta fu li qiang jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now access the Yanille dungeons using rubble climb.	您现在可以使用碎石攀登进入 Yanille 地牢。 [nin xian zai ke yi shi yong sui shi pan deng jin ru  Yanille  di lao 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass medium cliffside scramble and the Ice Mountain western scramble Agility shortcuts.	你现在可以使用精灵立交桥中等悬崖边爬行和冰山西部爬行敏捷捷径。 [ni xian zai ke yi shi yong jing ling li jiao qiao zhong deng xuan ya bian pa xing he bing shan xi bu pa xing min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the northern scramble at the Arceuus essence mine.	你现在可以在阿尔修斯精华矿井使用北方争夺。 [ni xian zai ke yi zai a er xiu si jing hua kuang jing shi yong bei fang zheng duo 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Dorgeshuun and Pollnivneach Courses, use the Taverley Dungeon dragon and Fossil Island hardwood shortcuts, access the Saradomin God Wars Dungeon area and equip Rings of Endurance	您现在可以使用 Dorgeshuun 和 Pollnivneach 路线，使用塔弗利地牢龙和化石岛硬木捷径，进入萨拉多明神战地牢区域并装备耐力戒指 [nin xian zai ke yi shi yong  Dorgeshuun  he  Pollnivneach  lu xian ， shi yong ta fu li di lao long he hua shi dao ying mu jie jing ， jin ru sa la duo ming shen zhan di lao qu yu bing zhuang bei nai li jie zhi]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Slayer tower advanced spiked chain climb Agility shortcut and the Gu'Tanoth wall climb if you have completed the Watchtower quest.	如果您已完成了望塔任务，您现在可以使用杀戮者塔高级尖刺链攀爬敏捷捷径和古塔诺斯墙攀爬。 [ru guo nin yi wan cheng le wang ta ren wu ， nin xian zai ke yi shi yong sha lu zhe ta gao ji jian ci lian pan pa min jie jie jing he gu ta nuo si qiang pan pa 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 3 of the Hallowed Sepulchre, and use the Stronghold Slayer Cave narrow tunnel and Asgarnian Ice Dungeon wyvern tunnel.	你现在可以进入神圣坟墓的第三层，并使用要塞杀手洞穴狭窄的隧道和阿斯加尼亚冰地牢飞龙隧道。 [ni xian zai ke yi jin ru shen sheng fen mu de di san ceng ， bing shi yong yao sai sha shou dong xue xia zhai de sui dao he a si jia ni ya bing di lao fei long sui dao 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Troll Stronghold wall-climb and the western descent at the Arceuus essence mine.	你现在可以使用巨魔要塞的攀墙和阿尔修斯精华矿的西部下降。 [ni xian zai ke yi shi yong ju mo yao sai de pan qiang he a er xiu si jing hua kuang de xi bu xia jiang 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Lava Dragon Isle lava jump and the Meiyerditch Laboratory tunnels.	您现在可以使用熔岩龙岛熔岩跳跃和梅耶迪奇实验室隧道。 [nin xian zai ke yi shi yong rong yan long dao rong yan tiao yue he mei ye di qi shi yan shi sui dao 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Prifddinas Agility Course, the medium Revenant Cave shortcuts.	你现在可以使用普里夫迪纳斯敏捷路线，中等的亡灵洞穴捷径。 [ni xian zai ke yi shi yong pu li fu di na si min jie lu xian ， zhong deng de wang ling dong xue jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the island crossing near Zul-Andra.	您现在可以使用祖尔安德拉附近的岛屿过境点。 [nin xian zai ke yi shi yong zu er an de la fu jin de dao yu guo jing dian 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Wilderness Slayer Dungeon Crevices.	您现在可以使用荒野杀手地牢裂缝。 [nin xian zai ke yi shi yong huang ye sha shou di lao lie feng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Iorwerth Dungeon northern shortcut.	您现在可以使用 Iorwerth Dungeon 北部捷径。 [nin xian zai ke yi shi yong  Iorwerth Dungeon  bei bu jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Kharazi Jungle vine climb and the Shilo village north rock climb shortcut.	您现在可以使用卡拉兹丛林藤蔓攀爬和希洛村北攀岩捷径。 [nin xian zai ke yi shi yong ka la zi cong lin teng wan pan pa he xi luo cun bei pan yan jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Rellekka course and the Taverley Dungeon spiked blades jump Agility shortcut.	你现在可以使用Rellekka路线和Taverley Dungeon尖刺刀片跳跃敏捷捷径。 [ni xian zai ke yi shi yong Rellekka lu xian he Taverley Dungeon jian ci dao pian tiao yue min jie jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Waterbirth dungeon crevice shortcut.	您现在可以使用 Waterbirth 地牢裂缝快捷方式。 [nin xian zai ke yi shi yong  Waterbirth  di lao lie feng kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 4 of the Hallowed Sepulchre and use the Lava Maze stepping stone shortcut, and the Adept Asgarnian Ice Dungeon wyvern tunnel.	你现在可以进入神圣坟墓的第 4 层并使用熔岩迷宫踏脚石捷径和熟练的阿斯加尼亚冰地牢双足飞龙隧道。 [ni xian zai ke yi jin ru shen sheng fen mu de di  4  ceng bing shi yong rong yan mi gong ta jiao shi jie jing he shu lian de a si jia ni ya bing di lao shuang zu fei long sui dao 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Brimhaven Dungeon eastern stepping stones shortcut.	你现在可以使用布里姆黑文地牢东部踏脚石快捷方式。 [ni xian zai ke yi shi yong bu li mu hei wen di lao dong bu ta jiao shi kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Iorwerth Dungeon southern shortcut.	您现在可以使用 Iorwerth Dungeon 南部捷径。 [nin xian zai ke yi shi yong  Iorwerth Dungeon  nan bu jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass advanced cliffside scramble and the Waterbirth Island cliffside scale.	您现在可以使用精灵天桥高级悬崖边爬行和沃特出生岛悬崖边规模。 [nin xian zai ke yi shi yong jing ling tian qiao gao ji xuan ya bian pa xing he wo te chu sheng dao xuan ya bian gui mo 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Kalphite Lair crevice.	您现在可以使用卡菲特巢穴裂缝。 [nin xian zai ke yi shi yong ka fei te chao xue lie feng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Brimhaven Dungeon vine climb.	你现在可以使用 Brimhaven 地牢的藤蔓攀爬。 [ni xian zai ke yi shi yong  Brimhaven  di lao de teng wan pan pa 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Karuulm dungeon pipe shortcut.	您现在可以使用 Karuulm 地牢管道快捷方式。 [nin xian zai ke yi shi yong  Karuulm  di lao guan dao kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the hard Revenant cave shortcuts.	您现在可以使用硬的亡灵洞穴快捷方式。 [nin xian zai ke yi shi yong ying de wang ling dong xue kuai jie fang shi 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Ardougne course.	您现在可以使用阿杜涅课程。 [nin xian zai ke yi shi yong a du nie ke cheng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Viyeldi Caves cliff shortcut.	您现在可以使用维耶尔迪洞穴悬崖捷径。 [nin xian zai ke yi shi yong wei ye er di dong xue xuan ya jie jing 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 5 of the Hallowed Sepulchre.	你现在可以进入圣墓的第五层。 [ni xian zai ke yi jin ru sheng mu de di wu ceng 。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the advanced shortcut to the Meiyerditch Laboratories (with 78 mining).	您现在可以使用高级快捷方式前往 Meiyerditch 实验室（有 78 个采矿点）。 [nin xian zai ke yi shi yong gao ji kuai jie fang shi qian wang  Meiyerditch  shi yan shi （ you  78  ge cai kuang dian ）。]	lvl_up_msg	Transcript of Agility	Transcript of Agility
Congratulations! You are now a master of Agility. Why not visit the Cap'n Izzy No-beard at the Brimhaven Agility Arena? He has something special that is only available to true masters of the Agility skill!	恭喜！你现在是敏捷大师了。何不参观一下布里姆黑文敏捷竞技场 (Brimhaven Agility Arena) 的 Cap'n Izzy No-beard 表演者呢？他有一些特殊的东西，只有真正的敏捷技能大师才能使用！ [gong xi ！ ni xian zai shi min jie da shi le 。 he bu can guan yi xia bu li mu hei wen min jie jing ji chang  (Brimhaven Agility Arena)  de  Cap'n Izzy No-beard  biao yan zhe ne ？ ta you yi xie te shu de dong xi ， zhi you zhen zheng de min jie ji neng da shi cai neng shi yong ！]	lvl_up_msg	Transcript of Agility	Transcript of Agility
Your Attack level is used to determine how likely you are to hit your target in melee combat. A higher Attack level will give you a better chance to hit.	您的攻击等级用于确定您在近战战斗中击中目标的可能性。更高的攻击等级会给你更好的命中机会。 [nin de gong ji deng ji yong yu que ding nin zai jin zhan zhan dou zhong ji zhong mu biao de ke neng xing 。 geng gao de gong ji deng ji hui gei ni geng hao de ming zhong ji hui 。]	lvl_up_msg	Transcript of Attack	Transcript of Attack
Additionally, a higher Attack level will allow you to wield more powerful weapons. A weapon with a higher Attack bonus will give you more accuracy in combat.	此外，更高的攻击等级将使您能够使用更强大的武器。具有较高攻击加值的武器将使您在战斗中更加准确。 [ci wai ， geng gao de gong ji deng ji jiang shi nin neng gou shi yong geng qiang da de wu qi 。 ju you jiao gao gong ji jia zhi de wu qi jiang shi nin zai zhan dou zhong geng jia zhun que 。]	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can select your Attack style from the Combat Options side panel. Different enemies are weaker or stronger against different Attack styles, so choose carefully.	您可以从“战斗选项”侧面板中选择您的攻击风格。不同的敌人针对不同的攻击方式会更强或更弱，所以请谨慎选择。 [nin ke yi cong “ zhan dou xuan xiang ” ce mian ban zhong xuan ze nin de gong ji feng ge 。 bu tong de di ren zhen dui bu tong de gong ji fang shi hui geng qiang huo geng ruo ， suo yi qing jin shen xuan ze 。]	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Steel Weaponry!	你现在可以使用钢铁武器了！ [ni xian zai ke yi shi yong gang tie wu qi le ！]	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Black Weaponry and members can wield White Weaponry!	您现在可以使用黑色武器，而会员可以使用白色武器！ [nin xian zai ke yi shi yong hei se wu qi ， er hui yuan ke yi shi yong bai se wu qi ！]	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Mithril Weaponry!	你现在可以使用秘银武器了！ [ni xian zai ke yi shi yong mi yin wu qi le ！]	lvl_up_msg	Transcript of Attack	Transcript of Attack
