english	translation	category	sub_category	source
Grand Exchange	盛大交换 [sheng da jiao huan]	actions	menu	spellBookTab
Seers'	先知的 [xian zhi de]	actions	menu	spellBookTab
Group: Previous	组：上一页 [zu ： shang yi ye]	actions	menu	spellBookTab
Group: Choose	组别：选择 [zu bie ： xuan ze]	actions	menu	spellBookTab
Outside	外部 [wai bu]	actions	menu	spellBookTab
Yanille	亚尼尔 [ya ni er]	actions	menu	spellBookTab
Enable warning	启用警告 [qi yong jing gao]	actions	menu	spellBookTab
Disable warning	禁用警告 [jin yong jing gao]	actions	menu	spellBookTab
Turael	图拉尔 [tu la er]	actions	menu	spellBookTab
Target	目标 [mu biao]	actions	menu	spellBookTab
Setup	设置 [she zhi]	actions	menu	spellBookTab
Arceuus	阿尔克乌斯 [a er ke wu si]	actions	menu	spellBookTab
Ancient	古老的 [gu lao de]	actions	menu	spellBookTab
Standard	标准 [biao zhun]	actions	menu	spellBookTab
Reanimate	复活 [fu huo]	actions	menu	spellBookTab
Resurrect	复活 [fu huo]	actions	menu	spellBookTab
Adjust Music Volume	调节音乐音量 [tiao jie yin yue yin liang]	actions	menu	settingsTab
Adjust Area Sound Volume	调整区域音量 [tiao zheng qu yu yin liang]	actions	menu	settingsTab
Adjust Sound Effect Volume	调节音效音量 [tiao jie yin xiao yin liang]	actions	menu	settingsTab
Toggle unlock message	切换解锁消息 [qie huan jie suo xiao xi]	actions	menu	settingsTab
Play	玩 [wan]	actions	menu	
Open Activity Adviser	开放活动顾问 [kai fang huo dong gu wen]	actions	menu	
<colNum0>Set chat mode:</col> Group (/@g)		actions	menu	
<colNum0>Set chat mode:</col> Guest Clan (/@gc)		actions	menu	
<colNum0>Set chat mode:</col> Clan (/@c)		actions	menu	
<colNum0>Set chat mode:</col> Channel (/@f)		actions	menu	
<colNum0>Set chat mode:</col> Public (/@p)		actions	menu	
Clear history	清除历史记录 [qing chu li shi ji lu]	actions	menu	
Switch tab	切换选项卡 [qie huan xuan xiang ka]	actions	menu	
Configure filter	配置过滤器 [pei zhi guo lv qi]	actions	menu	
<colNum0>Game:</col> Clear history		actions	menu	
<colNum0>Game:</col> Filter		actions	menu	
Setup your autochat	设置您的自动聊天 [she zhi nin de zi dong liao tian]	actions	menu	
Filter public chat	过滤公共聊天 [guo lv gong gong liao tian]	actions	menu	
<colNum0>Public:</col> Clear history		actions	menu	
<colNum0>Public:</col> Hide		actions	menu	
<colNum0>Public:</col> Show none		actions	menu	
<colNum0>Public:</col> Show friends		actions	menu	
<colNum0>Public:</col> Show standard		actions	menu	
<colNum0>Public:</col> Show autochat		actions	menu	
<colNum0>Private:</col> Clear history		actions	menu	
<colNum0>Private:</col> Show none		actions	menu	
<colNum0>Private:</col> Show friends		actions	menu	
<colNum0>Private:</col> Show all		actions	menu	
<colNum0>Channel:</col> Clear history		actions	menu	
<colNum0>Channel:</col> Show none		actions	menu	
<colNum0>Channel:</col> Show friends		actions	menu	
<colNum0>Channel:</col> Show all		actions	menu	
<colNum0>Clan:</col> Clear history		actions	menu	
<colNum0>Clan:</col> Show none		actions	menu	
<colNum0>Clan:</col> Show friends		actions	menu	
<colNum0>Clan:</col> Show all		actions	menu	
<colNum0>Group:</col> Clear history		actions	menu	
<colNum0>Group:</col> Show none		actions	menu	
<colNum0>Group:</col> Show friends		actions	menu	
<colNum0>Group:</col> Show all		actions	menu	
<colNum0>Trade:</col> Clear history		actions	menu	
<colNum0>Trade:</col> Show none		actions	menu	
<colNum0>Trade:</col> Show friends		actions	menu	
<colNum0>Trade:</col> Show all		actions	menu	
Report game bug	报告游戏错误 [bao gao you xi cuo wu]	actions	menu	
Report abuse	举报滥用行为 [ju bao lan yong xing wei]	actions	menu	
Combat Options	战斗选项 [zhan dou xuan xiang]	actions	menu	
Skills	技能 [ji neng]	actions	menu	
Achievement Diaries	成就日记 [cheng jiu ri ji]	actions	menu	
Inventory	存货 [cun huo]	actions	menu	
Worn Equipment	磨损的设备 [mo sun de she bei]	actions	menu	
Enable prayer reordering	启用祈祷重新排序 [qi yong qi dao chong xin pai xu]	actions	menu	
Disable prayer filtering	禁用祈祷过滤 [jin yong qi dao guo lv]	actions	menu	
Prayer	祷告 [dao gao]	actions	menu	
Enable spell reordering	启用拼写重新排序 [qi yong pin xie chong xin pai xu]	actions	menu	
Disable spell filtering	禁用拼写过滤 [jin yong pin xie guo lv]	actions	menu	
Magic	魔法 [mo fa]	actions	menu	
Friends List	好友列表 [hao you lie biao]	actions	menu	
Account Management	账户管理 [zhang hu guan li]	actions	menu	
Ironman Group	铁人集团 [tie ren ji tuan]	actions	menu	
Settings	设置 [she zhi]	actions	menu	
Emotes	表情 [biao qing]	actions	menu	
Music Player	音乐播放器 [yin yue bo fang qi]	actions	menu	
Logout	退出 [tui chu]	actions	menu	
Look West	向西看 [xiang xi kan]	actions	menu	
Look South	向南看 [xiang nan kan]	actions	menu	
Look East	向东看 [xiang dong kan]	actions	menu	
Look North	向北看 [xiang bei kan]	actions	menu	
Setup	设置 [she zhi]	actions	menu	
Hide	隐藏 [yin cang]	actions	menu	
Show	展示 [zhan shi]	actions	menu	
Activate	激活 [ji huo]	actions	menu	
Toggle Run	切换运行 [qie huan yun xing]	actions	menu	
Use	使用 [shi yong]	actions	menu	
Bond Pouch	邦德袋 [bang de dai]	actions	menu	
Open Store	开店 [kai dian]	actions	menu	
Clear	清除 [qing chu]	actions	menu	
Import	进口 [jin kou]	actions	menu	
Export	出口 [chu kou]	actions	menu	
Fullscreen <colNum0>World Map</col>		actions	menu	
Floating <colNum0>World Map</col>		actions	menu	
DPS	输出功率 [shu chu gong lv]	actions	menu	
Search	搜索 [sou suo]	actions	menu	
Lookup	抬头 [tai tou]	actions	menu	
Auto retaliate	自动报复 [zi dong bao fu]	actions	menu	combatOptionsTab
Use <colNum0>Special Attack</col>		actions	menu	combatOptionsTab
Choose spell	选择法术 [xuan ze fa shu]	actions	menu	combatOptionsTab
Focus	重点 [zhong dian]	actions	menu	combatOptionsTab
Wiki	维基百科 [wei ji bai ke]	actions	menu	
Add to canvas	添加到画布 [tian jia dao hua bu]	actions	menu	
View <colNum0>Attack</col> guide		actions	menu	skillsTab
View <colNum0>Hitpoints</col> guide		actions	menu	skillsTab
View <colNum0>Mining</col> guide		actions	menu	skillsTab
View <colNum0>Strength</col> guide		actions	menu	skillsTab
View <colNum0>Agility</col> guide		actions	menu	skillsTab
View <colNum0>Smithing</col> guide		actions	menu	skillsTab
View <colNum0>Defence</col> guide		actions	menu	skillsTab
View <colNum0>Herblore</col> guide		actions	menu	skillsTab
View <colNum0>Fishing</col> guide		actions	menu	skillsTab
View <colNum0>Ranged</col> guide		actions	menu	skillsTab
View <colNum0>Thieving</col> guide		actions	menu	skillsTab
View <colNum0>Cooking</col> guide		actions	menu	skillsTab
View <colNum0>Prayer</col> guide		actions	menu	skillsTab
View <colNum0>Crafting</col> guide		actions	menu	skillsTab
View <colNum0>Firemaking</col> guide		actions	menu	skillsTab
View <colNum0>Magic</col> guide		actions	menu	skillsTab
View <colNum0>Fletching</col> guide		actions	menu	skillsTab
View <colNum0>Woodcutting</col> guide		actions	menu	skillsTab
View <colNum0>Runecraft</col> guide		actions	menu	skillsTab
View <colNum0>Slayer</col> guide		actions	menu	skillsTab
View <colNum0>Farming</col> guide		actions	menu	skillsTab
View <colNum0>Construction</col> guide		actions	menu	skillsTab
View <colNum0>Hunter</col> guide		actions	menu	skillsTab
Character Summary	人物总结 [ren wu zong jie]	actions	menu	characterSummaryTab
Achievement Diaries	成就日记 [cheng jiu ri ji]	actions	menu	characterSummaryTab
Quest List	任务列表 [ren wu lie biao]	actions	menu	characterSummaryTab
Character Summary	人物总结 [ren wu zong jie]	actions	menu	achievementDiaryTab
Achievement Diaries	成就日记 [cheng jiu ri ji]	actions	menu	achievementDiaryTab
Quest List	任务列表 [ren wu lie biao]	actions	menu	achievementDiaryTab
Character Summary	人物总结 [ren wu zong jie]	actions	menu	questListTab
Achievement Diaries	成就日记 [cheng jiu ri ji]	actions	menu	questListTab
Quest List	任务列表 [ren wu lie biao]	actions	menu	questListTab
Character Summary	人物总结 [ren wu zong jie]	actions	menu	
Quest List	任务列表 [ren wu lie biao]	actions	menu	
Rewards	奖励 [jiang li]	actions	menu	characterSummaryTab
Tasks	任务 [ren wu]	actions	menu	characterSummaryTab
Bosses	老板们 [lao ban men]	actions	menu	characterSummaryTab
Overview	概述 [gai shu]	actions	menu	characterSummaryTab
Collection Log	采集日志 [cai ji ri zhi]	actions	menu	characterSummaryTab
Collection Overview	收藏概览 [shou cang gai lan]	actions	menu	characterSummaryTab
Reveal	揭示 [jie shi]	actions	menu	characterSummaryTab
Hide	隐藏 [yin cang]	actions	menu	characterSummaryTab
Open	打开 [da kai]	actions	menu	questListTab
Close	关闭 [guan bi]	actions	menu	questListTab
Start Quest Helper	启动任务助手 [qi dong ren wu zhu shou]	actions	menu	questListTab
Open wiki quick guide:	打开维基快速指南： [da kai wei ji kuai su zhi nan ：]	actions	menu	questListTab
Open wiki guide:	打开维基指南： [da kai wei ji zhi nan ：]	actions	menu	questListTab
Show on map:	在地图上显示： [zai di tu shang xian shi ：]	actions	menu	questListTab
Read journal:	阅读期刊： [yue du qi kan ：]	actions	menu	questListTab
Start Helper	启动助手 [qi dong zhu shou]	actions	menu	achievementDiaryTab
Wiki <colNum0>Ardougne Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Ardougne Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Desert Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Desert Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Falador Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Falador Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Fremennik Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Fremennik Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Kandarin Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Kandarin Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Karamja Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Karamja Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Kourend & Kebos Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Kourend & Kebos Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Lumbridge & Draynor Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Lumbridge & Draynor Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Morytania Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Morytania Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Varrock Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Varrock Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Western Provinces Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Western Provinces Journal</col>		actions	menu	achievementDiaryTab
Wiki <colNum0>Wilderness Journal</col>		actions	menu	achievementDiaryTab
Open <colNum0>Wilderness Journal</col>		actions	menu	achievementDiaryTab
View equipment stats	查看设备统计数据 [cha kan she bei tong ji shu ju]	actions	menu	wornEquipmentTab
View guide prices	查看指导价格 [cha kan zhi dao jia ge]	actions	menu	wornEquipmentTab
View items kept on death	查看死亡时保留的物品 [cha kan si wang shi bao liu de wu pin]	actions	menu	wornEquipmentTab
Call follower	呼叫关注者 [hu jiao guan zhu zhe]	actions	menu	wornEquipmentTab
Disable prayer reordering	禁用祈祷重新排序 [jin yong qi dao chong xin pai xu]	actions	menu	
Enable prayer filtering	启用祈祷过滤 [qi yong qi dao guo lv]	actions	menu	
Disable spell reordering	禁用拼写重新排序 [jin yong pin xie chong xin pai xu]	actions	menu	
Enable spell filtering	启用拼写过滤 [qi yong pin xie guo lv]	actions	menu	
Show notifications	显示通知 [xian shi tong zhi]	actions	menu	
Add Note	添加注释 [tian jia zhu shi]	actions	menu	
Hide notifications	隐藏通知 [yin cang tong zhi]	actions	menu	
Delete	删除 [shan chu]	actions	menu	friendsTab
Message	信息 [xin xi]	actions	menu	friendsTab
View Ignore List	查看忽略列表 [cha kan hu lve lie biao]	actions	menu	friendsTab
Add Friend	添加好友 [tian jia hao you]	actions	menu	friendsTab
Delete Friend	删除好友 [shan chu hao you]	actions	menu	friendsTab
Hop-to	跳至 [tiao zhi]	actions	menu	friendsTab
View Friends List	查看好友列表 [cha kan hao you lie biao]	actions	menu	ignoreTab
Delete	删除 [shan chu]	actions	menu	ignoreTab
Add Name	添加姓名 [tian jia xing ming]	actions	menu	ignoreTab
Delete Name	删除姓名 [shan chu xing ming]	actions	menu	ignoreTab
Account	帐户 [zhang hu]	actions	menu	accountManagementTab
Community	社区 [she qu]	actions	menu	accountManagementTab
Useful Links	有用的链接 [you yong de lian jie]	actions	menu	accountManagementTab
Open Store	开店 [kai dian]	actions	menu	accountManagementTab
Bond Pouch	邦德袋 [bang de dai]	actions	menu	accountManagementTab
View Inbox	查看收件箱 [cha kan shou jian xiang]	actions	menu	accountManagementTab
Name Changer	更名者 [geng ming zhe]	actions	menu	accountManagementTab
View History	查看历史记录 [cha kan li shi ji lu]	actions	menu	accountManagementTab
View Newspost	查看新闻帖子 [cha kan xin wen tie zi]	actions	menu	accountManagementTab
View Archive	查看档案 [cha kan dang an]	actions	menu	accountManagementTab
Open	打开 [da kai]	actions	menu	accountManagementTab
Settings	设置 [she zhi]	actions	menu	groupTab
Refresh	刷新 [shua xin]	actions	menu	groupTab
Join	加入 [jia ru]	actions	menu	groupTab
Setup	设置 [she zhi]	actions	menu	groupTab
Find	寻找 [xun zhao]	actions	menu	groupTab
Open	打开 [da kai]	actions	menu	groupTab
Add friend	添加好友 [tian jia hao you]	actions	menu	groupTab
Add ignore	添加忽略 [tian jia hu lve]	actions	menu	groupTab
Teleport	传送 [chuan song]	actions	menu	groupTab
Select	选择 [xuan ze]	actions	menu	groupTab
Join <colNum0><!ANY_TRANSLATED0></col> channel		actions	menu	groupTab
Leave <colNum0><!ANY_TRANSLATED0></col> channel		actions	menu	groupTab
Teleport to <colNum0><!ANY_TRANSLATED0></col>		actions	menu	groupTab
Add friend <!PLAYER_NAME0>	添加好友<!PLAYER_NAME0> [tian jia hao you <!PLAYER_NAME0>]	actions	menu	groupTab
Add ignore <!PLAYER_NAME0>	添加忽略<!PLAYER_NAME0> [tian jia hu lve <!PLAYER_NAME0>]	actions	menu	groupTab
Remove friend <!PLAYER_NAME0>	删除好友<!PLAYER_NAME0> [shan chu hao you <!PLAYER_NAME0>]	actions	menu	groupTab
Remove ignore <!PLAYER_NAME0>	删除忽略<!PLAYER_NAME0> [shan chu hu lve <!PLAYER_NAME0>]	actions	menu	groupTab
View Channel	查看频道 [cha kan pin dao]	actions	menu	groupTab
Toggle skull prevention	切换颅骨预防 [qie huan lu gu yu fang]	actions	menu	settingsTab
Toggle Accept Aid	切换接受援助 [qie huan jie shou yuan zhu]	actions	menu	settingsTab
Toggle Run	切换运行 [qie huan yun xing]	actions	menu	settingsTab
View House Options	查看房屋选项 [cha kan fang wu xuan xiang]	actions	menu	settingsTab
Open Bond Pouch	打开债券袋 [da kai zhai quan dai]	actions	menu	settingsTab
All Settings	所有设置 [suo you she zhi]	actions	menu	settingsTab
Controls	控制 [kong zhi]	actions	menu	settingsTab
Display	展示 [zhan shi]	actions	menu	settingsTab
Audio	声音的 [sheng yin de]	actions	menu	settingsTab
Unmute	取消静音 [qu xiao jing yin]	actions	menu	settingsTab
Adjust Brightness	调节亮度 [tiao jie liang du]	actions	menu	settingsTab
Restore Default Zoom	恢复默认缩放 [hui fu mo ren suo fang]	actions	menu	settingsTab
Disable	禁用 [jin yong]	actions	menu	settingsTab
Select	选择 [xuan ze]	actions	menu	settingsTab
Perform	履行 [lv xing]	actions	menu	emotesTab
Perform <colNum0>Relic unlock</col>		actions	menu	emotesTab
Loop	环形 [huan xing]	actions	menu	emotesTab
Area	区域 [qu yu]	actions	menu	musicTab
Manual	手动的 [shou dong de]	actions	menu	musicTab
Random	随机的 [sui ji de]	actions	menu	musicTab
Unlock hint	解锁提示 [jie suo ti shi]	actions	menu	musicTab
Play	玩 [wan]	actions	menu	musicTab
Toggle	切换 [qie huan]	actions	menu	musicTab
Open	打开 [da kai]	actions	menu	musicTab
Thumbs Up	竖起大拇指 [shu qi da mu zhi]	actions	menu	logoutTab
Thumbs Down	拇指朝下 [mu zhi chao xia]	actions	menu	logoutTab
World Switcher	世界切换器 [shi jie qie huan qi]	actions	menu	logoutTab
Logout	退出 [tui chu]	actions	menu	logoutTab
Favourite	最喜欢的 [zui xi huan de]	actions	menu	worldSwitcherTab
Switch	转变 [zhuan bian]	actions	menu	worldSwitcherTab
Logout	退出 [tui chu]	actions	menu	worldSwitcherTab
Clear	清除 [qing chu]	actions	menu	worldSwitcherTab
Close	关闭 [guan bi]	actions	menu	worldSwitcherTab
Configure	配置 [pei zhi]	actions	menu	worldSwitcherTab
Grouping	分组 [fen zu]	actions	menu	groupTab
Ironman Group	铁人集团 [tie ren ji tuan]	actions	menu	groupTab
Chat-channel	聊天频道 [liao tian pin dao]	actions	menu	groupTab
Your Clan	你的氏族 [ni de shi zu]	actions	menu	groupTab
View another clan	查看另一个部落 [cha kan ling yi ge bu luo]	actions	menu	groupTab
Message	信息 [xin xi]	actions	menu	groupTab
Remove friend	删除好友 [shan chu hao you]	actions	menu	groupTab
Switch world	切换世界 [qie huan shi jie]	actions	menu	groupTab
View Poll	查看投票 [cha kan tou piao]	actions	menu	accountManagementTab
Viewer	观众 [guan zhong]	actions	menu	
On	在 [zai]	actions	menu	
Off	离开 [li kai]	actions	menu	
Expel Guests	驱逐客人 [qu zhu ke ren]	actions	menu	
Call Servant	召唤仆人 [zhao huan pu ren]	actions	menu	
Leave House	离开家 [li kai jia]	actions	menu	
Open subsection	打开小节 [da kai xiao jie]	actions	menu	
Move	移动 [yi dong]	actions	menu	
Learn More	了解更多 [liao jie geng duo]	actions	menu	
Talk-to	谈话 [tan hua]	actions	npc	Tool Leprechaun
Exchange	交换 [jiao huan]	actions	npc	Tool Leprechaun
Attack	攻击 [gong ji]	actions	npc	Molanisk
Trade	贸易 [mao yi]	actions	npc	Hudo
Travel	旅行 [lv xing]	actions	npc	Rug Merchant
Pet	宠物 [chong wu]	actions	npc	Dog
Dyes	染料 [ran liao]	actions	npc	Aggie
Challenge	挑战 [tiao zhan]	actions	npc	Yama
Guess-letter	猜字 [cai zi]	actions	npc	Hangman game
Banish	放逐 [fang zhu]	actions	npc	Hangman game
Reset	重置 [zhong zhi]	actions	npc	Hangman game
Hit	打 [da]	actions	npc	Combat stone
Dismiss	解雇 [jie gu]	actions	npc	Dr Jekyll
Rewards	奖励 [jiang li]	actions	npc	Emblem Trader
Skull	颅骨 [lu gu]	actions	npc	Emblem Trader
Pay	支付 [zhi fu]	actions	npc	Ayesha
Armour	盔甲 [kui jia]	actions	npc	Ironman tutor
Setup	设置 [she zhi]	actions	npc	Ironman tutor
Check-pets	检查宠物 [jian cha chong wu]	actions	npc	Leagues Tutor
Collect-items	收集物品 [shou ji wu pin]	actions	npc	Leagues Tutor
Claim-trophies	领取奖杯 [ling qu jiang bei]	actions	npc	Leagues Tutor
Pick-up	捡起 [jian qi]	actions	npc	Dark core
Metamorphosis	变态 [bian tai]	actions	npc	Dark core
Pick	挑选 [tiao xuan]	actions	npc	Strange plant
Grab	抓住 [zhua zhu]	actions	npc	Suspect
Pop	流行音乐 [liu xing yin yue]	actions	npc	Balloon Animal
Kill	杀 [sha]	actions	npc	Pheasant
Disturb	打扰 [da rao]	actions	npc	Phosani's Nightmare
Gauntlets	护手 [hu shou]	actions	npc	Avan
Lure	饵 [er]	actions	npc	Rod Fishing spot
Bait	饵 [er]	actions	npc	Rod Fishing spot
Pickpocket	扒手 [pa shou]	actions	npc	Guard
Assignment	任务 [ren wu]	actions	npc	Vannaka
Search	搜索 [sou suo]	actions	npc	Entomologist
Confront	面对 [mian dui]	actions	npc	Mi-Gor
Transport	运输 [yun shu]	actions	npc	Brother Tranquility
Intimidate	威吓 [wei he]	actions	npc	Zombie swab
Fish	鱼 [yu]	actions	npc	Fishing spot
Smash-ice	碎冰 [sui bing]	actions	npc	Ice block
Shear	剪切 [jian qie]	actions	npc	Sheep
Knock-Out	昏死 [hun si]	actions	npc	Bandit
Bank	银行 [yin hang]	actions	npc	Banker
Collect	收集 [shou ji]	actions	npc	Banker
Check-Approval	检查-批准 [jian cha - pi zhun]	actions	npc	Arnor
Tuxedo-time	燕尾服时间 [yan wei fu shi jian]	actions	npc	Larry
Mines	地雷 [di lei]	actions	npc	Dartog
Cellar	地窖 [di jiao]	actions	npc	Dartog
Dream	梦 [meng]	actions	npc	Dominic Onion
Take-boat	乘船 [cheng chuan]	actions	npc	Monk of Entrana
Inspect	检查 [jian cha]	actions	npc	Lumbridge Guide
Trade-General-Store	贸易杂货店 [mao yi za huo dian]	actions	npc	Razmire Keelgan
Trade-Builders-Store	贸易建设者商店 [mao yi jian she zhe shang dian]	actions	npc	Razmire Keelgan
Haircut	理发 [li fa]	actions	npc	Hairdresser
Shave	刮胡子 [gua hu zi]	actions	npc	Hairdresser
Makeover	改造 [gai zao]	actions	npc	Makeover Mage
Talk-To	谈话 [tan hua]	actions	npc	Tarquin
Quick-falcon	快隼 [kuai sun]	actions	npc	Matthias
Retrieve	取回 [qu hui]	actions	npc	Gyr Falcon
Give-Sword	赐剑 [ci jian]	actions	npc	Tindel Marchant
Mine	矿 [kuang]	actions	npc	Elemental rock
Push	推 [tui]	actions	npc	Trolley
Pull	拉 [la]	actions	npc	Trolley
Big-push	大推 [da tui]	actions	npc	Trolley
Place	地方 [di fang]	actions	npc	Trolley
Claim-arrows	索赔箭头 [suo pei jian tou]	actions	npc	Rantz
Inflate	膨胀 [peng zhang]	actions	npc	Swamp toad
Pluck	采摘 [cai zhai]	actions	npc	Chompy bird
Shout-to	呼喊 [hu han]	actions	npc	Nickolaus
Quick-travel	快速出行 [kuai su chu xing]	actions	npc	Desert eagle
Walk-past	走过去 [zou guo qu]	actions	npc	Eagle
Threaten	威胁 [wei xie]	actions	npc	Kebbit
Small Net	小网 [xiao wang]	actions	npc	Fishing spot
Net	网 [wang]	actions	npc	Fishing spot
Ammo	弹药 [dan yao]	actions	npc	Leon
Cage	笼 [long]	actions	npc	Fishing spot
Harpoon	鱼叉 [yu cha]	actions	npc	Fishing spot
Big Net	大网 [da wang]	actions	npc	Fishing spot
Use-rod	使用杆 [shi yong gan]	actions	npc	Fishing spot
Escort	护送 [hu song]	actions	npc	Smiddi Ryak (hard)
Supply	供应 [gong ying]	actions	npc	Smiddi Ryak (hard)
Claim-runes	声称符文 [sheng cheng fu wen]	actions	npc	Lundail
Chase	追赶 [zhui gan]	actions	npc	Cat
Interact	相互影响 [xiang hu ying xiang]	actions	npc	Cat
Catch	抓住 [zhua zhu]	actions	npc	Baby impling
Get-rewards	获得奖励 [huo de jiang li]	actions	npc	Commander Connad
Tutorial	教程 [jiao cheng]	actions	npc	Captain Cain
Start-minigame	开始小游戏 [kai shi xiao you xi]	actions	npc	Guardian mummy
Teleport	传送 [chuan song]	actions	npc	Apprentice
Join-Crew	加入船员 [jia ru chuan yuan]	actions	npc	San Fan
Join-Team	加入团队 [jia ru tuan dui]	actions	npc	Honest Jimmy
Pick-pocket	扒手 [pa shou]	actions	npc	Fairy Godfather
Craft-goods	工艺品 [gong yi pin]	actions	npc	Thakkrad Sigmundson
Rellekka	雷莱卡 [lei lai ka]	actions	npc	Maria Gunnars
Neitiznot	内蒂兹诺特 [nei di zi nuo te]	actions	npc	Maria Gunnars
Jatizso	贾蒂索 [jia di suo]	actions	npc	Mord Gunnars
Watch-shouting	观看喊叫 [guan kan han jiao]	actions	npc	Guard
Kick	踢 [ti]	actions	npc	Bed
Claim-Tokens	领取代币 [ling qu dai bi]	actions	npc	Lorelai
History	历史 [li shi]	actions	npc	Grand Exchange Clerk
Sets	套 [tao]	actions	npc	Grand Exchange Clerk
Prices	价格 [jia ge]	actions	npc	Brugsen Bursen
Exchange fire cape	交换火斗篷 [jiao huan huo dou peng]	actions	npc	TzHaar-Mej-Jal
Destroy	破坏 [po huai]	actions	npc	Door-support
Tickets	门票 [men piao]	actions	npc	Cart conductor
Listen-to	听 [ting]	actions	npc	Red Axe Director
Claim-Shield	索赔盾 [suo pei dun]	actions	npc	Gamfred
talk	讲话 [jiang hua]	actions	npc	Gate of War
Get job (easy)	找工作（简单） [zhao gong zuo （ jian dan ）]	actions	npc	Gianne jnr.
Get job (hard)	找工作（难） [zhao gong zuo （ nan ）]	actions	npc	Gianne jnr.
Repairs	维修 [wei xiu]	actions	npc	Dark Mage
