english	translation	category	sub_category	source
Ice arrows	冰箭 [bing jian]	name	item	Ice arrows
Lever	杠杆 [gang gan]	name	item	Lever
Staff of armadyl	犰狳之杖 [qiu yu zhi zhang]	name	item	Staff of armadyl
Shiny key	闪亮钥匙 [shan liang yao shi]	name	item	Shiny key
Pendant of lucien	路西安的吊坠 [lu xi an de diao zhui]	name	item	Pendant of lucien
Armadyl pendant	犰狳吊坠 [qiu yu diao zhui]	name	item	Armadyl pendant
Boots of lightness	轻盈之靴 [qing ying zhi xue]	name	item	Boots of lightness
Child's blanket	儿童毯子 [er tong tan zi]	name	item	Child's blanket
Guam potion (unf)	关岛药水 (unf) [guan dao yao shui  (unf)]	name	item	Guam potion (unf)
Marrentill potion (unf)	马伦提尔药水 (unf) [ma lun ti er yao shui  (unf)]	name	item	Marrentill potion (unf)
Tarromin potion (unf)	塔罗明药水（unf） [ta luo ming yao shui （unf）]	name	item	Tarromin potion (unf)
Harralander potion (unf)	哈拉兰德药水 (unf) [ha la lan de yao shui  (unf)]	name	item	Harralander potion (unf)
Ranarr potion (unf)	拉纳尔药水 (unf) [la na er yao shui  (unf)]	name	item	Ranarr potion (unf)
Irit potion (unf)	刺激药水 (unf) [ci ji yao shui  (unf)]	name	item	Irit potion (unf)
Avantoe potion (unf)	阿万托药水 (unf) [a wan tuo yao shui  (unf)]	name	item	Avantoe potion (unf)
Kwuarm potion (unf)	库阿姆药水 (unf) [ku a mu yao shui  (unf)]	name	item	Kwuarm potion (unf)
Cadantine potion (unf)	金刚药水 (unf) [jin gang yao shui  (unf)]	name	item	Cadantine potion (unf)
Dwarf weed potion (unf)	矮杂草药水（unf） [ai za cao yao shui （unf）]	name	item	Dwarf weed potion (unf)
Torstol potion (unf)	托斯托尔药水（unf） [tuo si tuo er yao shui （unf）]	name	item	Torstol potion (unf)
Strength potion(4)	力量药水(4) [li liang yao shui (4)]	name	item	Strength potion(4)
Strength potion(3)	力量药水(3) [li liang yao shui (3)]	name	item	Strength potion(3)
Strength potion(2)	力量药水(2) [li liang yao shui (2)]	name	item	Strength potion(2)
Strength potion(1)	力量药水(1) [li liang yao shui (1)]	name	item	Strength potion(1)
Attack potion(3)	攻击药水(3) [gong ji yao shui (3)]	name	item	Attack potion(3)
Attack potion(2)	攻击药水(2) [gong ji yao shui (2)]	name	item	Attack potion(2)
Attack potion(1)	攻击药水(1) [gong ji yao shui (1)]	name	item	Attack potion(1)
Restore potion(3)	恢复药水(3) [hui fu yao shui (3)]	name	item	Restore potion(3)
Restore potion(2)	恢复药水(2) [hui fu yao shui (2)]	name	item	Restore potion(2)
Restore potion(1)	恢复药水(1) [hui fu yao shui (1)]	name	item	Restore potion(1)
Defence potion(3)	防御药水(3) [fang yu yao shui (3)]	name	item	Defence potion(3)
Defence potion(2)	防御药水(2) [fang yu yao shui (2)]	name	item	Defence potion(2)
Defence potion(1)	防御药水(1) [fang yu yao shui (1)]	name	item	Defence potion(1)
Prayer potion(3)	祈祷药水(3) [qi dao yao shui (3)]	name	item	Prayer potion(3)
Prayer potion(2)	祈祷药水(2) [qi dao yao shui (2)]	name	item	Prayer potion(2)
Prayer potion(1)	祈祷药水(1) [qi dao yao shui (1)]	name	item	Prayer potion(1)
Super attack(3)	超级攻击(3) [chao ji gong ji (3)]	name	item	Super attack(3)
Super attack(2)	超级攻击(2) [chao ji gong ji (2)]	name	item	Super attack(2)
Super attack(1)	超级攻击(1) [chao ji gong ji (1)]	name	item	Super attack(1)
Fishing potion(3)	钓鱼药水(3) [diao yu yao shui (3)]	name	item	Fishing potion(3)
Fishing potion(2)	钓鱼药水(2) [diao yu yao shui (2)]	name	item	Fishing potion(2)
Fishing potion(1)	钓鱼药水(1) [diao yu yao shui (1)]	name	item	Fishing potion(1)
Super strength(3)	超强实力(3) [chao qiang shi li (3)]	name	item	Super strength(3)
Super strength(2)	超强实力(2) [chao qiang shi li (2)]	name	item	Super strength(2)
Super strength(1)	超强实力(1) [chao qiang shi li (1)]	name	item	Super strength(1)
Super defence(3)	超强防御(3) [chao qiang fang yu (3)]	name	item	Super defence(3)
Super defence(2)	超强防御(2) [chao qiang fang yu (2)]	name	item	Super defence(2)
Super defence(1)	超级防御(1) [chao ji fang yu (1)]	name	item	Super defence(1)
Ranging potion(3)	测距药水(3) [ce ju yao shui (3)]	name	item	Ranging potion(3)
Ranging potion(2)	测距药水(2) [ce ju yao shui (2)]	name	item	Ranging potion(2)
Ranging potion(1)	测距药水(1) [ce ju yao shui (1)]	name	item	Ranging potion(1)
Antipoison(3)	解毒剂(3) [jie du ji (3)]	name	item	Antipoison(3)
Antipoison(2)	解毒剂(2) [jie du ji (2)]	name	item	Antipoison(2)
Antipoison(1)	解毒剂(1) [jie du ji (1)]	name	item	Antipoison(1)
Superantipoison(3)	超级解毒(3) [chao ji jie du (3)]	name	item	Superantipoison(3)
Superantipoison(2)	超级解毒剂(2) [chao ji jie du ji (2)]	name	item	Superantipoison(2)
Superantipoison(1)	超级解毒剂(1) [chao ji jie du ji (1)]	name	item	Superantipoison(1)
Weapon poison	武器毒药 [wu qi du yao]	name	item	Weapon poison
Zamorak brew(3)	萨莫拉克啤酒(3) [sa mo la ke pi jiu (3)]	name	item	Zamorak brew(3)
Zamorak brew(2)	萨莫拉克啤酒(2) [sa mo la ke pi jiu (2)]	name	item	Zamorak brew(2)
Zamorak brew(1)	萨莫拉克啤酒(1) [sa mo la ke pi jiu (1)]	name	item	Zamorak brew(1)
Potion	药水 [yao shui]	name	item	Potion
Poison chalice	毒圣杯 [du sheng bei]	name	item	Poison chalice
Grimy guam leaf	肮脏的关岛叶 [ang zang de guan dao ye]	name	item	Grimy guam leaf
Grimy marrentill	格里米·马伦蒂尔 [ge li mi · ma lun di er]	name	item	Grimy marrentill
Grimy tarromin	肮脏的焦油明 [ang zang de jiao you ming]	name	item	Grimy tarromin
Grimy harralander	肮脏的哈拉兰德 [ang zang de ha la lan de]	name	item	Grimy harralander
Grimy ranarr weed	肮脏的拉纳尔杂草 [ang zang de la na er za cao]	name	item	Grimy ranarr weed
Grimy irit leaf	肮脏的刺激叶 [ang zang de ci ji ye]	name	item	Grimy irit leaf
Grimy avantoe	肮脏的阿万托 [ang zang de a wan tuo]	name	item	Grimy avantoe
Grimy kwuarm	格里米·夸阿姆 [ge li mi · kua a mu]	name	item	Grimy kwuarm
Grimy cadantine	肮脏的刚玉 [ang zang de gang yu]	name	item	Grimy cadantine
Grimy dwarf weed	肮脏的矮生杂草 [ang zang de ai sheng za cao]	name	item	Grimy dwarf weed
Grimy torstol	肮脏的托斯托尔 [ang zang de tuo si tuo er]	name	item	Grimy torstol
Eye of newt	蝾螈的眼睛 [rong yuan de yan jing]	name	item	Eye of newt
Red spiders' eggs	红蜘蛛的卵 [hong zhi zhu de luan]	name	item	Red spiders' eggs
Limpwurt root	软香肠根 [ruan xiang chang gen]	name	item	Limpwurt root
Vial of water	小瓶水 [xiao ping shui]	name	item	Vial of water
Vial	小瓶 [xiao ping]	name	item	Vial
Snape grass	斯内普草 [si nei pu cao]	name	item	Snape grass
Pestle and mortar	杵和研钵 [chu he yan bo]	name	item	Pestle and mortar
Unicorn horn dust	独角兽角灰尘 [du jiao shou jiao hui chen]	name	item	Unicorn horn dust
Unicorn horn	独角兽角 [du jiao shou jiao]	name	item	Unicorn horn
White berries	白色浆果 [bai se jiang guo]	name	item	White berries
Dragon scale dust	龙鳞尘 [long lin chen]	name	item	Dragon scale dust
Blue dragon scale	蓝龙鳞片 [lan long lin pian]	name	item	Blue dragon scale
Wine of zamorak	萨莫拉克葡萄酒 [sa mo la ke pu tao jiu]	name	item	Wine of zamorak
Jangerberries	姜莓 [jiang mei]	name	item	Jangerberries
Guam leaf	关岛叶 [guan dao ye]	name	item	Guam leaf
Marrentill	马伦蒂尔 [ma lun di er]	name	item	Marrentill
Tarromin	塔罗明 [ta luo ming]	name	item	Tarromin
Harralander	哈拉兰德 [ha la lan de]	name	item	Harralander
Ranarr weed	拉纳尔杂草 [la na er za cao]	name	item	Ranarr weed
Irit leaf	刺激叶 [ci ji ye]	name	item	Irit leaf
Avantoe	阿万托 [a wan tuo]	name	item	Avantoe
Kwuarm	夸阿姆 [kua a mu]	name	item	Kwuarm
Cadantine	刚玉 [gang yu]	name	item	Cadantine
Dwarf weed	矮生杂草 [ai sheng za cao]	name	item	Dwarf weed
Torstol	托斯托尔 [tuo si tuo er]	name	item	Torstol
Pressure gauge	压力计 [ya li ji]	name	item	Pressure gauge
Fish food	鱼食 [yu shi]	name	item	Fish food
Poison	毒 [du]	name	item	Poison
Poisoned fish food	有毒鱼食 [you du yu shi]	name	item	Poisoned fish food
Key	钥匙 [yao shi]	name	item	Key
Rubber tube	橡胶管 [xiang jiao guan]	name	item	Rubber tube
Oil can	油罐 [you guan]	name	item	Oil can
Cattleprod	牛产品 [niu chan pin]	name	item	Cattleprod
Sheep feed	羊饲料 [yang si liao]	name	item	Sheep feed
Sheep bones (1)	羊骨 (1) [yang gu  (1)]	name	item	Sheep bones (1)
Sheep bones (2)	羊骨 (2) [yang gu  (2)]	name	item	Sheep bones (2)
Sheep bones (3)	羊骨 (3) [yang gu  (3)]	name	item	Sheep bones (3)
Sheep bones (4)	羊骨 (4) [yang gu  (4)]	name	item	Sheep bones (4)
Plague jacket	瘟疫外套 [wen yi wai tao]	name	item	Plague jacket
Plague trousers	瘟疫长裤 [wen yi chang ku]	name	item	Plague trousers
Orange goblin mail	橙色妖精邮件 [cheng se yao jing you jian]	name	item	Orange goblin mail
Blue goblin mail	蓝色妖精邮件 [lan se yao jing you jian]	name	item	Blue goblin mail
Goblin mail	妖精邮件 [yao jing you jian]	name	item	Goblin mail
Research package	研究包 [yan jiu bao]	name	item	Research package
Research notes	研究笔记 [yan jiu bi ji]	name	item	Research notes
Book on baxtorian	关于巴克斯托里安的书 [guan yu ba ke si tuo li an de shu]	name	item	Book on baxtorian
Glarial's pebble	格拉里尔的卵石 [ge la li er de luan shi]	name	item	Glarial's pebble
Glarial's amulet	格拉瑞尔的护身符 [ge la rui er de hu shen fu]	name	item	Glarial's amulet
Glarial's urn	格拉里尔的瓮 [ge la li er de weng]	name	item	Glarial's urn
Glarial's urn (empty)	格拉瑞尔的瓮（空） [ge la rui er de weng （ kong ）]	name	item	Glarial's urn (empty)
Mithril seeds	秘银种子 [mi yin zhong zi]	name	item	Mithril seeds
Rat's tail	老鼠的尾巴 [lao shu de wei ba]	name	item	Rat's tail
Lobster pot	龙虾锅 [long xia guo]	name	item	Lobster pot
Small fishing net	小渔网 [xiao yu wang]	name	item	Small fishing net
Big fishing net	大渔网 [da yu wang]	name	item	Big fishing net
Fishing rod	钓竿 [diao gan]	name	item	Fishing rod
Fly fishing rod	飞钓竿 [fei diao gan]	name	item	Fly fishing rod
Harpoon	鱼叉 [yu cha]	name	item	Harpoon
Fishing bait	鱼饵 [yu er]	name	item	Fishing bait
Feather	羽毛 [yu mao]	name	item	Feather
Shrimps	虾 [xia]	name	item	Shrimps
Raw shrimps	生虾 [sheng xia]	name	item	Raw shrimps
Anchovies	凤尾鱼 [feng wei yu]	name	item	Anchovies
Raw anchovies	生凤尾鱼 [sheng feng wei yu]	name	item	Raw anchovies
Burnt fish	烧鱼 [shao yu]	name	item	Burnt fish
Sardine	沙丁鱼 [sha ding yu]	name	item	Sardine
Raw sardine	生沙丁鱼 [sheng sha ding yu]	name	item	Raw sardine
Salmon	三文鱼 [san wen yu]	name	item	Salmon
Raw salmon	生鲑鱼 [sheng gui yu]	name	item	Raw salmon
Trout	鳟鱼 [zun yu]	name	item	Trout
Raw trout	生鳟鱼 [sheng zun yu]	name	item	Raw trout
Giant carp	巨型鲤鱼 [ju xing li yu]	name	item	Giant carp
Raw giant carp	生巨型鲤鱼 [sheng ju xing li yu]	name	item	Raw giant carp
Cod	鳕鱼 [xue yu]	name	item	Cod
Raw cod	生鳕鱼 [sheng xue yu]	name	item	Raw cod
Raw herring	生鲱鱼 [sheng fei yu]	name	item	Raw herring
Herring	鲱鱼 [fei yu]	name	item	Herring
Raw pike	生梭子鱼 [sheng suo zi yu]	name	item	Raw pike
Pike	派克 [pai ke]	name	item	Pike
Raw mackerel	生鲭鱼 [sheng qing yu]	name	item	Raw mackerel
Mackerel	鲭鱼 [qing yu]	name	item	Mackerel
Raw tuna	生金枪鱼 [sheng jin qiang yu]	name	item	Raw tuna
Tuna	金枪鱼 [jin qiang yu]	name	item	Tuna
Raw bass	生贝斯 [sheng bei si]	name	item	Raw bass
Bass	低音 [di yin]	name	item	Bass
Raw swordfish	生剑鱼 [sheng jian yu]	name	item	Raw swordfish
Swordfish	旗鱼 [qi yu]	name	item	Swordfish
Burnt swordfish	烧剑鱼 [shao jian yu]	name	item	Burnt swordfish
Raw lobster	生龙虾 [sheng long xia]	name	item	Raw lobster
Lobster	龙虾 [long xia]	name	item	Lobster
Burnt lobster	烧龙虾 [shao long xia]	name	item	Burnt lobster
Raw shark	生鲨鱼 [sheng sha yu]	name	item	Raw shark
Shark	鲨鱼 [sha yu]	name	item	Shark
Burnt shark	烧焦的鲨鱼 [shao jiao de sha yu]	name	item	Burnt shark
Raw manta ray	原始蝠鲼 [yuan shi fu fen]	name	item	Raw manta ray
Manta ray	蝠鲼 [fu fen]	name	item	Manta ray
Burnt manta ray	烧焦的蝠鲼 [shao jiao de fu fen]	name	item	Burnt manta ray
Raw sea turtle	生海龟 [sheng hai gui]	name	item	Raw sea turtle
Sea turtle	海龟 [hai gui]	name	item	Sea turtle
Burnt sea turtle	烧焦的海龟 [shao jiao de hai gui]	name	item	Burnt sea turtle
Seaweed	海藻 [hai zao]	name	item	Seaweed
Edible seaweed	食用海藻 [shi yong hai zao]	name	item	Edible seaweed
Casket	棺材 [guan cai]	name	item	Casket
Oyster	牡蛎 [mu li]	name	item	Oyster
Empty oyster	空牡蛎 [kong mu li]	name	item	Empty oyster
Oyster pearl	牡蛎珍珠 [mu li zhen zhu]	name	item	Oyster pearl
Oyster pearls	牡蛎珍珠 [mu li zhen zhu]	name	item	Oyster pearls
Ethenea	埃塞尼亚 [ai sai ni ya]	name	item	Ethenea
Liquid honey	液体蜂蜜 [ye ti feng mi]	name	item	Liquid honey
Sulphuric broline	硫酸溴碱 [liu suan xiu jian]	name	item	Sulphuric broline
Plague sample	鼠疫样本 [shu yi yang ben]	name	item	Plague sample
Touch paper	触摸纸 [chu mo zhi]	name	item	Touch paper
Distillator	蒸馏器 [zheng liu qi]	name	item	Distillator
Lathas' amulet	拉萨斯的护身符 [la sa si de hu shen fu]	name	item	Lathas' amulet
Bird feed	鸟饲料 [niao si liao]	name	item	Bird feed
Pigeon cage	鸽子笼 [ge zi long]	name	item	Pigeon cage
Priest gown	牧师礼服 [mu shi li fu]	name	item	Priest gown
Medical gown	医用服 [yi yong fu]	name	item	Medical gown
Karamjan rum	卡拉姆詹朗姆酒 [ka la mu zhan lang mu jiu]	name	item	Karamjan rum
Chest key	宝箱钥匙 [bao xiang yao shi]	name	item	Chest key
Pirate message	海盗留言 [hai dao liu yan]	name	item	Pirate message
Clay	黏土 [nian tu]	name	item	Clay
Copper ore	铜矿石 [tong kuang shi]	name	item	Copper ore
Tin ore	锡矿石 [xi kuang shi]	name	item	Tin ore
Iron ore	铁矿 [tie kuang]	name	item	Iron ore
Silver ore	银矿石 [yin kuang shi]	name	item	Silver ore
Gold ore	金矿石 [jin kuang shi]	name	item	Gold ore
'perfect' gold ore	“完美”金矿石 [“ wan mei ” jin kuang shi]	name	item	'perfect' gold ore
Mithril ore	秘银矿 [mi yin kuang]	name	item	Mithril ore
Adamantite ore	精金矿 [jing jin kuang]	name	item	Adamantite ore
Runite ore	符尼石矿石 [fu ni shi kuang shi]	name	item	Runite ore
Coal	煤炭 [mei tan]	name	item	Coal
Barcrawl card	爬行卡 [pa xing ka]	name	item	Barcrawl card
Scorpion cage	蝎子笼 [xie zi long]	name	item	Scorpion cage
Strange fruit	奇怪的水果 [qi guai de shui guo]	name	item	Strange fruit
Pickaxe handle	镐柄 [gao bing]	name	item	Pickaxe handle
Broken pickaxe	断掉的镐 [duan diao de gao]	name	item	Broken pickaxe
Bronze pick head	青铜镐头 [qing tong gao tou]	name	item	Bronze pick head
Iron pick head	铁镐头 [tie gao tou]	name	item	Iron pick head
Steel pick head	钢镐头 [gang gao tou]	name	item	Steel pick head
Mithril pick head	秘银镐头 [mi yin gao tou]	name	item	Mithril pick head
Adamant pick head	金刚镐头 [jin gang gao tou]	name	item	Adamant pick head
Rune pick head	符文镐头 [fu wen gao tou]	name	item	Rune pick head
Axe handle	斧柄 [fu bing]	name	item	Axe handle
Broken axe	断斧 [duan fu]	name	item	Broken axe
Bronze axe head	青铜斧头 [qing tong fu tou]	name	item	Bronze axe head
Iron axe head	铁斧头 [tie fu tou]	name	item	Iron axe head
Steel axe head	钢斧头 [gang fu tou]	name	item	Steel axe head
Black axe head	黑色斧头 [hei se fu tou]	name	item	Black axe head
Mithril axe head	秘银斧头 [mi yin fu tou]	name	item	Mithril axe head
Adamant axe head	坚固的斧头 [jian gu de fu tou]	name	item	Adamant axe head
Rune axe head	符文斧头 [fu wen fu tou]	name	item	Rune axe head
Enchanted beef	魔法牛肉 [mo fa niu rou]	name	item	Enchanted beef
Enchanted rat	魔法鼠 [mo fa shu]	name	item	Enchanted rat
Enchanted bear	魔法熊 [mo fa xiong]	name	item	Enchanted bear
Enchanted chicken	魔法鸡 [mo fa ji]	name	item	Enchanted chicken
Bones	骨头 [gu tou]	name	item	Bones
Burnt bones	烧焦的骨头 [shao jiao de gu tou]	name	item	Burnt bones
Bat bones	蝙蝠骨头 [bian fu gu tou]	name	item	Bat bones
Big bones	大骨头 [da gu tou]	name	item	Big bones
Babydragon bones	龙宝宝骨头 [long bao bao gu tou]	name	item	Babydragon bones
Dragon bones	龙骨 [long gu]	name	item	Dragon bones
Druid's robe	德鲁伊长袍 [de lu yi chang pao]	name	item	Druid's robe
Druid's robe top	德鲁伊长袍上衣 [de lu yi chang pao shang yi]	name	item	Druid's robe top
Monk's robe	和尚的袈裟 [he shang de jia sha]	name	item	Monk's robe
Monk's robe top	和尚袈裟上衣 [he shang jia sha shang yi]	name	item	Monk's robe top
Shade robe top	遮阳长袍上衣 [zhe yang chang pao shang yi]	name	item	Shade robe top
Shade robe	遮阳袍 [zhe yang pao]	name	item	Shade robe
Newcomer map	新人地图 [xin ren di tu]	name	item	Newcomer map
Ghostspeak amulet	鬼语护身符 [gui yu hu shen fu]	name	item	Ghostspeak amulet
Ghost's skull	幽灵的头骨 [you ling de tou gu]	name	item	Ghost's skull
Fire rune	火符文 [huo fu wen]	name	item	Fire rune
Water rune	水符文 [shui fu wen]	name	item	Water rune
Air rune	空气符文 [kong qi fu wen]	name	item	Air rune
Earth rune	大地符文 [da di fu wen]	name	item	Earth rune
Mind rune	心灵符文 [xin ling fu wen]	name	item	Mind rune
Body rune	身体符文 [shen ti fu wen]	name	item	Body rune
Death rune	死亡符文 [si wang fu wen]	name	item	Death rune
Nature rune	自然符文 [zi ran fu wen]	name	item	Nature rune
Chaos rune	混沌符文 [hun dun fu wen]	name	item	Chaos rune
Law rune	法则符文 [fa ze fu wen]	name	item	Law rune
Cosmic rune	宇宙符文 [yu zhou fu wen]	name	item	Cosmic rune
Blood rune	血符文 [xue fu wen]	name	item	Blood rune
Soul rune	灵魂符文 [ling hun fu wen]	name	item	Soul rune
Unpowered orb	无动力球体 [wu dong li qiu ti]	name	item	Unpowered orb
Fire orb	火球 [huo qiu]	name	item	Fire orb
Water orb	水球 [shui qiu]	name	item	Water orb
Air orb	空气球 [kong qi qiu]	name	item	Air orb
Earth orb	地球球 [di qiu qiu]	name	item	Earth orb
Blue wizard robe	蓝色巫师长袍 [lan se wu shi zhang pao]	name	item	Blue wizard robe
Blue wizard hat	蓝色巫师帽 [lan se wu shi mao]	name	item	Blue wizard hat
Black robe	黑袍 [hei pao]	name	item	Black robe
Bailing bucket	捞水桶 [lao shui tong]	name	item	Bailing bucket
Orb of protection	保护宝珠 [bao hu bao zhu]	name	item	Orb of protection
Orbs of protection	保护宝珠 [bao hu bao zhu]	name	item	Orbs of protection
Gnome amulet	侏儒护身符 [zhu ru hu shen fu]	name	item	Gnome amulet
Tinderbox	火药盒 [huo yao he]	name	item	Tinderbox
Ashes	骨灰 [gu hui]	name	item	Ashes
Lit torch	点燃火炬 [dian ran huo ju]	name	item	Lit torch
Torch	火炬 [huo ju]	name	item	Torch
Unlit torch	未点燃的火炬 [wei dian ran de huo ju]	name	item	Unlit torch
Bronze fire arrow	青铜火箭 [qing tong huo jian]	name	item	Bronze fire arrow
Astronomy book	天文学书 [tian wen xue shu]	name	item	Astronomy book
Goblin kitchen key	妖精厨房钥匙 [yao jing chu fang yao shi]	name	item	Goblin kitchen key
Lens mould	镜片模具 [jing pian mu ju]	name	item	Lens mould
Observatory lens	天文台镜头 [tian wen tai jing tou]	name	item	Observatory lens
Bone shard	骨头碎片 [gu tou sui pian]	name	item	Bone shard
Bone key	骨钥匙 [gu yao shi]	name	item	Bone key
Stone-plaque	石匾 [shi bian]	name	item	Stone-plaque
Tattered scroll	破烂的卷轴 [po lan de juan zhou]	name	item	Tattered scroll
Crumpled scroll	皱巴巴的卷轴 [zhou ba ba de juan zhou]	name	item	Crumpled scroll
Rashiliyia corpse	拉什莉亚尸体 [la shen li ya shi ti]	name	item	Rashiliyia corpse
Zadimus corpse	扎迪姆斯尸体 [zha di mu si shi ti]	name	item	Zadimus corpse
Locating crystal	定位水晶 [ding wei shui jing]	name	item	Locating crystal
Beads of the dead	死者的珠子 [si zhe de zhu zi]	name	item	Beads of the dead
Coins	硬币 [ying bi]	name	item	Coins
Bone beads	骨珠 [gu zhu]	name	item	Bone beads
Paramaya ticket	帕拉玛亚门票 [pa la ma ya men piao]	name	item	Paramaya ticket
Ship ticket	船票 [chuan piao]	name	item	Ship ticket
Sword pommel	剑首 [jian shou]	name	item	Sword pommel
Bervirius notes	贝维留斯笔记 [bei wei liu si bi ji]	name	item	Bervirius notes
Wampum belt	贝壳带 [bei ke dai]	name	item	Wampum belt
Pink boots	粉色靴子 [fen se xue zi]	name	item	Pink boots
Green boots	绿色靴子 [lv se xue zi]	name	item	Green boots
Blue boots	蓝色靴子 [lan se xue zi]	name	item	Blue boots
Cream boots	奶油色靴子 [nai you se xue zi]	name	item	Cream boots
Turquoise boots	绿松石靴子 [lv song shi xue zi]	name	item	Turquoise boots
Pink robe top	粉色长袍上衣 [fen se chang pao shang yi]	name	item	Pink robe top
Green robe top	绿色长袍上衣 [lv se chang pao shang yi]	name	item	Green robe top
Blue robe top	蓝色长袍上衣 [lan se chang pao shang yi]	name	item	Blue robe top
Cream robe top	奶油色长袍上衣 [nai you se chang pao shang yi]	name	item	Cream robe top
Turquoise robe top	绿松石色长袍上衣 [lv song shi se chang pao shang yi]	name	item	Turquoise robe top
Pink robe bottoms	粉色长袍下装 [fen se chang pao xia zhuang]	name	item	Pink robe bottoms
Green robe bottoms	绿色长袍下装 [lv se chang pao xia zhuang]	name	item	Green robe bottoms
Blue robe bottoms	蓝色长袍下装 [lan se chang pao xia zhuang]	name	item	Blue robe bottoms
