english	translation	category	sub_category	source
He doesn't seem pleased to see me.	他见到我似乎不太高兴。 [ta jian dao wo si hu bu tai gao xing 。]	examine	npc	Guard dog
The Master of Fire!	火之大师！ [huo zhi da shi ！]	examine	npc	Ignatius Vulcan
And with its head he came galumphing back.	他带着它的头猛冲回来。 [ta dai zhe ta de tou meng chong hui lai 。]	examine	npc	Left head
I'm glad I can't see the rest of it!	我很高兴我看不到其余的部分！ [wo hen gao xing wo kan bu dao qi yu de bu fen ！]	examine	npc	Tentacle
He guards the dungeon with the faithfulness of the undead.	他以亡灵般的忠诚守护着地牢。 [ta yi wang ling ban de zhong cheng shou hu zhe di lao 。]	examine	npc	Skeleton
Beware of the dog!	小心狗！ [xiao xin gou ！]	examine	npc	Guard dog
He doesn't look very welcoming.	他看上去不太热情。 [ta kan shang qu bu tai re qing 。]	examine	npc	Hobgoblin
A pet Troll.	宠物巨魔。 [chong wu ju mo 。]	examine	npc	Troll
No spider could grow that big! It's unrealistic!	No spider could grow that big!这是不现实的！ [No spider could grow that big! zhe shi bu xian shi de ！]	examine	npc	Huge spider
Good doggy...	好狗... [hao gou ...]	examine	npc	Hellhound
He's full of pent-up aggression.	他充满了压抑的攻击性。 [ta chong man le ya yi de gong ji xing 。]	examine	npc	Ogre
Young, but still dangerous.	年轻，但仍然危险。 [nian qing ， dan reng ran wei xian 。]	examine	npc	Baby red dragon
I don't think insect repellent will work...	我觉得驱虫剂没啥用 [wo jue de qu chong ji mei sha yong]	examine	npc	Kalphite Soldier
Its scales seem to be made of steel.	它的鳞片似乎是由钢制成的。 [ta de lin pian si hu shi you gang zhi cheng de 。]	examine	npc	Steel dragon
A darkened horror from the ocean depths.	来自海洋深处的黑暗恐怖。 [lai zi hai yang shen chu de hei an kong bu 。]	examine	npc	Dagannoth
I don't like the look of those spines...	我不喜欢那些刺的样子... [wo bu xi huan na xie ci de yang zi ...]	examine	npc	Tok-Xil
Arrgh! Look at its pointy teeth!	啊啊！看看它尖尖的牙齿！ [a a ！ kan kan ta jian jian de ya chi ！]	examine	npc	Demon
It's full of pent-up aggression.	充满了压抑已久的攻击性。 [chong man le ya yi yi jiu de gong ji xing 。]	examine	npc	Rocnar
Guess right or the mannequin gets it!	猜对了，否则模特就会猜到！ [cai dui le ， fou ze mo te jiu hui cai dao ！]	examine	npc	Hangman game
Have you tried 'E' yet?	你试过“E”了吗？ [ni shi guo “E” le ma ？]	examine	npc	Hangman game
Not doing very well, are you?	你做得不太好，是吗？ [ni zuo de bu tai hao ， shi ma ？]	examine	npc	Hangman game
Be careful! One wrong move and he's had it!	当心！一错一步，他就受够了！ [dang xin ！ yi cuo yi bu ， ta jiu shou gou le ！]	examine	npc	Hangman game
Oh no! He's been hanged!	哦不！他被绞死了！ [o bu ！ ta bei jiao si le ！]	examine	npc	Hangman game
Where is she hiding the treasure?	她把宝藏藏在哪里？ [ta ba bao zang cang zai na li ？]	examine	npc	Treasure fairy
A wacky Jester.	一个古怪的小丑。 [yi ge gu guai de xiao chou 。]	examine	npc	Jacky Jester
It's destroyed!	它被毁了！ [ta bei hui le ！]	examine	npc	Combat stone
Try to damage it!	尝试破坏它！ [chang shi po huai ta ！]	examine	npc	Combat stone
He wears a hat to hide the fact that he's bald.	他戴着帽子来掩盖他秃顶的事实。 [ta dai zhe mao zi lai yan gai ta tu ding de shi shi 。]	examine	npc	Rick
Very neat.	非常整洁。 [fei chang zheng jie 。]	examine	npc	Maid
I hope she can find all the ingredients!	我希望她能找到所有的原料！ [wo xi wang ta neng zhao dao suo you de yuan liao ！]	examine	npc	Cook
He knows how to buttle.	他知道如何打交道。 [ta zhi dao ru he da jiao dao 。]	examine	npc	Butler
Blimey, a Demon Butler!	天哪，恶魔管家！ [tian na ， e mo guan jia ！]	examine	npc	Demon butler
A rare jungle wolf - specific to the Kharazi jungle.	一种罕见的丛林狼 - 卡拉兹丛林特有。 [yi zhong han jian de cong lin lang  -  ka la zi cong lin te you 。]	examine	npc	Jungle Wolf
Beak areful with this one, he looks shifty!	比克对这个很感兴趣，他看起来很狡猾！ [bi ke dui zhe ge hen gan xing qu ， ta kan qi lai hen jiao hua ！]	examine	npc	Macaroni Penguin
These look much better in the wild.	这些在野外看起来好多了。 [zhe xie zai ye wai kan qi lai hao duo le 。]	examine	npc	Butterfly
I love butterflies.	我喜欢蝴蝶。 [wo xi huan hu die 。]	examine	npc	Butterfly
It's a Blue Morpho Butterfly.	这是一只蓝色大闪蝶。 [zhe shi yi zhi lan se da shan die 。]	examine	npc	Butterfly
It's a Tiger Swallowtail Butterfly.	这是虎燕尾蝶。 [zhe shi hu yan wei die 。]	examine	npc	Butterfly
It's a Viceroy Butterfly.	这是一只总督蝴蝶。 [zhe shi yi zhi zong du hu die 。]	examine	npc	Butterfly
One of the biggest, meanest dragons around.	周围最大、最凶恶的龙之一。 [zhou wei zui da 、 zui xiong e de long zhi yi 。]	examine	npc	King Black Dragon
A big, scary, jet-black demon.	一个巨大、可怕、漆黑的恶魔。 [yi ge ju da 、 ke pa 、 qi hei de e mo 。]	examine	npc	Black demon
Young but still dangerous.	年轻但仍然危险。 [nian qing dan reng ran wei xian 。]	examine	npc	Baby blue dragon
A big powerful dragon.	一条强大的大龙。 [yi tiao qiang da de da long 。]	examine	npc	Red dragon
A fierce dragon with black scales!	一条浑身漆黑鳞片的凶龙！ [yi tiao hun shen qi hei lin pian de xiong long ！]	examine	npc	Black dragon
Must be related to Elvarg.	肯定和艾尔瓦格有关。 [ken ding he ai er wa ge you guan 。]	examine	npc	Green dragon
A mother dragon.	一条母龙。 [yi tiao mu long 。]	examine	npc	Blue dragon
Its scales seem to be made of bronze.	它的鳞片似乎是由青铜制成的。 [ta de lin pian si hu shi you qing tong zhi cheng de 。]	examine	npc	Bronze dragon
Its scales seem to be made of iron.	它的鳞片似乎是铁做的。 [ta de lin pian si hu shi tie zuo de 。]	examine	npc	Iron dragon
Get useful information from this guy.	从这个人那里获取有用的信息。 [cong zhe ge ren na li huo qu you yong de xin xi 。]	examine	npc	Town Crier
A sea bird.	一只海鸟。 [yi zhi hai niao 。]	examine	npc	Gull
It's totally savage.	这完全是野蛮的。 [zhe wan quan shi ye man de 。]	examine	npc	Ghoul
A short angry guy.	一个矮小的愤怒的家伙。 [yi ge ai xiao de fen nu de jia huo 。]	examine	npc	Dwarf
A dwarf gone bad.	一个变坏的侏儒。 [yi ge bian huai de zhu ru 。]	examine	npc	Chaos dwarf
A mountain dwelling short angry guy.	山居矮个子愤怒的家伙。 [shan ju ai ge zi fen nu de jia huo 。]	examine	npc	Dwarf
A seasoned adventurer taking a short break on his journey.	一位经验丰富的冒险家在旅途中短暂休息。 [yi wei jing yan feng fu de mao xian jia zai lv tu zhong duan zan xiu xi 。]	examine	npc	Adventurer Jon
Loves mining.	热爱采矿。 [re ai cai kuang 。]	examine	npc	Dwarf
A retired dwarf.	一个退休的侏儒。 [yi ge tui xiu de zhu ru 。]	examine	npc	Thordur
A mighty warrior!	一个强大的战士！ [yi ge qiang da de zhan shi ！]	examine	npc	Gunthor the brave
Guards prisoners for the black knights.	为黑骑士看守囚犯。 [wei hei qi shi kan shou qiu fan 。]	examine	npc	Jailer
Has a fearsome scowl.	有着可怕的怒容。 [you zhe ke pa de nu rong 。]	examine	npc	Black Heather
Has a fearsome posture.	有着令人畏惧的姿态。 [you zhe ling ren wei ju de zi tai 。]	examine	npc	Donny the lad
Nice hair.	头发不错。 [tou fa bu cuo 。]	examine	npc	Speedy Keith
Twisted by name, twisted by nature.	因名字而扭曲，因本质而扭曲。 [yin ming zi er niu qu ， yin ben zhi er niu qu 。]	examine	npc	Salarin the twisted
The local shopkeeper.	当地的店主。 [dang di de dian zhu 。]	examine	npc	Jennifer
He provides new players with useful information.	他为新玩家提供有用的信息。 [ta wei xin wan jia ti gong you yong de xin xi 。]	examine	npc	Lumbridge Guide
He looks relieved.	他看上去松了口气。 [ta kan shang qu song le kou qi 。]	examine	npc	Dr Jekyll
A shady and mysterious figure.	一个阴暗而神秘的人物。 [yi ge yin an er shen mi de ren wu 。]	examine	npc	Emblem Trader
For Mod Reach.	对于 Mod 范围。 [dui yu  Mod  fan wei 。]	examine	npc	Reacher
This gardener might look after your cactus for you.	这位园丁可能会为您照顾您的仙人掌。 [zhe wei yuan ding ke neng hui wei nin zhao gu nin de xian ren zhang 。]	examine	npc	Ayesha
He can tell you about being an Ironman.	他可以告诉你有关成为铁人三项的事情。 [ta ke yi gao su ni you guan cheng wei tie ren san xiang de shi qing 。]	examine	npc	Ironman tutor
A frog.	一只青蛙。 [yi zhi qing wa 。]	examine	npc	Frog
He can tell you all about Leagues.	他可以告诉你有关联赛的一切。 [ta ke yi gao su ni you guan lian sai de yi qie 。]	examine	npc	Leagues Tutor
Isn't so annoying when in pet form.	当宠物形态时并不那么烦人。 [dang chong wu xing tai shi bing bu na me fan ren 。]	examine	npc	Dark core
A vision of supernatural horror.	超自然恐怖的景象。 [chao zi ran kong bu de jing xiang 。]	examine	npc	Corporeal Beast
A small being of dark energy.	暗能量的小存在。 [an neng liang de xiao cun zai 。]	examine	npc	Dark energy core
A mute performer.	一个哑巴表演者。 [yi ge ya ba biao yan zhe 。]	examine	npc	Mime
He's had a fair bit to drink...	他已经喝了不少酒了…… [ta yi jing he le bu shao jiu le ……]	examine	npc	Drunken Dwarf
A very strange plant.	一种非常奇怪的植物。 [yi zhong fei chang qi guai de zhi wu 。]	examine	npc	Strange plant
Maybe he'll grant me a wish...	或许他会满足我的愿望... [huo xu ta hui man zu wo de yuan wang ...]	examine	npc	Genie
A swarm of insects.	一群昆虫。 [yi qun kun chong 。]	examine	npc	Swarm
A member of the audience.	观众中的一员。 [guan zhong zhong de yi yuan 。]	examine	npc	Strange watcher
Drill Sergeant from heck!	见鬼的教官！ [jian gui de jiao guan ！]	examine	npc	Sergeant Damien
Is she the one?	她是那个人吗？ [ta shi na ge ren ma ？]	examine	npc	Suspect
AKA Goody Two Shoes.	又名 Goody 两双鞋。 [you ming  Goody  liang shuang xie 。]	examine	npc	Molly
He wants to escape!	他想逃！ [ta xiang tao ！]	examine	npc	Prison Pete
It looks like an animal.	它看起来像一种动物。 [ta kan qi lai xiang yi zhong dong wu 。]	examine	npc	Balloon Animal
He's at home in the forests.	他在森林里就像在家里一样。 [ta zai sen lin li jiu xiang zai jia li yi yang 。]	examine	npc	Freaky Forester
A brightly coloured game bird.	一只色彩鲜艳的猎鸟。 [yi zhi se cai xian yan de lie niao 。]	examine	npc	Pheasant
A Masked Highwayman.	蒙面强盗。 [meng mian qiang dao 。]	examine	npc	Rick Turpentine
Sweet dreams are most definitely not made of this.	甜蜜的梦绝对不是用这个做的。 [tian mi de meng jue dui bu shi yong zhe ge zuo de 。]	examine	npc	Phosani's Nightmare
Apparently a master of quizzes!	看来是个问答高手啊！ [kan lai shi ge wen da gao shou a ！]	examine	npc	Quiz Master
A law enforcer.	一名执法者。 [yi ming zhi fa zhe 。]	examine	npc	Pillory Guard
A man down on his luck.	一个运气不佳的人。 [yi ge yun qi bu jia de ren 。]	examine	npc	Tramp
A well dressed nobleman.	一个衣冠楚楚的贵族。 [yi ge yi guan chu chu de gui zu 。]	examine	npc	Man
Hey, it's Bob the cat! Or... is it?	嘿，这是猫鲍勃！或者……是吗？ [hei ， zhe shi mao bao bo ！ huo zhe …… shi ma ？]	examine	npc	Evil Bob
Surprisingly normal.	意外的正常。 [yi wai de zheng chang 。]	examine	npc	Trotters
Servant of Evil Bob.	邪恶鲍勃的仆人。 [xie e bao bo de pu ren 。]	examine	npc	Servant
I can see fish swimming in the water.	我可以看到鱼在水里游动。 [wo ke yi kan dao yu zai shui li you dong 。]	examine	npc	Rod Fishing spot
Meow meow boo.	喵喵呜。 [miao miao wu 。]	examine	npc	Cat
You want a piece of his mind? That's fine.	你想听听他的想法吗？没关系。 [ni xiang ting ting ta de xiang fa ma ？ mei guan xi 。]	examine	npc	Jon
He tries to keep order around here.	他试图维持这里的秩序。 [ta shi tu wei chi zhe li de zhi xu 。]	examine	npc	Guard
He looks dangerous!	他看起来很危险！ [ta kan qi lai hen wei xian ！]	examine	npc	Vannaka
She looks dangerous!	她看起来很危险！ [ta kan qi lai hen wei xian ！]	examine	npc	Chaeldar
A spiky crawling critter.	一种带刺的爬行生物。 [yi zhong dai ci de pa xing sheng wu 。]	examine	npc	Cave crawler
Large, heavy, with sharp things attached to its head.	又大又重，头上还附有锋利的东西。 [you da you zhong ， tou shang hai fu you feng li de dong xi 。]	examine	npc	Kurask
Larger, heavier, with sharper things attached to its head.	更大、更重，头上还附有更锋利的东西。 [geng da 、 geng zhong ， tou shang hai fu you geng feng li de dong xi 。]	examine	npc	Kurask
Flies like a rock.	像石头一样飞翔。 [xiang shi tou yi yang fei xiang 。]	examine	npc	Gargoyle
A tortured screaming soul.	一个饱受折磨、尖叫的灵魂。 [yi ge bao shou zhe mo 、 jian jiao de ling hun 。]	examine	npc	Banshee
A denizen of the Abyss!	深渊的居民！ [shen yuan de ju min ！]	examine	npc	Abyssal demon
The eyes of evil.	邪恶之眼。 [xie e zhi yan 。]	examine	npc	Basilisk
The winged reptile.	有翅膀的爬行动物。 [you chi bang de pa xing dong wu 。]	examine	npc	Cockatrice
The slime of evil.	邪恶的粘液。 [xie e de nian ye 。]	examine	npc	Rockslug
The vacuumed face of evil.	邪恶的真空面孔。 [xie e de zhen kong mian kong 。]	examine	npc	Dust devil
Spawn of Darkness.	黑暗的后裔。 [hei an de hou yi 。]	examine	npc	Skotos
He's one leg short!	他还短了一条腿！ [ta hai duan le yi tiao tui ！]	examine	npc	Turoth
He's one big leg short!	腿短了一大截！ [tui duan le yi da jie ！]	examine	npc	Turoth
She's one leg short!	她还短了一条腿！ [ta hai duan le yi tiao tui ！]	examine	npc	Turoth
It's one leg short!	真是短了一条腿啊！ [zhen shi duan le yi tiao tui a ！]	examine	npc	Turoth
It's one small leg short!	简直腿短了一小截！ [jian zhi tui duan le yi xiao jie ！]	examine	npc	Turoth
A small fire demon.	小火魔。 [xiao huo mo 。]	examine	npc	Pyrefiend
Looks scared to see me.	看起来很害怕见到我。 [kan qi lai hen hai pa jian dao wo 。]	examine	npc	Jelly
Doesn't look so tough...	看起来没那么难... [kan qi lai mei na me nan ...]	examine	npc	Jelly
Wibbly.	威比利。 [wei bi li 。]	examine	npc	Jelly
There's always room for jelly.	果冻总是有空间的。 [guo dong zong shi you kong jian de 。]	examine	npc	Jelly
Needs cream.....	需要面霜...... [xu yao mian shuang ......]	examine	npc	Jelly
Wobbly...	摇摇晃晃... [yao yao huang huang ...]	examine	npc	Jelly
An evil magic user.	邪恶的魔法使者。 [xie e de mo fa shi zhe 。]	examine	npc	Infernal Mage
Gimmie five.  Actually, don't.	吉米五。  事实上，不要。 [ji mi wu 。   shi shi shang ， bu yao 。]	examine	npc	Crawling Hand
Now THAT's handy.	现在这很方便。 [xian zai zhe hen fang bian 。]	examine	npc	Crawling Hand
I'm glad its just the hand I can see...	我很高兴这只是我能看到的手...... [wo hen gao xing zhe zhi shi wo neng kan dao de shou ......]	examine	npc	Crawling Hand
A big severed hand.	一只断手。 [yi zhi duan shou 。]	examine	npc	Crawling Hand
Give the guy a big hand.....	给这个家伙一个大手...... [gei zhe ge jia huo yi ge da shou ......]	examine	npc	Crawling Hand
Run away, it's massive!	逃吧，太大了！ [tao ba ， tai da le ！]	examine	npc	Lizard
A cold-blooded creature, partial to warmth.	冷血动物，偏爱温暖。 [leng xue dong wu ， pian ai wen nuan 。]	examine	npc	Desert Lizard
A small cold-blooded creature, partial to warmth.	一个冷血的小生物，偏爱温暖。 [yi ge leng xue de xiao sheng wu ， pian ai wen nuan 。]	examine	npc	Small Lizard
A swarm of bugs.	一群虫子。 [yi qun chong zi 。]	examine	npc	Harpie Bug Swarm
A very dangerous pile of animated wyvern bones.	一堆非常危险的动画飞龙骨头。 [yi dui fei chang wei xian de dong hua fei long gu tou 。]	examine	npc	Skeletal Wyvern
An angry electrical shock!	愤怒的电击！ [fen nu de dian ji ！]	examine	npc	Killerwatt
A ball of electrical energy.	电能球。 [dian neng qiu 。]	examine	npc	Killerwatt
What could be hiding in that crack in the wall?	墙上的裂缝里到底藏着什么？ [qiang shang de lie feng li dao di cang zhe shen me ？]	examine	npc	Hole in the wall
A big, scary hand!	一只大而可怕的手！ [yi zhi da er ke pa de shou ！]	examine	npc	Wall beast
It didn't get that big eating flies.	它没有遇到那么大的吃苍蝇。 [ta mei you yu dao na me da de chi cang ying 。]	examine	npc	Giant frog
It eats flies.	它吃苍蝇。 [ta chi cang ying 。]	examine	npc	Frog
A foul-smelling blob of protoplasm.	一团散发着恶臭的原生质。 [yi tuan san fa zhe e chou de yuan sheng zhi 。]	examine	npc	Cave slime
A nasty crawling critter.	一种令人讨厌的爬行生物。 [yi zhong ling ren tao yan de pa xing sheng wu 。]	examine	npc	Cave bug
A little, slimy beetle-thing.	一个小小的、粘糊糊的甲虫状的东西。 [yi ge xiao xiao de 、 zhan hu hu de jia chong zhuang de dong xi 。]	examine	npc	Cave bug larva
A big, smelly cave dweller.	一个又大又臭的穴居人。 [yi ge you da you chou de xue ju ren 。]	examine	npc	Cave bug
The tongue of evil.	恶之舌。 [e zhi she 。]	examine	npc	Bloodveld
A very small storm!	一场非常小的风暴！ [yi chang fei chang xiao de feng bao ！]	examine	npc	Storm Cloud
Looks like a zoo keeper who got overwhelmed by his work.	看起来就像一个因工作而不知所措的动物园管理员。 [kan qi lai jiu xiang yi ge yin gong zuo er bu zhi suo cuo de dong wu yuan guan li yuan 。]	examine	npc	Entomologist
Kraken' good time!	海妖的好时光！ [hai yao de hao shi guang ！]	examine	npc	Cave kraken
Something's lurking beneath the water.	有东西潜伏在水下。 [you dong xi qian fu zai shui xia 。]	examine	npc	Whirlpool
We'll fight, until world's end.	我们会战斗，直到世界末日。 [wo men hui zhan dou ， zhi dao shi jie mo ri 。]	examine	npc	Kraken
Vacuum proof.	真空证明。 [zhen kong zheng ming 。]	examine	npc	Venenatis spiderling
Something big lurking beneath the water.	水下潜伏着巨大的东西。 [shui xia qian fu zhe ju da de dong xi 。]	examine	npc	Whirlpool
Bear-ly smaller than his father.	比他父亲小得多。 [bi ta fu qin xiao de duo 。]	examine	npc	Callisto cub
Stay away from smoke, kids.	孩子们，远离烟雾。 [hai zi men ， yuan li yan wu 。]	examine	npc	Smoke devil
Woah.	哇哦。 [wa o 。]	examine	npc	Thermonuclear smoke devil
She's a seed merchant.	她是一名种子商人。 [ta shi yi ming zhong zi shang ren 。]	examine	npc	Olivia
She sells farming equipment.	她销售农业设备。 [ta xiao shou nong ye she bei 。]	examine	npc	Sarah
He sells farming equipment.	他销售农业设备。 [ta xiao shou nong ye she bei 。]	examine	npc	Richard
A servant to Iban.	伊班人的仆人。 [yi ban ren de pu ren 。]	examine	npc	Soulless
A shadowy, barely visible flying entity from some evil place.	一个来自邪恶地方的模糊的、几乎看不见的飞行实体。 [yi ge lai zi xie e di fang de mo hu de 、 ji hu kan bu jian de fei xing shi ti 。]	examine	npc	Death wing
A practicer of dark arts.	黑魔法的实践者。 [hei mo fa de shi jian zhe 。]	examine	npc	Dark wizard
An evil user of Magic powers	魔法力量的邪恶使用者 [mo fa li liang de xie e shi yong zhe]	examine	npc	Invrigar the Necromancer
He works evil magic.	他施展邪恶魔法。 [ta shi zhan xie e mo fa 。]	examine	npc	Dark wizard
He jumps out and attacks people.	他跳出来攻击人。 [ta tiao chu lai gong ji ren 。]	examine	npc	Mugger
The hat's a dead give away.	这顶帽子简直就是白送。 [zhe ding mao zi jian zhi jiu shi bai song 。]	examine	npc	Witch
A dark-hearted knight.	一个黑心的骑士。 [yi ge hei xin de qi shi 。]	examine	npc	Black Knight
He holds up passers by.	他扶起路人。 [ta fu qi lu ren 。]	examine	npc	Highwayman
A crazy, evil druid.	一个疯狂、邪恶的德鲁伊。 [yi ge feng kuang 、 xie e de de lu yi 。]	examine	npc	Chaos druid
Yar! Shiver me timbers!	呀！让我颤抖吧！ [ya ！ rang wo chan dou ba ！]	examine	npc	Pirate
Avast ye scurvy land lubbers!	你们这些坏血病的旱鸭子啊！ [ni men zhe xie huai xue bing de han ya zi a ！]	examine	npc	Pirate
This one's had too much to drink!	这家伙喝太多了！ [zhe jia huo he tai duo le ！]	examine	npc	Pirate
A fine example of piracy's equal opportunities program.	海盗平等机会计划的一个很好的例子。 [hai dao ping deng ji hui ji hua de yi ge hen hao de li zi 。]	examine	npc	Pirate
Low on brains, high on aggression.	头脑低下，攻击性高。 [tou nao di xia ， gong ji xing gao 。]	examine	npc	Thug
Rogueish.	无赖。 [wu lai 。]	examine	npc	Rogue
An evil human cleric.	邪恶的人类牧师。 [xie e de ren lei mu shi 。]	examine	npc	Monk of Zamorak
A vicious warrior.	一个凶恶的战士。 [yi ge xiong e de zhan shi 。]	examine	npc	Tribesman
A warrior touched by chaos.	一位被混乱感动的战士。 [yi wei bei hun luan gan dong de zhan shi 。]	examine	npc	Dark warrior
A crazy evil druid.	一个疯狂邪恶的德鲁伊。 [yi ge feng kuang xie e de de lu yi 。]	examine	npc	Chaos druid warrior
A fun guy. No wait, that's awful. Plus it doesn't even make sense.	一个有趣的人。不等一下，这太糟糕了。另外，它甚至没有意义。 [yi ge you qu de ren 。 bu deng yi xia ， zhe tai zao gao le 。 ling wai ， ta shen zhi mei you yi yi 。]	examine	npc	Fungi
A bouncy fungus.	一种有弹性的真菌。 [yi zhong you tan xing de zhen jun 。]	examine	npc	Zygomite
A player.	一个球员。 [yi ge qiu yuan 。]	examine	npc	Elfinlocks
An amazing piece of Crafting.	一件令人惊叹的工艺品。 [yi jian ling ren jing tan de gong yi pin 。]	examine	npc	Clockwork cat
Holier than thou.	比你还神圣。 [bi ni hai shen sheng 。]	examine	npc	Monk
There's something strange about him...	他身上有一些奇怪的东西…… [ta shen shang you yi xie qi guai de dong xi ……]	examine	npc	Rufus
Little. Evil. Different.	小的。邪恶的。不同的。 [xiao de 。 xie e de 。 bu tong de 。]	examine	npc	Mi-Gor
I'd prefer it if it were a muffin...	如果是松饼的话我更喜欢... [ru guo shi song bing de hua wo geng xi huan ...]	examine	npc	Puffin
It's rocking out.	它正在摇晃。 [ta zheng zai yao huang 。]	examine	npc	Puffin
He's looked healthier.	他看起来更健康了。 [ta kan qi lai geng jian kang le 。]	examine	npc	Brother Tranquility
Much holier than thou.	比你神圣得多。 [bi ni shen sheng de duo 。]	examine	npc	Brother Tranquility
Looked better.	看起来好多了。 [kan qi lai hao duo le 。]	examine	npc	Zombie monk
Bedside manner is a little lacking, I think.	我认为床边的态度有点缺乏。 [wo ren wei chuang bian de tai du you dian que fa 。]	examine	npc	Sorebones
I hope his hands don't shake.	希望他的手不要发抖。 [xi wang ta de shou bu yao fa dou 。]	examine	npc	Sorebones
Aaaarg, me hearty!	啊啊啊，我的心！ [a a a ， wo de xin ！]	examine	npc	Zombie pirate
It's trying to mash you flat! Less examine, more fight!	它正试图把你压扁！少检查，多战斗！ [ta zheng shi tu ba ni ya bian ！ shao jian cha ， duo zhan dou ！]	examine	npc	Barrelchest
A shifty-looking character.	一个外表狡猾的角色。 [yi ge wai biao jiao hua de jue se 。]	examine	npc	Pirate Pete
A shabby-looking leader.	一个长相破旧的领导。 [yi ge zhang xiang po jiu de ling dao 。]	examine	npc	Captain Braindeath
Most of an angry, undead sea scoundrel.	大部分都是愤怒的不死海恶棍。 [da bu fen dou shi fen nu de bu si hai e gun 。]	examine	npc	50% Luke
Looks like he's taking a break.	看来他要休息了。 [kan lai ta yao xiu xi le 。]	examine	npc	Davey
I wonder if it was all the 'rum' that pickled him.	我想知道是不是所有的“朗姆酒”都腐蚀了他。 [wo xiang zhi dao shi bu shi suo you de “ lang mu jiu ” dou fu shi le ta 。]	examine	npc	Captain Donnie
Sticking it to 'The Man'.	坚持“那个男人”。 [jian chi “ na ge nan ren ”。]	examine	npc	Zombie protester
An undead sea scoundrel.	不死海恶棍。 [bu si hai e gun 。]	examine	npc	Zombie pirate
He talks a good fight.	他说得很好。 [ta shuo de hen hao 。]	examine	npc	Zombie swab
The pun was intended.	双关语是故意的。 [shuang guan yu shi gu yi de 。]	examine	npc	Evil spirit
A bunch of legs, eyes and teeth.	一堆腿、眼睛和牙齿。 [yi dui tui 、 yan jing he ya chi 。]	examine	npc	Fever spider
A worker in the brewery.	啤酒厂的一名工人。 [pi jiu chang de yi ming gong ren 。]	examine	npc	Brewer
It's a sinister-looking squid-type thing.	这是一种看起来很凶恶的乌贼类东西。 [zhe shi yi zhong kan qi lai hen xiong e de wu zei lei dong xi 。]	examine	npc	Karamthulhu
