english	translation	category	sub_category	source
I need another ingredient to finish this Tarromin potion.	我需要另一种成分来完成这款塔罗明药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe kuan ta luo ming yao shui 。]	examine	item	Tarromin potion (unf)
I need another ingredient to finish this Harralander potion.	我需要另一种成分来完成这瓶哈拉兰德魔药。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ping ha la lan de mo yao 。]	examine	item	Harralander potion (unf)
I need another ingredient to finish this Ranarr potion.	我需要另一种成分来完成这个拉纳尔药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ge la na er yao shui 。]	examine	item	Ranarr potion (unf)
I need another ingredient to finish this Irit potion.	我需要另一种成分来完成这刺激药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ci ji yao shui 。]	examine	item	Irit potion (unf)
I need another ingredient to finish this Avantoe potion.	我需要另一种成分来完成这瓶阿万托药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ping a wan tuo yao shui 。]	examine	item	Avantoe potion (unf)
I need another ingredient to finish this Kwuarm potion.	我需要另一种成分来完成这瓶夸姆药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ping kua mu yao shui 。]	examine	item	Kwuarm potion (unf)
I need another ingredient to finish this Cadantine potion.	我需要另一种成分来完成这瓶 Cadantine 药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ping  Cadantine  yao shui 。]	examine	item	Cadantine potion (unf)
I need another ingredient to finish this Dwarf Weed potion.	我需要另一种成分来完成这株矮草药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe zhu ai cao yao shui 。]	examine	item	Dwarf weed potion (unf)
I need another ingredient to finish this Torstol potion.	我需要另一种成分来完成这瓶托斯托尔药水。 [wo xu yao ling yi zhong cheng fen lai wan cheng zhe ping tuo si tuo er yao shui 。]	examine	item	Torstol potion (unf)
4 doses of Strength potion.	4剂力量药水。 [4 ji li liang yao shui 。]	examine	item	Strength potion(4)
3 doses of Strength potion.	3剂力量药水。 [3 ji li liang yao shui 。]	examine	item	Strength potion(3)
2 doses of Strength potion.	2剂力量药水。 [2 ji li liang yao shui 。]	examine	item	Strength potion(2)
1 dose of Strength potion.	1 剂力量药水。 [1  ji li liang yao shui 。]	examine	item	Strength potion(1)
3 doses of Attack potion.	3剂攻击药水。 [3 ji gong ji yao shui 。]	examine	item	Attack potion(3)
2 doses of Attack potion.	2剂攻击药水。 [2 ji gong ji yao shui 。]	examine	item	Attack potion(2)
1 dose of Attack potion.	1 剂攻击药水。 [1  ji gong ji yao shui 。]	examine	item	Attack potion(1)
3 doses of restore potion.	3剂恢复药水。 [3 ji hui fu yao shui 。]	examine	item	Restore potion(3)
2 doses of restore potion.	2剂恢复药水。 [2 ji hui fu yao shui 。]	examine	item	Restore potion(2)
1 dose of restore potion.	1剂恢复药水。 [1 ji hui fu yao shui 。]	examine	item	Restore potion(1)
3 doses of Defence potion.	3剂防御药水。 [3 ji fang yu yao shui 。]	examine	item	Defence potion(3)
2 doses of Defence potion.	2剂防御药水。 [2 ji fang yu yao shui 。]	examine	item	Defence potion(2)
1 dose of Defence potion.	1剂防御药水。 [1 ji fang yu yao shui 。]	examine	item	Defence potion(1)
3 doses of Prayer restore potion.	3剂祈祷恢复药水。 [3 ji qi dao hui fu yao shui 。]	examine	item	Prayer potion(3)
2 doses of Prayer restore potion.	2剂祈祷恢复药水。 [2 ji qi dao hui fu yao shui 。]	examine	item	Prayer potion(2)
1 dose of Prayer restore potion.	1剂祈祷恢复药水。 [1 ji qi dao hui fu yao shui 。]	examine	item	Prayer potion(1)
3 doses of super Attack potion.	3剂超级攻击药水。 [3 ji chao ji gong ji yao shui 。]	examine	item	Super attack(3)
2 doses of super Attack potion.	2剂超级攻击药水。 [2 ji chao ji gong ji yao shui 。]	examine	item	Super attack(2)
1 dose of super Attack potion.	1剂超级攻击药水。 [1 ji chao ji gong ji yao shui 。]	examine	item	Super attack(1)
3 doses of Fishing potion.	3剂钓鱼药水。 [3 ji diao yu yao shui 。]	examine	item	Fishing potion(3)
2 doses of Fishing potion.	2剂钓鱼药水。 [2 ji diao yu yao shui 。]	examine	item	Fishing potion(2)
1 dose of Fishing potion.	1剂钓鱼药水。 [1 ji diao yu yao shui 。]	examine	item	Fishing potion(1)
3 doses of super Strength potion.	3剂超级力量药水。 [3 ji chao ji li liang yao shui 。]	examine	item	Super strength(3)
2 doses of super Strength potion.	2剂超级力量药水。 [2 ji chao ji li liang yao shui 。]	examine	item	Super strength(2)
1 dose of super Strength potion.	1剂超级力量药水。 [1 ji chao ji li liang yao shui 。]	examine	item	Super strength(1)
3 doses of super Defence potion.	3剂超级防御药水。 [3 ji chao ji fang yu yao shui 。]	examine	item	Super defence(3)
2 doses of super Defence potion.	2剂超级防御药水。 [2 ji chao ji fang yu yao shui 。]	examine	item	Super defence(2)
1 dose of super Defence potion.	1剂超级防御药水。 [1 ji chao ji fang yu yao shui 。]	examine	item	Super defence(1)
3 doses of ranging potion.	3剂测距药水。 [3 ji ce ju yao shui 。]	examine	item	Ranging potion(3)
2 doses of ranging potion.	2剂测距药水。 [2 ji ce ju yao shui 。]	examine	item	Ranging potion(2)
1 dose of ranging potion.	1剂测距药水。 [1 ji ce ju yao shui 。]	examine	item	Ranging potion(1)
3 doses of antipoison potion.	3剂解毒药水。 [3 ji jie du yao shui 。]	examine	item	Antipoison(3)
2 doses of antipoison potion.	2剂解毒药水。 [2 ji jie du yao shui 。]	examine	item	Antipoison(2)
1 dose of antipoison potion.	1剂解毒药水。 [1 ji jie du yao shui 。]	examine	item	Antipoison(1)
3 doses of super antipoison potion.	3剂超级解毒药水。 [3 ji chao ji jie du yao shui 。]	examine	item	Superantipoison(3)
2 doses of super antipoison potion.	2剂超级解毒药水。 [2 ji chao ji jie du yao shui 。]	examine	item	Superantipoison(2)
1 dose of super antipoison potion.	1剂超级解毒药水。 [1 ji chao ji jie du yao shui 。]	examine	item	Superantipoison(1)
For use on daggers and projectiles.	用于匕首和射弹。 [yong yu bi shou he she dan 。]	examine	item	Weapon poison
3 doses of Zamorak brew.	3 剂萨莫拉克啤酒。 [3  ji sa mo la ke pi jiu 。]	examine	item	Zamorak brew(3)
2 doses of Zamorak brew.	2 剂萨莫拉克啤酒。 [2  ji sa mo la ke pi jiu 。]	examine	item	Zamorak brew(2)
1 dose of Zamorak brew.	1 剂萨莫拉克啤酒。 [1  ji sa mo la ke pi jiu 。]	examine	item	Zamorak brew(1)
This is meant to be good for spots.	这对斑点有好处。 [zhe dui ban dian you hao chu 。]	examine	item	Potion
A cup of a strange brew...	一杯奇怪的啤酒...... [yi bei qi guai de pi jiu ......]	examine	item	Poison chalice
It needs cleaning.	它需要清洁。 [ta xu yao qing jie 。]	examine	item	Grimy guam leaf
It seems to be looking at me.	它似乎在看着我。 [ta si hu zai kan zhe wo 。]	examine	item	Eye of newt
Ewww!	呃！ [e ！]	examine	item	Red spiders' eggs
The root of a limpwurt plant.	软香肠植物的根。 [ruan xiang chang zhi wu de gen 。]	examine	item	Limpwurt root
A glass vial containing water.	装有水的玻璃瓶。 [zhuang you shui de bo li ping 。]	examine	item	Vial of water
An empty glass vial.	一个空玻璃瓶。 [yi ge kong bo li ping 。]	examine	item	Vial
Strange spiky grass.	奇怪的尖刺草。 [qi guai de jian ci cao 。]	examine	item	Snape grass
I can grind things for potions in this.	我可以用这个磨东西来制作药剂。 [wo ke yi yong zhe ge mo dong xi lai zhi zuo yao ji 。]	examine	item	Pestle and mortar
Finely ground horn of Unicorn.	精细研磨的独角兽角。 [jing xi yan mo de du jiao shou jiao 。]	examine	item	Unicorn horn dust
This horn has restorative properties.	该号角具有恢复特性。 [gai hao jiao ju you hui fu te xing 。]	examine	item	Unicorn horn
Sour berries, used in potions.	酸浆果，用于药剂。 [suan jiang guo ， yong yu yao ji 。]	examine	item	White berries
Finely ground scale of Dragon.	精细研磨的龙鳞。 [jing xi yan mo de long lin 。]	examine	item	Dragon scale dust
A large shiny scale.	巨大的闪亮鳞片。 [ju da de shan liang lin pian 。]	examine	item	Blue dragon scale
An evil wine for an evil god.	为邪神准备的邪酒。 [wei xie shen zhun bei de xie jiu 。]	examine	item	Wine of zamorak
They don't look very ripe.	它们看起来不太成熟。 [ta men kan qi lai bu tai cheng shu 。]	examine	item	Jangerberries
A bitter green herb.	一种苦涩的绿色草本植物。 [yi zhong ku se de lv se cao ben zhi wu 。]	examine	item	Guam leaf
A herb used in poison cures.	一种用于解毒的草药。 [yi zhong yong yu jie du de cao yao 。]	examine	item	Marrentill
A useful herb.	一种有用的草药。 [yi zhong you yong de cao yao 。]	examine	item	Tarromin
A powerful herb.	一种强大的草药。 [yi zhong qiang da de cao yao 。]	examine	item	Kwuarm
It looks like part of a machine.	它看起来像机器的一部分。 [ta kan qi lai xiang ji qi de yi bu fen 。]	examine	item	Pressure gauge
Keeps your pet fish strong and healthy.	让您的宠物鱼保持强壮和健康。 [rang nin de chong wu yu bao chi qiang zhuang he jian kang 。]	examine	item	Fish food
This stuff looks nasty.	这东西看起来很恶心。 [zhe dong xi kan qi lai hen e xin 。]	examine	item	Poison
Doesn't seem very nice to the poor fishes.	对于可怜的鱼来说，这似乎不太好。 [dui yu ke lian de yu lai shuo ， zhe si hu bu tai hao 。]	examine	item	Poisoned fish food
A slightly smelly key (Used in the Ernest the Chicken quest).	一把有点臭的钥匙（用于欧内斯特小鸡任务）。 [yi ba you dian chou de yao shi （ yong yu ou nei si te xiao ji ren wu ）。]	examine	item	Key
It's slightly charred.	已经有点烧焦了。 [yi jing you dian shao jiao le 。]	examine	item	Rubber tube
It's pretty full.	已经很满了。 [yi jing hen man le 。]	examine	item	Oil can
A sharp cattleprod.	锋利的牛棒。 [feng li de niu bang 。]	examine	item	Cattleprod
Councillor Halgrive gave me this to kill some sheep.	哈尔格瑞夫议员给我这个是为了杀一些羊。 [ha er ge rui fu yi yuan gei wo zhe ge shi wei le sha yi xie yang 。]	examine	item	Sheep feed
The suspicious-looking remains of a suspicious-looking sheep.	一只看上去可疑的羊的遗骸。 [yi zhi kan shang qu ke yi de yang de yi hai 。]	examine	item	Sheep bones (1)
This should protect me from the plague, I hope!	我希望这可以保护我免受瘟疫的侵害！ [wo xi wang zhe ke yi bao hu wo mian shou wen yi de qin hai ！]	examine	item	Plague jacket
These should protect me from the plague, I hope!	我希望这些可以保护我免受瘟疫的侵害！ [wo xi wang zhe xie ke yi bao hu wo mian shou wen yi de qin hai ！]	examine	item	Plague trousers
Some orange armour designed to fit goblins.	一些专为妖精设计的橙色盔甲。 [yi xie zhuan wei yao jing she ji de cheng se kui jia 。]	examine	item	Orange goblin mail
Some blue armour designed to fit goblins.	一些专为哥布林设计的蓝色盔甲。 [yi xie zhuan wei ge bu lin she ji de lan se kui jia 。]	examine	item	Blue goblin mail
Some brown armour designed to fit goblins.	一些专为妖精设计的棕色盔甲。 [yi xie zhuan wei yao jing she ji de zong se kui jia 。]	examine	item	Goblin mail
This contains some vital research.	这包含一些重要的研究。 [zhe bao han yi xie zhong yao de yan jiu 。]	examine	item	Research package
They seem to be written in some kind of code.	它们似乎是用某种代码编写的。 [ta men si hu shi yong mou zhong dai ma bian xie de 。]	examine	item	Research notes
A book on elven history in northern Gielinor.	一本关于吉林北部精灵历史的书。 [yi ben guan yu ji lin bei bu jing ling li shi de shu 。]	examine	item	Book on baxtorian
I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).	我在树侏儒村下面的一个洞穴中发现了这个（用于瀑布任务）。 [wo zai shu zhu ru cun xia mian de yi ge dong xue zhong fa xian le zhe ge （ yong yu pu bu ren wu ）。]	examine	item	Key
A small pebble with elven inscription.	带有精灵铭文的小卵石。 [dai you jing ling ming wen de xiao luan shi 。]	examine	item	Glarial's pebble
A bright green gem set in a necklace.	项链上镶嵌着一颗亮绿色的宝石。 [xiang lian shang xiang qian zhe yi ke liang lv se de bao shi 。]	examine	item	Glarial's amulet
An urn containing Glarial's ashes.	装有格拉里尔骨灰的瓮。 [zhuang you ge la li er gu hui de weng 。]	examine	item	Glarial's urn
An empty urn made for Glarial's ashes.	一个用来盛放格拉里尔骨灰的空瓮。 [yi ge yong lai sheng fang ge la li er gu hui de kong weng 。]	examine	item	Glarial's urn (empty)
I found this within Baxtorian Falls (used in the Waterfall Quest).	我在巴克斯托里安瀑布（用于瀑布任务）中找到了这个。 [wo zai ba ke si tuo li an pu bu （ yong yu pu bu ren wu ） zhong zhao dao le zhe ge 。]	examine	item	Key
Magical seeds in a mithril case.	秘银盒中的神奇种子。 [mi yin he zhong de shen qi zhong zi 。]	examine	item	Mithril seeds
A bit of rat.	有点老鼠。 [you dian lao shu 。]	examine	item	Rat's tail
Useful for catching lobsters.	对于捕捉龙虾很有用。 [dui yu bu zhuo long xia hen you yong 。]	examine	item	Lobster pot
Useful for catching small fish.	对于捕捉小鱼很有用。 [dui yu bu zhuo xiao yu hen you yong 。]	examine	item	Small fishing net
Useful for catching lots of fish.	对于捕获大量鱼很有用。 [dui yu bu huo da liang yu hen you yong 。]	examine	item	Big fishing net
Useful for catching sardine or herring.	可用于捕捉沙丁鱼或鲱鱼。 [ke yong yu bu zhuo sha ding yu huo fei yu 。]	examine	item	Fishing rod
Useful for catching salmon or trout.	可用于捕捉鲑鱼或鳟鱼。 [ke yong yu bu zhuo gui yu huo zun yu 。]	examine	item	Fly fishing rod
Useful for catching really big fish.	对于捕获真正的大鱼很有用。 [dui yu bu huo zhen zheng de da yu hen you yong 。]	examine	item	Harpoon
For use with a fishing rod.	与钓鱼竿一起使用。 [yu diao yu gan yi qi shi yong 。]	examine	item	Fishing bait
Used for fly fishing.	用于飞钓。 [yong yu fei diao 。]	examine	item	Feather
Some nicely cooked shrimp.	一些煮熟的虾。 [yi xie zhu shu de xia 。]	examine	item	Shrimps
I should try cooking this.	我应该尝试做这个。 [wo ying gai chang shi zuo zhe ge 。]	examine	item	Raw shrimps
Some nicely cooked anchovies.	一些煮熟的凤尾鱼。 [yi xie zhu shu de feng wei yu 。]	examine	item	Anchovies
Oops!	哎呀！ [ai ya ！]	examine	item	Burnt fish
Some nicely cooked sardines.	一些煮熟的沙丁鱼。 [yi xie zhu shu de sha ding yu 。]	examine	item	Sardine
Some nicely cooked salmon.	一些煮熟的鲑鱼。 [yi xie zhu shu de gui yu 。]	examine	item	Salmon
Some nicely cooked trout.	一些煮熟的鳟鱼。 [yi xie zhu shu de zun yu 。]	examine	item	Trout
Some nicely cooked giant carp.	一些煮熟的巨型鲤鱼。 [yi xie zhu shu de ju xing li yu 。]	examine	item	Giant carp
Some nicely cooked cod.	一些煮熟的鳕鱼。 [yi xie zhu shu de xue yu 。]	examine	item	Cod
Some nicely cooked herring.	一些煮熟的鲱鱼。 [yi xie zhu shu de fei yu 。]	examine	item	Herring
Some nicely cooked pike.	一些煮熟的梭子鱼。 [yi xie zhu shu de suo zi yu 。]	examine	item	Pike
Some nicely cooked mackerel.	一些煮熟的鲭鱼。 [yi xie zhu shu de qing yu 。]	examine	item	Mackerel
Wow, this is a big fish.	哇，这是一条大鱼。 [wa ， zhe shi yi tiao da yu 。]	examine	item	Tuna
I'd better be careful eating this!	吃这个我还是小心点吧！ [chi zhe ge wo hai shi xiao xin dian ba ！]	examine	item	Swordfish
This looks tricky to eat.	这看起来很难吃。 [zhe kan qi lai hen nan chi 。]	examine	item	Lobster
I'd better be careful eating this.	我最好小心吃这个。 [wo zui hao xiao xin chi zhe ge 。]	examine	item	Shark
A rare catch.	难得的收获。 [nan de de shou huo 。]	examine	item	Raw manta ray
Tasty!	可口！ [ke kou ！]	examine	item	Sea turtle
Slightly damp seaweed.	稍微潮湿的海藻。 [shao wei chao shi de hai zao 。]	examine	item	Seaweed
I hope there's treasure in it.	希望里面有宝藏。 [xi wang li mian you bao zang 。]	examine	item	Casket
Maybe there are pearls inside?	也许里面有珍珠？ [ye xu li mian you zhen zhu ？]	examine	item	Oyster
Aww, it's empty.	哇，空了。 [wa ， kong le 。]	examine	item	Empty oyster
I could work wonders with a chisel on this pearl.	我可以用凿子在这颗珍珠上创造奇迹。 [wo ke yi yong zao zi zai zhe ke zhen zhu shang chuang zao qi ji 。]	examine	item	Oyster pearl
I could work wonders with a chisel on these pearls.	我可以用凿子在这些珍珠上创造奇迹。 [wo ke yi yong zao zi zai zhe xie zhen zhu shang chuang zao qi ji 。]	examine	item	Oyster pearls
An expensive colourless liquid.	一种昂贵的无色液体。 [yi zhong ang gui de wu se ye ti 。]	examine	item	Ethenea
This isn't worth much.	这不值多少钱。 [zhe bu zhi duo shao qian 。]	examine	item	Liquid honey
It's highly poisonous.	它有剧毒。 [ta you ju du 。]	examine	item	Sulphuric broline
Probably best I don't keep this too long.	也许最好我不要把它保留太久。 [ye xu zui hao wo bu yao ba ta bao liu tai jiu 。]	examine	item	Plague sample
A special kind of paper.	一种特殊的纸。 [yi zhong te shu de zhi 。]	examine	item	Touch paper
Apparently it distills.	显然它是蒸馏的。 [xian ran ta shi zheng liu de 。]	examine	item	Distillator
Yup. It's an amulet.	是的。这是一个护身符。 [shi de 。 zhe shi yi ge hu shen fu 。]	examine	item	Lathas' amulet
Birds love this stuff!	鸟儿喜欢这个东西！ [niao er xi huan zhe ge dong xi ！]	examine	item	Bird feed
Opens things (Used in the Biohazard quest).	打开东西（用于生化危机任务）。 [da kai dong xi （ yong yu sheng hua wei ji ren wu ）。]	examine	item	Key
It's full of pigeons.	里面全是鸽子。 [li mian quan shi ge zi 。]	examine	item	Pigeon cage
It's empty...	是空的... [shi kong de ...]	examine	item	Pigeon cage
Top half of a priest suit.	牧师套装的上半部分。 [mu shi tao zhuang de shang ban bu fen 。]	examine	item	Priest gown
Bottom half of a priest suit.	牧师套装的下半部分。 [mu shi tao zhuang de xia ban bu fen 。]	examine	item	Priest gown
Medical looking.	医疗外观。 [yi liao wai guan 。]	examine	item	Medical gown
A very strong spirit brewed on Karamja.	卡拉姆贾身上酝酿着一种非常烈性的烈酒。 [ka la mu jia shen shang yun niang zhe yi zhong fei chang lie xing de lie jiu 。]	examine	item	Karamjan rum
A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).	独眼赫克托宝箱的钥匙（用于海盗宝藏任务）。 [du yan he ke tuo bao xiang de yao shi （ yong yu hai dao bao zang ren wu ）。]	examine	item	Chest key
Pirates don't have the best handwriting...	海盗没有最好的笔迹... [hai dao mei you zui hao de bi ji ...]	examine	item	Pirate message
Some hard dry clay.	一些坚硬的干燥粘土。 [yi xie jian ying de gan zao nian tu 。]	examine	item	Clay
This needs refining.	这需要细化。 [zhe xu yao xi hua 。]	examine	item	Copper ore
Hmm a non-renewable energy source!	嗯，不可再生能源！ [n ， bu ke zai sheng neng yuan ！]	examine	item	Coal
The official Alfred Grimhand bar crawl card.	阿尔弗雷德·格里姆手官方酒吧爬行卡。 [a er fu lei de · ge li mu shou guan fang jiu ba pa xing ka 。]	examine	item	Barcrawl card
It's empty!	空了！ [kong le ！]	examine	item	Scorpion cage
There is 1 scorpion inside.	里面有1只蝎子。 [li mian you 1 zhi xie zi 。]	examine	item	Scorpion cage
