english	translation	category	sub_category	source
Crumble Undead	粉碎亡灵 [fen sui wang ling]	name	menu	spellBookTab
Iban Blast	伊班爆炸 [yi ban bao zha]	name	menu	spellBookTab
Snare	圈套 [quan tao]	name	menu	spellBookTab
Magic Dart	魔法飞镖 [mo fa fei biao]	name	menu	spellBookTab
Ardougne Teleport	阿杜涅传送 [a du nie chuan song]	name	menu	spellBookTab
Earth Blast	地球爆炸 [di qiu bao zha]	name	menu	spellBookTab
Civitas illa Fortis Teleport	奇维塔斯伊拉富蒂斯传送 [qi wei ta si yi la fu di si chuan song]	name	menu	spellBookTab
High Level Alchemy	高级炼金术 [gao ji lian jin shu]	name	menu	spellBookTab
Charge Water Orb	充能水珠 [chong neng shui zhu]	name	menu	spellBookTab
Watchtower Teleport	了望塔传送 [le wang ta chuan song]	name	menu	spellBookTab
Fire Blast	火爆 [huo bao]	name	menu	spellBookTab
Charge Earth Orb	充能大地宝珠 [chong neng da di bao zhu]	name	menu	spellBookTab
Bones to Peaches	从骨头到桃子 [cong gu tou dao tao zi]	name	menu	spellBookTab
Saradomin Strike	萨拉多明一击 [sa la duo ming yi ji]	name	menu	spellBookTab
Claws of Guthix	古斯克斯之爪 [gu si ke si zhi zhao]	name	menu	spellBookTab
Flames of Zamorak	萨莫拉克之火 [sa mo la ke zhi huo]	name	menu	spellBookTab
Trollheim Teleport	特罗尔海姆传送 [te luo er hai mu chuan song]	name	menu	spellBookTab
Wind Wave	风浪 [feng lang]	name	menu	spellBookTab
Charge Fire Orb	充能火焰球 [chong neng huo yan qiu]	name	menu	spellBookTab
Ape Atoll Teleport	猿环礁传送 [yuan huan jiao chuan song]	name	menu	spellBookTab
Water Wave	水波 [shui bo]	name	menu	spellBookTab
Charge Air Orb	充气球 [chong qi qiu]	name	menu	spellBookTab
Vulnerability	漏洞 [lou dong]	name	menu	spellBookTab
Earth Wave	地球波 [di qiu bo]	name	menu	spellBookTab
Enfeeble	衰弱 [shuai ruo]	name	menu	spellBookTab
Teleother Lumbridge	朗布里奇 [lang bu li qi]	name	menu	spellBookTab
Fire Wave	火波 [huo bo]	name	menu	spellBookTab
Entangle	绞 [jiao]	name	menu	spellBookTab
Stun	击晕 [ji yun]	name	menu	spellBookTab
Teleother Camelot	远程卡米洛特 [yuan cheng ka mi luo te]	name	menu	spellBookTab
Teleport to Target	传送到目标 [chuan song dao mu biao]	name	menu	spellBookTab
Tele Block	电话座 [dian hua zuo]	name	menu	spellBookTab
Water Surge	水涌 [shui yong]	name	menu	spellBookTab
Teleother Falador	远程法拉多 [yuan cheng fa la duo]	name	menu	spellBookTab
Wind Surge	风涌 [feng yong]	name	menu	spellBookTab
Charge	收费 [shou fei]	name	menu	spellBookTab
Earth Surge	地球涌动 [di qiu yong dong]	name	menu	spellBookTab
Fire Surge	火涌 [huo yong]	name	menu	spellBookTab
Edgeville Home Teleport	艾奇维尔家园传送 [ai qi wei er jia yuan chuan song]	name	menu	spellBookTab
Smoke Rush	烟雾冲刺 [yan wu chong ci]	name	menu	spellBookTab
Shadow Rush	暗影冲刺 [an ying chong ci]	name	menu	spellBookTab
Paddewwa Teleport	帕德瓦传送 [pa de wa chuan song]	name	menu	spellBookTab
Smoke Burst	烟雾爆发 [yan wu bao fa]	name	menu	spellBookTab
Senntisten Teleport	森蒂斯滕传送 [sen di si teng chuan song]	name	menu	spellBookTab
Ice Rush	冰河冲刺 [bing he chong ci]	name	menu	spellBookTab
Blood Rush	血色狂潮 [xue se kuang chao]	name	menu	spellBookTab
Shadow Burst	暗影爆发 [an ying bao fa]	name	menu	spellBookTab
Kharyrll Teleport	卡瑞尔传送 [ka rui er chuan song]	name	menu	spellBookTab
Blood Burst	血爆 [xue bao]	name	menu	spellBookTab
Ice Burst	冰爆 [bing bao]	name	menu	spellBookTab
Dareeyak Teleport	达里亚克传送 [da li ya ke chuan song]	name	menu	spellBookTab
Shadow Blitz	暗影闪电战 [an ying shan dian zhan]	name	menu	spellBookTab
Smoke Blitz	烟雾闪电战 [yan wu shan dian zhan]	name	menu	spellBookTab
Lassar Teleport	拉萨尔传送 [la sa er chuan song]	name	menu	spellBookTab
Blood Blitz	血色闪电战 [xue se shan dian zhan]	name	menu	spellBookTab
Ice Blitz	冰雪闪电战 [bing xue shan dian zhan]	name	menu	spellBookTab
Carrallanger Teleport	卡拉兰格传送 [ka la lan ge chuan song]	name	menu	spellBookTab
Blood Barrage	血色弹幕 [xue se dan mu]	name	menu	spellBookTab
Annakarl Teleport	安卡尔传送 [an ka er chuan song]	name	menu	spellBookTab
Shadow Barrage	暗影弹幕 [an ying dan mu]	name	menu	spellBookTab
Smoke Barrage	烟雾弹幕 [yan wu dan mu]	name	menu	spellBookTab
Ice Barrage	冰幕弹幕 [bing mu dan mu]	name	menu	spellBookTab
Ghorrock Teleport	戈罗克传送 [ge luo ke chuan song]	name	menu	spellBookTab
Lunar Home Teleport	月球家园传送 [yue qiu jia yuan chuan song]	name	menu	spellBookTab
Bake Pie	烤馅饼 [kao xian bing]	name	menu	spellBookTab
Geomancy	堪舆学 [kan yu xue]	name	menu	spellBookTab
Cure Plant	固化厂 [gu hua chang]	name	menu	spellBookTab
Monster Examine	怪物检查 [guai wu jian cha]	name	menu	spellBookTab
NPC Contact	全国人大联系方式 [quan guo ren da lian xi fang shi]	name	menu	spellBookTab
Cure Other	治疗其他 [zhi liao qi ta]	name	menu	spellBookTab
Humidify	加湿 [jia shi]	name	menu	spellBookTab
Moonclan Teleport	月族传送 [yue zu chuan song]	name	menu	spellBookTab
Tele Group Moonclan	月族电信集团 [yue zu dian xin ji tuan]	name	menu	spellBookTab
Cure Me	治愈我 [zhi yu wo]	name	menu	spellBookTab
Ourania Teleport	欧拉尼亚传送 [ou la ni ya chuan song]	name	menu	spellBookTab
Hunter Kit	猎人套件 [lie ren tao jian]	name	menu	spellBookTab
Waterbirth Teleport	水中分娩传送 [shui zhong fen mian chuan song]	name	menu	spellBookTab
Tele Group Waterbirth	电话集团水中分娩 [dian hua ji tuan shui zhong fen mian]	name	menu	spellBookTab
Cure Group	治愈集团 [zhi yu ji tuan]	name	menu	spellBookTab
Stat Spy	统计间谍 [tong ji jian die]	name	menu	spellBookTab
Barbarian Teleport	野蛮人传送 [ye man ren chuan song]	name	menu	spellBookTab
Tele Group Barbarian	电信集团野蛮人 [dian xin ji tuan ye man ren]	name	menu	spellBookTab
Spin Flax	纺亚麻 [fang ya ma]	name	menu	spellBookTab
Superglass Make	超级玻璃制造 [chao ji bo li zhi zao]	name	menu	spellBookTab
Tan Leather	棕褐色皮革 [zong he se pi ge]	name	menu	spellBookTab
Khazard Teleport	卡扎德传送 [ka zha de chuan song]	name	menu	spellBookTab
Tele Group Khazard	卡扎德电信集团 [ka zha de dian xin ji tuan]	name	menu	spellBookTab
Dream	梦 [meng]	name	menu	spellBookTab
String Jewellery	串饰 [chuan shi]	name	menu	spellBookTab
Stat Restore Pot Share	统计恢复锅分享 [tong ji hui fu guo fen xiang]	name	menu	spellBookTab
Magic Imbue	魔法灌输 [mo fa guan shu]	name	menu	spellBookTab
Fertile Soil	肥沃的土壤 [fei wo de tu rang]	name	menu	spellBookTab
Boost Potion Share	强化药水分享 [qiang hua yao shui fen xiang]	name	menu	spellBookTab
Fishing Guild Teleport	钓鱼公会传送 [diao yu gong hui chuan song]	name	menu	spellBookTab
Tele Group Fishing Guild	电话集团钓鱼协会 [dian hua ji tuan diao yu xie hui]	name	menu	spellBookTab
Plank Make	木板制作 [mu ban zhi zuo]	name	menu	spellBookTab
Catherby Teleport	凯瑟比传送 [kai se bi chuan song]	name	menu	spellBookTab
Tele Group Catherby	凯瑟比电信集团 [kai se bi dian xin ji tuan]	name	menu	spellBookTab
Recharge Dragonstone	为龙石岛充值 [wei long shi dao chong zhi]	name	menu	spellBookTab
Ice Plateau Teleport	冰原传送 [bing yuan chuan song]	name	menu	spellBookTab
Tele Group Ice Plateau	电信集团冰高原 [dian xin ji tuan bing gao yuan]	name	menu	spellBookTab
Energy Transfer	能量转移 [neng liang zhuan yi]	name	menu	spellBookTab
Heal Other	治愈他人 [zhi yu ta ren]	name	menu	spellBookTab
Vengeance Other	复仇其他 [fu chou qi ta]	name	menu	spellBookTab
Vengeance	复仇 [fu chou]	name	menu	spellBookTab
Heal Group	治愈集团 [zhi yu ji tuan]	name	menu	spellBookTab
Spellbook Swap	法术书交换 [fa shu shu jiao huan]	name	menu	spellBookTab
Arceuus Home Teleport	阿尔宙斯家乡传送 [a er zhou si jia xiang chuan song]	name	menu	spellBookTab
Arceuus Library Teleport	阿尔宙斯图书馆传送 [a er zhou si tu shu guan chuan song]	name	menu	spellBookTab
Basic Reanimation	基本复活 [ji ben fu huo]	name	menu	spellBookTab
Draynor Manor Teleport	德雷诺庄园传送 [de lei nuo zhuang yuan chuan song]	name	menu	spellBookTab
Battlefront Teleport	前线传送 [qian xian chuan song]	name	menu	spellBookTab
Mind Altar Teleport	心灵祭坛传送 [xin ling ji tan chuan song]	name	menu	spellBookTab
Respawn Teleport	重生传送 [chong sheng chuan song]	name	menu	spellBookTab
Ghostly Grasp	幽灵之握 [you ling zhi wo]	name	menu	spellBookTab
Resurrect Lesser Ghost	复活小幽灵 [fu huo xiao you ling]	name	menu	spellBookTab
Resurrect Lesser Skeleton	复活小型骷髅 [fu huo xiao xing ku lou]	name	menu	spellBookTab
Resurrect Lesser Zombie	复活小型僵尸 [fu huo xiao xing jiang shi]	name	menu	spellBookTab
Salve Graveyard Teleport	萨尔夫墓地传送 [sa er fu mu di chuan song]	name	menu	spellBookTab
Adept Reanimation	熟练的复活 [shu lian de fu huo]	name	menu	spellBookTab
Inferior Demonbane	下级魔祸 [xia ji mo huo]	name	menu	spellBookTab
Shadow Veil	暗影面纱 [an ying mian sha]	name	menu	spellBookTab
Fenkenstrain's Castle Teleport	芬肯斯特兰的城堡传送 [fen ken si te lan de cheng bao chuan song]	name	menu	spellBookTab
Dark Lure	黑暗诱饵 [hei an you er]	name	menu	spellBookTab
Skeletal Grasp	骨骼之握 [gu ge zhi wo]	name	menu	spellBookTab
Resurrect Superior Ghost	复活高级幽灵 [fu huo gao ji you ling]	name	menu	spellBookTab
Resurrect Superior Skeleton	复活高级骷髅 [fu huo gao ji ku lou]	name	menu	spellBookTab
Resurrect Superior Zombie	复活高级僵尸 [fu huo gao ji jiang shi]	name	menu	spellBookTab
Mark of Darkness	黑暗印记 [hei an yin ji]	name	menu	spellBookTab
West Ardougne Teleport	西阿杜涅传送 [xi a du nie chuan song]	name	menu	spellBookTab
Superior Demonbane	高级恶魔克星 [gao ji e mo ke xing]	name	menu	spellBookTab
Lesser Corruption	减少腐败 [jian shao fu bai]	name	menu	spellBookTab
Harmony Island Teleport	和谐岛传送 [he xie dao chuan song]	name	menu	spellBookTab
Vile Vigour	邪恶活力 [xie e huo li]	name	menu	spellBookTab
Degrime	去污 [qu wu]	name	menu	spellBookTab
Cemetery Teleport	墓地传送 [mu di chuan song]	name	menu	spellBookTab
Expert Reanimation	专家复活 [zhuan jia fu huo]	name	menu	spellBookTab
Ward of Arceuus	阿尔宙斯结界 [a er zhou si jie jie]	name	menu	spellBookTab
Resurrect Greater Ghost	复活大幽灵 [fu huo da you ling]	name	menu	spellBookTab
Resurrect Greater Skeleton	复活大型骷髅 [fu huo da xing ku lou]	name	menu	spellBookTab
Resurrect Greater Zombie	复活大型僵尸 [fu huo da xing jiang shi]	name	menu	spellBookTab
Resurrect Crops	复活农作物 [fu huo nong zuo wu]	name	menu	spellBookTab
Undead Grasp	不死之握 [bu si zhi wo]	name	menu	spellBookTab
Death Charge	死亡指控 [si wang zhi kong]	name	menu	spellBookTab
Dark Demonbane	黑暗魔祸 [hei an mo huo]	name	menu	spellBookTab
Barrows Teleport	巴罗斯传送 [ba luo si chuan song]	name	menu	spellBookTab
Demonic Offering	恶魔祭品 [e mo ji pin]	name	menu	spellBookTab
Greater Corruption	更大的腐败 [geng da de fu bai]	name	menu	spellBookTab
Master Reanimation	复活大师 [fu huo da shi]	name	menu	spellBookTab
Sinister Offering	险恶的祭品 [xian e de ji pin]	name	menu	spellBookTab
Ardougne Elite Diary	阿杜涅精英日记 [a du nie jing ying ri ji]	name	menu	achievementDiaryTab
Ardougne Hard Diary	阿杜涅硬日记 [a du nie ying ri ji]	name	menu	achievementDiaryTab
Ardougne Medium Diary	阿杜涅中号日记本 [a du nie zhong hao ri ji ben]	name	menu	achievementDiaryTab
Ardougne Easy Diary	阿杜涅简易日记 [a du nie jian yi ri ji]	name	menu	achievementDiaryTab
Desert Elite Diary	沙漠精英日记 [sha mo jing ying ri ji]	name	menu	achievementDiaryTab
Desert Hard Diary	沙漠硬日记 [sha mo ying ri ji]	name	menu	achievementDiaryTab
Desert Medium Diary	沙漠中型日记本 [sha mo zhong xing ri ji ben]	name	menu	achievementDiaryTab
Desert Easy Diary	沙漠简易日记 [sha mo jian yi ri ji]	name	menu	achievementDiaryTab
Falador Elite Diary	法拉多精英日记 [fa la duo jing ying ri ji]	name	menu	achievementDiaryTab
Falador Hard Diary	法拉多硬日记 [fa la duo ying ri ji]	name	menu	achievementDiaryTab
Falador Medium Diary	法拉多中号日记本 [fa la duo zhong hao ri ji ben]	name	menu	achievementDiaryTab
Falador Easy Diary	法拉多简易日记 [fa la duo jian yi ri ji]	name	menu	achievementDiaryTab
Fremennik Elite Diary	弗莱曼尼克精英日记 [fu lai man ni ke jing ying ri ji]	name	menu	achievementDiaryTab
Fremennik Hard Diary	弗雷曼尼克硬日记 [fu lei man ni ke ying ri ji]	name	menu	achievementDiaryTab
Fremennik Medium Diary	Fremennik 中号日记本 [Fremennik  zhong hao ri ji ben]	name	menu	achievementDiaryTab
Fremennik Easy Diary	弗雷曼尼克简易日记 [fu lei man ni ke jian yi ri ji]	name	menu	achievementDiaryTab
Kandarin Elite Diary	坎达林精英日记 [kan da lin jing ying ri ji]	name	menu	achievementDiaryTab
Kandarin Hard Diary	坎达林硬日记 [kan da lin ying ri ji]	name	menu	achievementDiaryTab
Kandarin Medium Diary	Kandarin 中号日记 [Kandarin  zhong hao ri ji]	name	menu	achievementDiaryTab
Kandarin Easy Diary	坎达林简易日记 [kan da lin jian yi ri ji]	name	menu	achievementDiaryTab
Karamja Elite Diary	卡拉姆贾精英日记 [ka la mu jia jing ying ri ji]	name	menu	achievementDiaryTab
Karamja Hard Diary	卡拉姆贾硬日记 [ka la mu jia ying ri ji]	name	menu	achievementDiaryTab
Karamja Medium Diary	Karamja 中号日记 [Karamja  zhong hao ri ji]	name	menu	achievementDiaryTab
Karamja Easy Diary	卡拉姆贾简易日记 [ka la mu jia jian yi ri ji]	name	menu	achievementDiaryTab
Kourend & Kebos Elite Diary	Kourend & Kebos 精英日记 [Kourend & Kebos  jing ying ri ji]	name	menu	achievementDiaryTab
Kourend & Kebos Hard Diary	Kourend & Kebos 硬日记 [Kourend & Kebos  ying ri ji]	name	menu	achievementDiaryTab
Kourend & Kebos Medium Diary	Kourend & Kebos 中号日记本 [Kourend & Kebos  zhong hao ri ji ben]	name	menu	achievementDiaryTab
Kourend & Kebos Easy Diary	Kourend & Kebos 简易日记 [Kourend & Kebos  jian yi ri ji]	name	menu	achievementDiaryTab
Lumbridge & Draynor Elite Diary	Lumbridge & Draynor 精英日记 [Lumbridge & Draynor  jing ying ri ji]	name	menu	achievementDiaryTab
Lumbridge & Draynor Hard Diary	Lumbridge & Draynor 硬日记 [Lumbridge & Draynor  ying ri ji]	name	menu	achievementDiaryTab
Lumbridge & Draynor Medium Diary	Lumbridge & Draynor 中号日记本 [Lumbridge & Draynor  zhong hao ri ji ben]	name	menu	achievementDiaryTab
Lumbridge & Draynor Easy Diary	Lumbridge & Draynor 简易日记 [Lumbridge & Draynor  jian yi ri ji]	name	menu	achievementDiaryTab
Morytania Elite Diary	莫里塔尼亚精英日记 [mo li ta ni ya jing ying ri ji]	name	menu	achievementDiaryTab
Morytania Hard Diary	莫里塔尼亚硬日记 [mo li ta ni ya ying ri ji]	name	menu	achievementDiaryTab
Morytania Medium Diary	Morytania 中型日记 [Morytania  zhong xing ri ji]	name	menu	achievementDiaryTab
Morytania Easy Diary	莫里塔尼亚简易日记 [mo li ta ni ya jian yi ri ji]	name	menu	achievementDiaryTab
Varrock Elite Diary	Varrock 精英日记 [Varrock  jing ying ri ji]	name	menu	achievementDiaryTab
Varrock Hard Diary	Varrock 硬日记 [Varrock  ying ri ji]	name	menu	achievementDiaryTab
Varrock Medium Diary	Varrock 中号日记本 [Varrock  zhong hao ri ji ben]	name	menu	achievementDiaryTab
Varrock Easy Diary	Varrock 简易日记 [Varrock  jian yi ri ji]	name	menu	achievementDiaryTab
Western Provinces Elite Diary	西部省份精英日记 [xi bu sheng fen jing ying ri ji]	name	menu	achievementDiaryTab
Western Provinces Hard Diary	西部省份硬日记 [xi bu sheng fen ying ri ji]	name	menu	achievementDiaryTab
Western Provinces Medium Diary	西部省份中型日记 [xi bu sheng fen zhong xing ri ji]	name	menu	achievementDiaryTab
Western Provinces Easy Diary	西部省份简易日记 [xi bu sheng fen jian yi ri ji]	name	menu	achievementDiaryTab
Wilderness Elite Diary	荒野精英日记 [huang ye jing ying ri ji]	name	menu	achievementDiaryTab
Wilderness Hard Diary	荒野硬日记 [huang ye ying ri ji]	name	menu	achievementDiaryTab
Wilderness Medium Diary	荒野中型日记 [huang ye zhong xing ri ji]	name	menu	achievementDiaryTab
Wilderness Easy Diary	荒野简易日记 [huang ye jian yi ri ji]	name	menu	achievementDiaryTab
Old School Website	老派网站 [lao pai wang zhan]	name	menu	accountManagementTab
Customer Support	客户支持 [ke hu zhi chi]	name	menu	accountManagementTab
Grand Exchange	盛大交换 [sheng da jiao huan]	name	menu	accountManagementTab
Hiscores	分数 [fen shu]	name	menu	accountManagementTab
Old School Wiki	老派维基 [lao pai wei ji]	name	menu	accountManagementTab
Merchandise	商品 [shang pin]	name	menu	accountManagementTab
<col=ff9040>PvP Arena</col> options		name	menu	groupTab
Music	音乐 [yin yue]	name	menu	settingsTab
Sound Effects	音效 [yin xiao]	name	menu	settingsTab
Area Sounds	区域声音 [qu yu sheng yin]	name	menu	settingsTab
XP drops	经验值下降 [jing yan zhi xia jiang]	name	menu	
Quick-prayers	快速祈祷 [kuai su qi dao]	name	menu	
Special Attack	特殊攻击 [te shu gong ji]	name	menu	
Instance Map	实例图 [shi li tu]	name	menu	
Ground Markers	地面标记 [di mian biao ji]	name	menu	
Wiki	维基百科 [wei ji bai ke]	name	menu	
Attack	攻击 [gong ji]	name	menu	
Hitpoints	生命值 [sheng ming zhi]	name	menu	
Mining	矿业 [kuang ye]	name	menu	
Strength	力量 [li liang]	name	menu	
Agility	敏捷 [min jie]	name	menu	
Smithing	锻造 [duan zao]	name	menu	
Defence	防御 [fang yu]	name	menu	
Herblore	赫布洛尔 [he bu luo er]	name	menu	
Fishing	钓鱼 [diao yu]	name	menu	
Ranged	远程 [yuan cheng]	name	menu	
Thieving	偷窃 [tou qie]	name	menu	
Cooking	烹饪 [peng ren]	name	menu	
Prayer	祷告 [dao gao]	name	menu	
Crafting	制作 [zhi zuo]	name	menu	
Firemaking	生火 [sheng huo]	name	menu	
Magic	魔法 [mo fa]	name	menu	
Fletching	箭羽 [jian yu]	name	menu	
Woodcutting	木刻 [mu ke]	name	menu	
Runecraft	符文工艺 [fu wen gong yi]	name	menu	
Slayer	杀手 [sha shou]	name	menu	
Farming	农业 [nong ye]	name	menu	
Construction	建造 [jian zao]	name	menu	
Hunter	猎人 [lie ren]	name	menu	
Search	搜索 [sou suo]	name	menu	
