english	translation	category	sub_category	source
Empty Bowl	空碗 [kong wan]	inventoryActions	item	Burnt stew
Mix-cocktail	混合鸡尾酒 [hun he ji wei jiu]	inventoryActions	item	Cocktail shaker
Remove-legs	移除腿 [yi chu tui]	inventoryActions	item	Swamp toad
Prepare	准备 [zhun bei]	inventoryActions	item	Half baked bowl
Empty Tray	空托盘 [kong tuo pan]	inventoryActions	item	Burnt crunchies
Empty Tin	空罐 [kong guan]	inventoryActions	item	Burnt batta
Empty Dish	空盘 [kong pan]	inventoryActions	item	Burnt pie
Guzzle	狂饮 [kuang yin]	inventoryActions	item	Rock cake
Play-with	一起玩 [yi qi wan]	inventoryActions	item	Brown toy horsey
Recharge Dragonstone	为龙石岛充值 [wei long shi dao chong zhi]	inventoryActions	item	Dead orb
Break	休息 [xiu xi]	inventoryActions	item	Ring of recoil
Emir's Arena	埃米尔竞技场 [ai mi er jing ji chang]	inventoryActions	item	Ring of dueling(8)
Castle Wars	城堡战争 [cheng bao zhan zheng]	inventoryActions	item	Ring of dueling(8)
Ferox Enclave	费罗克斯飞地 [fei luo ke si fei di]	inventoryActions	item	Ring of dueling(8)
Fortis Colosseum	富蒂斯斗兽场 [fu di si dou shou chang]	inventoryActions	item	Ring of dueling(8)
Toggle-respawn	切换重生 [qie huan chong sheng]	inventoryActions	item	Ring of life
Features	特征 [te zheng]	inventoryActions	item	Ring of wealth
Look through	浏览 [liu lan]	inventoryActions	item	Sextant
Check steps	检查步骤 [jian cha bu zhou]	inventoryActions	item	Clue scroll (easy)
Release All	全部释放 [quan bu shi fang]	inventoryActions	item	Bloated toad
Release	发布 [fa bu]	inventoryActions	item	Bloated toad
Check kills	检查击杀数 [jian cha ji sha shu]	inventoryActions	item	Ogre bow
Fill	充满 [chong man]	inventoryActions	item	Druid pouch
Cast Bloom	演员 布鲁姆 [yan yuan   bu lu mu]	inventoryActions	item	Silver sickle (b)
Bloom	盛开 [sheng kai]	inventoryActions	item	Silver sickle (b)
Cast	投掷 [tou zhi]	inventoryActions	item	Druidic spell
Debug	调试 [tiao shi]	inventoryActions	item	Boss helper tool
Play	玩 [wan]	inventoryActions	item	Lyre
Rellekka	雷莱卡 [lei lai ka]	inventoryActions	item	Enchanted lyre(1)
Waterbirth Island	水中分娩岛 [shui zhong fen mian dao]	inventoryActions	item	Enchanted lyre(1)
Neitiznot	内蒂兹诺特 [nei di zi nuo te]	inventoryActions	item	Enchanted lyre(1)
Jatiszo	贾蒂索 [jia di suo]	inventoryActions	item	Enchanted lyre(1)
Interact	相互影响 [xiang hu ying xiang]	inventoryActions	item	Pet rock
Shake	摇 [yao]	inventoryActions	item	Vase
Remove-lid	取下盖子 [qu xia gai zi]	inventoryActions	item	Sealed vase
Preach	传道 [chuan dao]	inventoryActions	item	Holy book
Burthorpe	伯索普 [bo suo pu]	inventoryActions	item	Games necklace(8)
Barbarian Outpost	野蛮人前哨站 [ye man ren qian shao zhan]	inventoryActions	item	Games necklace(8)
Corporeal Beast	实体野兽 [shi ti ye shou]	inventoryActions	item	Games necklace(8)
Tears of Guthix	古斯克斯之泪 [gu si ke si zhi lei]	inventoryActions	item	Games necklace(8)
Wintertodt Camp	温特托特营地 [wen te tuo te ying di]	inventoryActions	item	Games necklace(8)
View	看法 [kan fa]	inventoryActions	item	Spare controls
Listen	听 [ting]	inventoryActions	item	Monkey dentures
Poke	戳 [chuo]	inventoryActions	item	Monkey
Surrender	投降 [tou xiang]	inventoryActions	item	Saradomin cloak
Heal	愈合 [yu he]	inventoryActions	item	Bandages
Loop	环形 [huan xing]	inventoryActions	item	Yo-yo
Walk	走 [zou]	inventoryActions	item	Yo-yo
Crazy	疯狂的 [feng kuang de]	inventoryActions	item	Yo-yo
Ride	骑 [qi]	inventoryActions	item	Sled
Partner	伙伴 [huo ban]	inventoryActions	item	Enchanted gem
Log	日志 [ri zhi]	inventoryActions	item	Enchanted gem
Repair	维修 [wei xiu]	inventoryActions	item	Model ship
Follow	跟随 [gen sui]	inventoryActions	item	Treasure map
Count	数数 [shu shu]	inventoryActions	item	Petition form
Check-keys	检查键 [jian cha jian]	inventoryActions	item	Steel key ring
Fling	一扔 [yi reng]	inventoryActions	item	Easter basket
Dance	舞蹈 [wu dao]	inventoryActions	item	Rubber chicken
Assemble	集合 [ji he]	inventoryActions	item	Base schematics
Spin	旋转 [xuan zhuan]	inventoryActions	item	Spinning plate
Remove-one	删除一 [shan chu yi]	inventoryActions	item	Apples(2)
Build	建造 [jian zao]	inventoryActions	item	Rogue kit
Slice	片 [pian]	inventoryActions	item	Rotten potato
Peel	果皮 [guo pi]	inventoryActions	item	Rotten potato
Mash	捣碎 [dao sui]	inventoryActions	item	Rotten potato
Lletya	莱蒂亚 [lai di ya]	inventoryActions	item	Teleport crystal (4)
Prifddinas	普里夫迪纳斯 [pu li fu di na si]	inventoryActions	item	Teleport crystal (4)
Toggle	切换 [qie huan]	inventoryActions	item	Teleport crystal (4)
Uncharge	取消充电 [qu xiao chong dian]	inventoryActions	item	Broodoo shield (10)
Scan	扫描 [sao miao]	inventoryActions	item	Commorb
Contact	接触 [jie chu]	inventoryActions	item	Commorb
Playback	回放 [hui fang]	inventoryActions	item	Commorb
Talk-At	谈话 [tan hua]	inventoryActions	item	Fishbowl
Play-With	一起玩 [yi qi wan]	inventoryActions	item	Fishbowl
Feed	喂养 [wei yang]	inventoryActions	item	Fishbowl
Untangle	解开缠结 [jie kai chan jie]	inventoryActions	item	Fishbowl and net
Check-charge	支票收费 [zhi piao shou fei]	inventoryActions	item	Camulet
Teleport	传送 [chuan song]	inventoryActions	item	Camulet
Display	展示 [zhan shi]	inventoryActions	item	Zombie head
Question	问题 [wen ti]	inventoryActions	item	Zombie head
Chant	呗 [bei]	inventoryActions	item	Demonic sigil
Feel	感觉 [gan jue]	inventoryActions	item	Enchanted key
Remove-rat	移除老鼠 [yi chu lao shu]	inventoryActions	item	Rat pole
Geomancy	堪舆学 [kan yu xue]	inventoryActions	item	Watering can
Jump	跳 [tiao]	inventoryActions	item	Blue marionette
Bow	弓 [gong]	inventoryActions	item	Blue marionette
Talk-to	谈话 [tan hua]	inventoryActions	item	Progress hat
Return	返回 [fan hui]	inventoryActions	item	Prison key
Smell	闻 [wen]	inventoryActions	item	Spicy stew
Release-all	全部发布 [quan bu fa bu]	inventoryActions	item	Balloon toad
Wind	风 [feng]	inventoryActions	item	Toy soldier
Separate	分离 [fen li]	inventoryActions	item	Kbd heads
Unstuff	取消填充 [qu xiao tian chong]	inventoryActions	item	Stuffed crawling hand
Varrock	瓦罗克 [wa luo ke]	inventoryActions	item	Varrock teleport
Grand Exchange	盛大交换 [sheng da jiao huan]	inventoryActions	item	Varrock teleport
Camelot	卡米洛特 [ka mi luo te]	inventoryActions	item	Camelot teleport
Seers' Village	先知村 [xian zhi cun]	inventoryActions	item	Camelot teleport
Watchtower	岗楼 [gang lou]	inventoryActions	item	Watchtower teleport
Yanille	亚尼尔 [ya ni er]	inventoryActions	item	Watchtower teleport
Inside	里面 [li mian]	inventoryActions	item	Teleport to house
Outside	外部 [wai bu]	inventoryActions	item	Teleport to house
Group	团体 [tuan ti]	inventoryActions	item	Teleport to house
Info	信息 [xin xi]	inventoryActions	item	Enchant sapphire or opal
Dust-hands	尘手 [chen shou]	inventoryActions	item	Ground ashes
Talk-To	谈话 [tan hua]	inventoryActions	item	Monkey
Invoke	调用 [diao yong]	inventoryActions	item	Skull sceptre
Divine	神圣的 [shen sheng de]	inventoryActions	item	Skull sceptre
Convert	转变 [zhuan bian]	inventoryActions	item	Pharaoh's sceptre
Launch	发射 [fa she]	inventoryActions	item	Grand seed pod
Squash	壁球 [bi qiu]	inventoryActions	item	Grand seed pod
Pour	倒 [dao]	inventoryActions	item	Mixed blizzard
Add-ingreds	添加成分 [tian jia cheng fen]	inventoryActions	item	Mixed saturday
Unpack	打开包装 [da kai bao zhuang]	inventoryActions	item	Proselyte harness m
Shape-Earth	形状-地球 [xing zhuang - di qiu]	inventoryActions	item	Page 1
Shape-Air	形状-空气 [xing zhuang - kong qi]	inventoryActions	item	Page 1
Shape-Fire	形火 [xing huo]	inventoryActions	item	Page 2
Shape-Water	形水 [xing shui]	inventoryActions	item	Page 2
Shape-Mind	形心 [xing xin]	inventoryActions	item	Page 3
Boost	促进 [cu jin]	inventoryActions	item	Attack cape
Warriors' Guild	勇士公会 [yong shi gong hui]	inventoryActions	item	Strength cape
Toggle Effect	切换效果 [qie huan xiao guo]	inventoryActions	item	Defence cape
Toggle Respawn	切换重生 [qie huan chong sheng]	inventoryActions	item	Defence cape
Commune	公社 [gong she]	inventoryActions	item	Ranging cape
Spellbook	法术书 [fa shu shu]	inventoryActions	item	Magic cape
Lunar	农历 [nong li]	inventoryActions	item	Magic cape
Arceuus	阿尔克乌斯 [a er ke wu si]	inventoryActions	item	Magic cape
Standard	标准 [biao zhun]	inventoryActions	item	Magic cape
Ancient	古老的 [gu lao de]	inventoryActions	item	Magic cape
Stamina Boost	耐力提升 [nai li ti sheng]	inventoryActions	item	Agility cape
Tele to POH	电话至 POH [dian hua zhi  POH]	inventoryActions	item	Construct. cape
Brimhaven	布里姆港 [bu li mu gang]	inventoryActions	item	Construct. cape
Home	家 [jia]	inventoryActions	item	Construct. cape
Rimmington	里明顿 [li ming dun]	inventoryActions	item	Construct. cape
Taverley	塔弗利 [ta fu li]	inventoryActions	item	Construct. cape
Pollnivneach	波尼夫内奇 [bo ni fu nei qi]	inventoryActions	item	Construct. cape
Hosidius	霍西迪乌斯 [huo xi di wu si]	inventoryActions	item	Construct. cape
Aldarin	阿尔达林 [a er da lin]	inventoryActions	item	Construct. cape
Fishing Guild	钓鱼公会 [diao yu gong hui]	inventoryActions	item	Fishing cape
Otto's Grotto	奥托的石窟 [ao tuo de shi ku]	inventoryActions	item	Fishing cape
Trim	修剪 [xiu jian]	inventoryActions	item	Quest point cape
Load	加载 [jia zai]	inventoryActions	item	White destabiliser
Split	分裂 [fen lie]	inventoryActions	item	Cap and goggles
Hunter Guild	猎人公会 [lie ren gong hui]	inventoryActions	item	Hunter cape
Carnivorous Chinchompas	肉食性金鸡鼠 [rou shi xing jin ji shu]	inventoryActions	item	Hunter cape
Black Chinchompas	黑金鸡巴 [hei jin ji ba]	inventoryActions	item	Hunter cape
Lay	莱 [lai]	inventoryActions	item	Bird snare
Check totals	检查总计 [jian cha zong ji]	inventoryActions	item	Butterfly net
Check Totals	检查总计 [jian cha zong ji]	inventoryActions	item	Butterfly net
Bank	银行 [yin hang]	inventoryActions	item	Imp-in-a-box(2)
Translate	翻译 [fan yi]	inventoryActions	item	Research notes
Prance	腾跃 [teng yue]	inventoryActions	item	Reindeer hat
Write-Role	写角色 [xie jue se]	inventoryActions	item	Scroll
Clear	清除 [qing chu]	inventoryActions	item	Scroll
Tell-red	告诉红 [gao su hong]	inventoryActions	item	Attacker horn
Tell-green	泰尔格林 [tai er ge lin]	inventoryActions	item	Attacker horn
Tell-blue	特尔蓝 [te er lan]	inventoryActions	item	Attacker horn
Medic	军医 [jun yi]	inventoryActions	item	Attacker horn
Look-in	在看 [zai kan]	inventoryActions	item	Collection bag
Tell-tofu	泰尔豆腐 [tai er dou fu]	inventoryActions	item	Healer horn
Tell-crackers	窃听者 [qie ting zhe]	inventoryActions	item	Healer horn
Tell-worms	告诉蠕虫 [gao su ru chong]	inventoryActions	item	Healer horn
Tell-meat	告诉肉 [gao su rou]	inventoryActions	item	Defender horn
Tell-controlled	台控 [tai kong]	inventoryActions	item	Collector horn
Tell-accurate	准确地说 [zhun que di shuo]	inventoryActions	item	Collector horn
Tell-aggressive	攻击性的 [gong ji xing de]	inventoryActions	item	Collector horn
Tell-defensive	告诉防御 [gao su fang yu]	inventoryActions	item	Collector horn
Check tax	检查税 [jian cha shui]	inventoryActions	item	Empty tax bag
Check taxes	检查税费 [jian cha shui fei]	inventoryActions	item	Bulging taxbag
Pray-over	祈祷 [qi dao]	inventoryActions	item	Blessed lamp
Recite-prayer	背诵祈祷文 [bei song qi dao wen]	inventoryActions	item	Prayer book
Operate	操作 [cao zuo]	inventoryActions	item	Beacon ring
Farming Guild	农业公会 [nong ye gong hui]	inventoryActions	item	Skills necklace(4)
Mining Guild	矿业公会 [kuang ye gong hui]	inventoryActions	item	Skills necklace(4)
Crafting Guild	手工艺公会 [shou gong yi gong hui]	inventoryActions	item	Skills necklace(4)
Cooking Guild	烹饪公会 [peng ren gong hui]	inventoryActions	item	Skills necklace(4)
Woodcutting Guild	伐木行会 [fa mu hang hui]	inventoryActions	item	Skills necklace(4)
Champions' Guild	冠军公会 [guan jun gong hui]	inventoryActions	item	Combat bracelet(4)
Monastery	修道院 [xiu dao yuan]	inventoryActions	item	Combat bracelet(4)
Ranging Guild	测距公会 [ce ju gong hui]	inventoryActions	item	Combat bracelet(4)
Gem Mine	宝石矿 [bao shi kuang]	inventoryActions	item	Karamja gloves 3
Fossil Island	化石岛 [hua shi dao]	inventoryActions	item	Digsite pendant (1)
Lithkren Dungeon	利斯克伦地牢 [li si ke lun di lao]	inventoryActions	item	Digsite pendant (1)
Digsite	挖掘场 [wa jue chang]	inventoryActions	item	Digsite pendant (1)
Loot	抢劫 [qiang jie]	inventoryActions	item	Baby impling jar
Impling-jar	隐式罐子 [yin shi guan zi]	inventoryActions	item	Jar generator
Butterfly-jar	蝴蝶罐 [hu die guan]	inventoryActions	item	Jar generator
Toggle-view	切换视图 [qie huan shi tu]	inventoryActions	item	Impling scroll
Copy to log	复制到日志 [fu zhi dao ri zhi]	inventoryActions	item	Ancient page
Discard	丢弃 [diu qi]	inventoryActions	item	Anti-dragon shield (nz)
Take-one	拿一 [na yi]	inventoryActions	item	Herb box
Bank-all	银行全 [yin hang quan]	inventoryActions	item	Herb box
Refund	退款 [tui kuan]	inventoryActions	item	Scroll of redirection
Revert	恢复 [hui fu]	inventoryActions	item	Rimmington teleport
Dismantle	拆除 [chai chu]	inventoryActions	item	Armadyl godsword
Disassemble	拆卸 [chai xie]	inventoryActions	item	Slayer helmet
Fremennik Dungeon	弗雷曼尼克地牢 [fu lei man ni ke di lao]	inventoryActions	item	Slayer ring (8)
Dark Beasts	黑暗野兽 [hei an ye shou]	inventoryActions	item	Slayer ring (8)
Master	掌握 [zhang wo]	inventoryActions	item	Slayer ring (8)
Stronghold	据点 [ju dian]	inventoryActions	item	Slayer ring (8)
Slayer Tower	杀手塔 [sha shou ta]	inventoryActions	item	Slayer ring (8)
Tarn's Lair	塔恩的巢穴 [ta en de chao xue]	inventoryActions	item	Slayer ring (8)
Deposit	订金 [ding jin]	inventoryActions	item	Looting bag
Settings	设置 [she zhi]	inventoryActions	item	Looting bag
Miscellania	杂记 [za ji]	inventoryActions	item	Ring of wealth (5)
Falador	法拉多 [fa la duo]	inventoryActions	item	Ring of wealth (5)
Dondakan	东达坎 [dong da kan]	inventoryActions	item	Ring of wealth (5)
Boss Log	老板日志 [lao ban ri zhi]	inventoryActions	item	Ring of wealth (5)
Coin Collection	钱币收藏 [qian bi shou cang]	inventoryActions	item	Ring of wealth (5)
Tip	提示 [ti shi]	inventoryActions	item	Fedora
Spawn Item	生成物品 [sheng cheng wu pin]	inventoryActions	item	Holiday tool
Basic Reanimation	基本复活 [ji ben fu huo]	inventoryActions	item	Easter
Dissolve	溶解 [rong jie]	inventoryActions	item	Abyssal tentacle
Check completion	检查完成情况 [jian cha wan cheng qing kuang]	inventoryActions	item	Challenge scroll (elite)
Check rank	检查排名 [jian cha pai ming]	inventoryActions	item	Druidic wreath
Check Rank	检查排名 [jian cha pai ming]	inventoryActions	item	Druidic wreath
Configure	配置 [pei zhi]	inventoryActions	item	Annakarl teleport
Extract	提炼 [ti lian]	inventoryActions	item	Nest box (empty)
Unload	卸下 [xie xia]	inventoryActions	item	Toxic blowpipe
Untrim	取消修剪 [qu xiao xiu jian]	inventoryActions	item	Quest point cape (t)
Karamja (Shilo)	卡拉姆贾（希洛） [ka la mu jia （ xi luo ）]	inventoryActions	item	Achievement diary cape (t)
Western Provinces	西部省份 [xi bu sheng fen]	inventoryActions	item	Achievement diary cape (t)
Karamja (Jungle)	卡拉姆贾（丛林） [ka la mu jia （ cong lin ）]	inventoryActions	item	Achievement diary cape (t)
Twiggy O'Korn	特威吉·奥科恩 [te wei ji · ao ke en]	inventoryActions	item	Achievement diary cape (t)
Karamja (Mor Ul Rek)	卡拉姆贾 (Mor Ul Rek) [ka la mu jia  (Mor Ul Rek)]	inventoryActions	item	Achievement diary cape (t)
Ardougne	阿尔杜涅 [a er du nie]	inventoryActions	item	Achievement diary cape (t)
Desert	沙漠 [sha mo]	inventoryActions	item	Achievement diary cape (t)
Kourend & Kebos	库伦德和科博斯 [ku lun de he ke bo si]	inventoryActions	item	Achievement diary cape (t)
Lumbridge & Draynor	朗布里奇和德雷诺 [lang bu li qi he de lei nuo]	inventoryActions	item	Achievement diary cape (t)
Fremennik	弗雷门尼克 [fu lei men ni ke]	inventoryActions	item	Achievement diary cape (t)
Morytania	莫里塔尼亚 [mo li ta ni ya]	inventoryActions	item	Achievement diary cape (t)
Kandarin	坎达林 [kan da lin]	inventoryActions	item	Achievement diary cape (t)
Wilderness	荒野 [huang ye]	inventoryActions	item	Achievement diary cape (t)
Slayer Master	杀手大师 [sha shou da shi]	inventoryActions	item	Karamja gloves 4
Ecto Teleport	埃克托传送 [ai ke tuo chuan song]	inventoryActions	item	Morytania legs 1
Ectofuntus Pit	外圆坑 [wai yuan keng]	inventoryActions	item	Morytania legs 1
Burgh Teleport	伯格传送 [bo ge chuan song]	inventoryActions	item	Morytania legs 3
Burgh de Rott	德罗特堡 [de luo te bao]	inventoryActions	item	Morytania legs 3
Activity	活动 [huo dong]	inventoryActions	item	Bonecrusher
Recharge-prayer	充电祈祷 [chong dian qi dao]	inventoryActions	item	Falador shield 1
Recharge Prayer	充电祈祷 [chong dian qi dao]	inventoryActions	item	Falador shield 1
Monastery Teleport	修道院传送 [xiu dao yuan chuan song]	inventoryActions	item	Ardougne cloak 1
Kandarin Monastery	干达林寺 [gan da lin si]	inventoryActions	item	Ardougne cloak 1
Farm Teleport	农场传送 [nong chang chuan song]	inventoryActions	item	Ardougne cloak 2
Ardougne Farm	阿杜涅农场 [a du nie nong chang]	inventoryActions	item	Ardougne cloak 2
Energy	活力 [huo li]	inventoryActions	item	Explorer's ring 1
Alchemy	炼金术 [lian jin shu]	inventoryActions	item	Explorer's ring 1
Functions	功能 [gong neng]	inventoryActions	item	Explorer's ring 2
Nardah	纳尔达 [na er da]	inventoryActions	item	Desert amulet 4
Kalphite cave	卡尔菲特洞穴 [ka er fei te dong xue]	inventoryActions	item	Desert amulet 4
Emote	表情 [biao qing]	inventoryActions	item	Diango's claws
Redeem	赎回 [shu hui]	inventoryActions	item	Old school bond
Restore	恢复 [hui fu]	inventoryActions	item	Tanzanite helm (uncharged)
Scramble	争夺 [zheng duo]	inventoryActions	item	Rotten egg
Poach	偷猎 [tou lie]	inventoryActions	item	Rotten egg
Fry	炒 [chao]	inventoryActions	item	Rotten egg
Pickle	泡菜 [pao cai]	inventoryActions	item	Rotten egg
Consume	消耗 [xiao hao]	inventoryActions	item	Saradomin's light
Teleports	传送 [chuan song]	inventoryActions	item	Max cape
Metamorphosis	变态 [bian tai]	inventoryActions	item	Beaver
Chew	嚼 [jue]	inventoryActions	item	Rotten onion
POH Portals	POH 门户网站 [POH  men hu wang zhan]	inventoryActions	item	Max cape
Carnivorous chinchompas	肉食性龙猫 [rou shi xing long mao]	inventoryActions	item	Max cape
Ring of Life	生命之环 [sheng ming zhi huan]	inventoryActions	item	Max cape
Black chinchompas	黑金鼠 [hei jin shu]	inventoryActions	item	Max cape
Warrior's Guild	战士公会 [zhan shi gong hui]	inventoryActions	item	Max cape
Guild Teleports	公会传送 [gong hui chuan song]	inventoryActions	item	Max cape
Skilling Areas	技能领域 [ji neng ling yu]	inventoryActions	item	Max cape
Xeric's Lookout	埃里克观景台 [ai li ke guan jing tai]	inventoryActions	item	Xeric's talisman
Xeric's Glade	埃里克的林地 [ai li ke de lin di]	inventoryActions	item	Xeric's talisman
Xeric's Inferno	埃里克的地狱 [ai li ke de di yu]	inventoryActions	item	Xeric's talisman
Xeric's Heart	埃里克之心 [ai li ke zhi xin]	inventoryActions	item	Xeric's talisman
Xeric's Honour	埃里克的荣誉 [ai li ke de rong yu]	inventoryActions	item	Xeric's talisman
Take-grubs	幼虫 [you chong]	inventoryActions	item	Bucket of sandworms
Pack	盒 [he]	inventoryActions	item	Shayzien supply crate
Check charges	检查费用 [jian cha fei yong]	inventoryActions	item	Chronicle
Check Charges	支票费用 [zhi piao fei yong]	inventoryActions	item	Chronicle
Teleport to Target	传送到目标 [chuan song dao mu biao]	inventoryActions	item	Dead orb
Transform	转换 [zhuan huan]	inventoryActions	item	Monkey
Lap-count	圈数 [quan shu]	inventoryActions	item	Monkey
Combine	结合 [jie he]	inventoryActions	item	Torn clue scroll (part 1)
Recoil settings	后坐力设置 [hou zuo li she zhi]	inventoryActions	item	Ring of suffering (r)
Recoil Settings	后坐力设置 [hou zuo li she zhi]	inventoryActions	item	Ring of suffering (r)
Pages	页数 [ye shu]	inventoryActions	item	Tome of fire
Swap	交换 [jiao huan]	inventoryActions	item	Bruma torch
Invigorate	振奋精神 [zhen fen jing shen]	inventoryActions	item	Imbued heart
Look at	看看 [kan kan]	inventoryActions	item	Snow globe
Snow	雪 [xue]	inventoryActions	item	Snow globe
The Outpost	前哨站 [qian shao zhan]	inventoryActions	item	Necklace of passage(5)
Eagles' Eyrie	老鹰之巢 [lao ying zhi chao]	inventoryActions	item	Necklace of passage(5)
Wizards' Tower	巫师塔 [wu shi ta]	inventoryActions	item	Necklace of passage(5)
Options	选项 [xuan xiang]	inventoryActions	item	Amulet of chemistry
Bandit Camp	强盗营地 [qiang dao ying di]	inventoryActions	item	Burning amulet(5)
Lava Maze	熔岩迷宫 [rong yan mi gong]	inventoryActions	item	Burning amulet(5)
Chaos Temple	混沌神殿 [hun dun shen dian]	inventoryActions	item	Burning amulet(5)
Change-style	改变风格 [gai bian feng ge]	inventoryActions	item	Rainbow scarf
Chill	寒意 [han yi]	inventoryActions	item	Hand fan
Remove default	删除默认值 [shan chu mo ren zhi]	inventoryActions	item	Master scroll book
Throw-water	泼水 [po shui]	inventoryActions	item	Heat-proof vessel
Throw-water direction	泼水方向 [po shui fang xiang]	inventoryActions	item	Heat-proof vessel
Check-level	检查级别 [jian cha ji bie]	inventoryActions	item	Heat-proof vessel
Throw-water north	向北泼水 [xiang bei po shui]	inventoryActions	item	Heat-proof vessel
Throw-water east	向东泼水 [xiang dong po shui]	inventoryActions	item	Heat-proof vessel
Throw-water south	向南泼水 [xiang nan po shui]	inventoryActions	item	Heat-proof vessel
Throw-water west	向西泼水 [xiang xi po shui]	inventoryActions	item	Heat-proof vessel
Roll	卷 [juan]	inventoryActions	item	Hoop snake
Recharge	充值 [chong zhi]	inventoryActions	item	Ancient wyvern shield
Channel	渠道 [qu dao]	inventoryActions	item	Merfolk trident
Puff	噗 [pu]	inventoryActions	item	Pufferfish
Take fish	拿鱼 [na yu]	inventoryActions	item	Bowl of fish
Reminisce	回忆 [hui yi]	inventoryActions	item	Kharedst's memoirs
Lunch by the Lancalliums	兰卡利姆一家的午餐 [lan ka li mu yi jia de wu can]	inventoryActions	item	Kharedst's memoirs
The Fisher's Flute	渔夫的笛子 [yu fu de di zi]	inventoryActions	item	Kharedst's memoirs
History and Hearsay	历史与传闻 [li shi yu chuan wen]	inventoryActions	item	Kharedst's memoirs
Jewellery of Jubilation	喜庆珠宝 [xi qing zhu bao]	inventoryActions	item	Kharedst's memoirs
A Dark Disposition	性格阴暗 [xing ge yin an]	inventoryActions	item	Kharedst's memoirs
Toggle-absorption	切换吸收 [qie huan xi shou]	inventoryActions	item	Bracelet of ethereum
Toggle absorption	切换吸收 [qie huan xi shou]	inventoryActions	item	Bracelet of ethereum
Elite	精英 [jing ying]	inventoryActions	item	Useful rock
Assessment	评估 [ping gu]	inventoryActions	item	Useful rock
Slash	削减 [xue jian]	inventoryActions	item	Prop sword
Control	控制 [kong zhi]	inventoryActions	item	Rotten cabbage
Spectate	观看 [guan kan]	inventoryActions	item	Rotten cabbage
Charge	收费 [shou fei]	inventoryActions	item	Sanguinesti staff
Scry	占卜 [zhan bu]	inventoryActions	item	Oculus orb
Ver Sinhaza	维尔·辛哈扎 [wei er · xin ha zha]	inventoryActions	item	Drakan's medallion
Darkmeyer	达克梅尔 [da ke mei er]	inventoryActions	item	Drakan's medallion
Slepe	斯莱佩 [si lai pei]	inventoryActions	item	Drakan's medallion
Tele	电话 [dian hua]	inventoryActions	item	Rotten carrot
Kill Bot	杀死机器人 [sha si ji qi ren]	inventoryActions	item	Rotten carrot
Kill Area	杀戮区域 [sha lu qu yu]	inventoryActions	item	Rotten carrot
Change	改变 [gai bian]	inventoryActions	item	Sinhaza shroud tier 1
