english	translation	category	sub_category	source
Well of course, but where's the fun without a few deaths?		dialogue	'Eagle-eye' Shultz	'Eagle-eye' Shultz
I think I'll stick to Runelink.		dialogue	'Eagle-eye' Shultz	Player
What are you up to?		dialogue	'Gummy'	Player
Rock, Paper, Scissors. Can't you tell?		dialogue	'Gummy'	'Gummy'
It was more of a rhetorical question.		dialogue	'Gummy'	Player
Rhetora-what?		dialogue	'Gummy'	'Gummy'
Shouldn't you be working?		dialogue	'Gummy'	Player
We are. It's team building.		dialogue	'Gummy'	'Gummy'
Why, hello there!		dialogue	'Gummy'	Player
What do you want?		dialogue	'Gummy'	'Gummy'
Clothing.		dialogue	'Gummy'	Player
Nope. Need mine.		dialogue	'Gummy'	'Gummy'
Ah, come on. You know you want to give me free stuff.		dialogue	'Gummy'	Player
Stop bothering me, can't you see I'm busy!		dialogue	'Gummy'	'Gummy'
Yes, VERY busy I'm sure.		dialogue	'Gummy'	Player
Okay, okay.		dialogue	'Gummy'	'Gummy'
The other day I was drying my clothes on a line down by the shore. A storm hit and some of my clothing went missing.		dialogue	'Gummy'	'Gummy'
Likely story. Sure you weren't skinny dipping?		dialogue	'Gummy'	Player
Just go look and leave me be! Search around the tower and you may find them.		dialogue	'Gummy'	'Gummy'
You winning?		dialogue	'Gummy'	Player
It's a draw at the moment. First it was best of three, then it was best of five.		dialogue	'Gummy'	'Gummy'
And now?		dialogue	'Gummy'	Player
Best of a hundred and one.		dialogue	'Gummy'	'Gummy'
Hello.		dialogue	'Lecherous' Lee	Player
So how's life as a pirate?		dialogue	'Lecherous' Lee	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.		dialogue	'Lecherous' Lee	'Lecherous' Lee
I'm a freelance troubleshooter.		dialogue	'Lecherous' Lee	Player
What does that entail then?		dialogue	'Lecherous' Lee	'Lecherous' Lee
Mostly killing things for money and delivering items around the planet for people.		dialogue	'Lecherous' Lee	Player
I collect stuff.		dialogue	'Lecherous' Lee	Player
So how's that life?		dialogue	'Lecherous' Lee	'Lecherous' Lee
Can't complain, can't complain...		dialogue	'Lecherous' Lee	Player
Well, there you go.		dialogue	'Lecherous' Lee	'Lecherous' Lee
Aren't you a little short for a pirate?		dialogue	'Lecherous' Lee	Player
My mother was a gnome. Apparently it was a very painful birth.		dialogue	'Lecherous' Lee	'Lecherous' Lees
More info than I wanted, thanks!		dialogue	'Lecherous' Lee	Player
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.		dialogue	'Lecherous' Lee	'Lecherous' Lee
I'm not a stowaway! I was invited aboard!		dialogue	'Lecherous' Lee	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!		dialogue	'Lecherous' Lee	'Lecherous' Lee
You know, I've always wondered what life as a pirate actually entails.		dialogue	'Lecherous' Lee	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.		dialogue	'Lecherous' Lee	'Lecherous' Lee
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!		dialogue	'Lecherous' Lee	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.		dialogue	'Lecherous' Lee	'Lecherous' Lee
Ah, good day to you [milady/sirrah]! Your face is unfamiliar, did you perhaps join us aboard the ship at Lunar Isle?		dialogue	'Lecherous' Lee	'Lecherous' Lee
No, Lokar offered me a lift in Rellekka actually.		dialogue	'Lecherous' Lee	Player
Oh, really? You don't look like a Fremennik to me!		dialogue	'Lecherous' Lee	'Lecherous' Lee
Well... I kind of am, and I kind of aren't. It's a long story.		dialogue	'Lecherous' Lee	Player
Sorry I don't have time to hear it then! See you around young fremennik-who-is-not-really-a- fremennik!		dialogue	'Lecherous' Lee	'Lecherous' Lee
'Bye.		dialogue	'Lecherous' Lee	Player
Brrrr! Its cold up here!		dialogue	'Lecherous' Lee	Player
You think this is cold? Up by Acheron it gets so cold that when you talk you see the words freeze in the air in front of you!		dialogue	'Lecherous' Lee	'Lecherous' Lee
REALLY?		dialogue	'Lecherous' Lee	Player
Nah, not really. I was exaggerating for humourous effect. It is very very cold though!		dialogue	'Lecherous' Lee	'Lecherous' Lee
Hello to you too.		dialogue	'Lecherous' Lee	'Lecherous' Lee
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!		dialogue	'Lecherous' Lee	Player
Please don't talk like that, it is extremely irritating.		dialogue	'Lecherous' Lee	'Lecherous' Lee
Also, please don't call me a lychee, whatever that may be.		dialogue	'Lecherous' Lee	'Lecherous' Lee
Oh. Okay. Sorry.		dialogue	'Lecherous' Lee	Player
ARGH! SOUND THE ALARM! STOWAWAY ON BOARD! STOWAWAY ON BOARD!		dialogue	'Lecherous' Lee	'Lecherous' Lee
No! I'm not a stowaway! Honest! I was invited here!		dialogue	'Lecherous' Lee	Player
Oh, sorry, my mistake then.		dialogue	'Lecherous' Lee	'Lecherous' Lee
You must admit you do look a lot like a stowaway though.		dialogue	'Lecherous' Lee	'Lecherous' Lee
Why, what do they usually look like?		dialogue	'Lecherous' Lee	Player
Erm... I've never actually met one...		dialogue	'Lecherous' Lee	'Lecherous' Lee
Okay then...		dialogue	'Lecherous' Lee	Player
Hello.		dialogue	'Lecherous' Lee	'Lecherous' Lee
So... You're a pirate, huh?		dialogue	'Lecherous' Lee	Player
It's what it says on my pay-packet at the end of the month.		dialogue	'Lecherous' Lee	'Lecherous' Lee
How's that working out for you?		dialogue	'Lecherous' Lee	Player
Pretty good so far. All the grog and loot that we can plunder, plus full medical including dental.		dialogue	'Lecherous' Lee	'Lecherous' Lee
You mean you have insurance?		dialogue	'Lecherous' Lee	Player
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.		dialogue	'Lecherous' Lee	'Lecherous' Lee
You'd be surprised what an incentive for expert health care that is.		dialogue	'Lecherous' Lee	'Lecherous' Lee
I can imagine.		dialogue	'Lecherous' Lee	Player
Hello there. So what brings you aboard the Lady Zay?		dialogue	'Lecherous' Lee	'Lecherous' Lee
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.		dialogue	'Lecherous' Lee	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!		dialogue	'Lecherous' Lee	'Lecherous' Lee
Yes, she's certainly one of the finest boats I've seen on my travels!		dialogue	'Lecherous' Lee	Player
That she is [lad/lass], that she is.		dialogue	'Lecherous' Lee	'Lecherous' Lee
You seem to like playing with danger, there.		dialogue	'No fingers'	Player
They don't call me 'No-fingers' for nothing!		dialogue	'No fingers'	'No fingers'
Well, correct me if I'm wrong, but you seem to have all your fingers.		dialogue	'No fingers'	Player
It may seem that way mate, but I think you'll find I don't have any.		dialogue	'No fingers'	'No fingers'
What?		dialogue	'No fingers'	Player
These not be fingers. These 'ere be wooden fingers.		dialogue	'No fingers'	'No fingers'
Wooden fingers?		dialogue	'No fingers'	Player
Yep.		dialogue	'No fingers'	'No fingers'
That's not possible, how could you move them?		dialogue	'No fingers'	Player
Magic wood.		dialogue	'No fingers'	'No fingers'
Yes, well I think I'd better be going now.		dialogue	'No fingers'	Player
Hi.		dialogue	'No fingers'	Player
Don't suppose you've seen any boots around here? Size nine, steel toed, brown leather...		dialogue	'No fingers'	'No fingers'
Nope, not at all. I'd best be going. Have a nice day. Bye!		dialogue	'No fingers'	Player
Hello.		dialogue	'Picarron' Pete	Player
So how's life as a pirate?		dialogue	'Picarron' Pete	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.		dialogue	'Picarron' Pete	'Picarron' Pete
I'm a freelance troubleshooter.		dialogue	'Picarron' Pete	Player
What does that entail then?		dialogue	'Picarron' Pete	'Picarron' Pete
Mostly killing things for money and delivering items around the planet for people.		dialogue	'Picarron' Pete	Player
I collect stuff.		dialogue	'Picarron' Pete	Player
So how's that life?		dialogue	'Picarron' Pete	'Picarron' Pete
Can't complain, can't complain...		dialogue	'Picarron' Pete	Player
Well, there you go.		dialogue	'Picarron' Pete	'Picarron' Pete
Aren't you a little short for a pirate?		dialogue	'Picarron' Pete	Player
My mother was a gnome. Apparently it was a very painful birth.		dialogue	'Picarron' Pete	'Picarron' Pete
More info than I wanted, thanks!		dialogue	'Picarron' Pete	Player
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.		dialogue	'Picarron' Pete	'Picarron' Pete
I'm not a stowaway! I was invited aboard!		dialogue	'Picarron' Pete	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!		dialogue	'Picarron' Pete	'Picarron' Pete
You know, I've always wondered what life as a pirate actually entails.		dialogue	'Picarron' Pete	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.		dialogue	'Picarron' Pete	'Picarron' Pete
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!		dialogue	'Picarron' Pete	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.		dialogue	'Picarron' Pete	'Picarron' Pete
Ah, good day to you [milady/sirrah]! Your face is unfamiliar, did you perhaps join us aboard the ship at Lunar Isle?		dialogue	'Picarron' Pete	'Picarron' Pete
No, Lokar offered me a lift in Rellekka actually.		dialogue	'Picarron' Pete	Player
Oh, really? You don't look like a Fremennik to me!		dialogue	'Picarron' Pete	'Picarron' Pete
Well... I kind of am, and I kind of aren't. It's a long story.		dialogue	'Picarron' Pete	Player
Sorry I don't have time to hear it then! See you around young fremennik-who-is-not-really-a-fremennik!		dialogue	'Picarron' Pete	'Picarron' Pete
'Bye.		dialogue	'Picarron' Pete	Player
Brrrr! Its cold up here!		dialogue	'Picarron' Pete	Player
You think this is cold? Up by Acheron it gets so cold that when you talk you see the words freeze in the air in front of you!		dialogue	'Picarron' Pete	'Picarron' Pete
REALLY?		dialogue	'Picarron' Pete	Player
Nah, not really. I was exaggerating for humourous effect. It is very very cold though!		dialogue	'Picarron' Pete	'Picarron' Pete
Hello to you too.		dialogue	'Picarron' Pete	'Picarron' Pete
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!		dialogue	'Picarron' Pete	Player
Please don't talk like that, it is extremely irritating.		dialogue	'Picarron' Pete	'Picarron' Pete
Also, please don't call me a lychee, whatever that may be.		dialogue	'Picarron' Pete	'Picarron' Pete
Oh. Okay. Sorry.		dialogue	'Picarron' Pete	Player
ARGH! SOUND THE ALARM! STOWAWAY ON BOARD! STOWAWAY ON BOARD!		dialogue	'Picarron' Pete	'Picarron' Pete
No! I'm not a stowaway! Honest! I was invited here!		dialogue	'Picarron' Pete	Player
Oh, sorry, my mistake then.		dialogue	'Picarron' Pete	'Picarron' Pete
You must admit you do look a lot like a stowaway though.		dialogue	'Picarron' Pete	'Picarron' Pete
Why, what do they usually look like?		dialogue	'Picarron' Pete	Player
Erm... I've never actually met one...		dialogue	'Picarron' Pete	'Picarron' Pete
Okay then...		dialogue	'Picarron' Pete	Player
Hello.		dialogue	'Picarron' Pete	'Picarron' Pete
So... You're a pirate, huh?		dialogue	'Picarron' Pete	Player
It's what it says on my pay-packet at the end of the month.		dialogue	'Picarron' Pete	'Picarron' Pete
How's that working out for you?		dialogue	'Picarron' Pete	Player
Pretty good so far. All the grog and loot that we can plunder, plus full medical including dental.		dialogue	'Picarron' Pete	'Picarron' Pete
You mean you have insurance?		dialogue	'Picarron' Pete	Player
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.		dialogue	'Picarron' Pete	'Picarron' Pete
You'd be surprised what an incentive for expert health care that is.		dialogue	'Picarron' Pete	'Picarron' Pete
I can imagine.		dialogue	'Picarron' Pete	Player
Hello there. So what brings you aboard the Lady Zay?		dialogue	'Picarron' Pete	'Picarron' Pete
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.		dialogue	'Picarron' Pete	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!		dialogue	'Picarron' Pete	'Picarron' Pete
Yes, she's certainly one of the finest boats I've seen on my travels!		dialogue	'Picarron' Pete	Player
That she is [lad/lass], that she is.		dialogue	'Picarron' Pete	'Picarron' Pete
Hello.		dialogue	'Sticky' Sanders	Player
So how's life as a pirate?		dialogue	'Sticky' Sanders	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.		dialogue	'Sticky' Sanders	'Sticky' Sanders
I'm a freelance troubleshooter.		dialogue	'Sticky' Sanders	Player
What does that entail then?		dialogue	'Sticky' Sanders	'Sticky' Sanders
Mostly killing things for money and delivering items around the planet for people.		dialogue	'Sticky' Sanders	Player
I collect stuff.		dialogue	'Sticky' Sanders	Player
So how's that life?		dialogue	'Sticky' Sanders	'Sticky' Sanders
Can't complain, can't complain...		dialogue	'Sticky' Sanders	Player
Well, there you go.		dialogue	'Sticky' Sanders	'Sticky' Sanders
Aren't you a little short for a pirate?		dialogue	'Sticky' Sanders	Player
My mother was a gnome. Apparently it was a very painful birth.		dialogue	'Sticky' Sanders	'Sticky' Sanders
More info than I wanted, thanks!		dialogue	'Sticky' Sanders	Player
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.		dialogue	'Sticky' Sanders	'Sticky' Sanders
I'm not a stowaway! I was invited aboard!		dialogue	'Sticky' Sanders	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!		dialogue	'Sticky' Sanders	'Sticky' Sanders
You know, I've always wondered what life as a pirate actually entails.		dialogue	'Sticky' Sanders	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.		dialogue	'Sticky' Sanders	'Sticky' Sanders
